Date,Air_Temperature,Mean_Air_Temperature,Adjunct_Temperature_Barometer,Air_pressure_corrected,Air_pressure_mean,Time_Rain_Snow_Began,Time_Rain_Snow_Ended,Accumulated_Precipitation,Snow_Depth,Force_Pressure_Vapour,Relative_Humidity,Wind_Direction,Wind_Force,Cloud_Amount,Cloud_Type,Cloud_Direction,Cloud_Velocity,Upper_Cloud_Direction,Weather_Remarks
1865-06-15 00:00:00,,10.72,,,1026.55,,,,,,,,,,,,,,AU
1865-06-15 00:00:00,,10.72,,,1026.55,,,,,,,,,,,,,,-999
1865-06-15 00:00:00,,10.72,,,1026.55,,,,,,,,,,,,,,-999
1865-06-15 00:00:00,,10.72,,,1026.55,,,,,,,,,,,,,,-999
1865-06-15 00:00:00,,10.72,,,1026.55,,,,,,,,,,,,,,-999
1865-06-15 07:00:00,6.67,,,1026.89,,,,,,10.16,74,180,1,0,,,,,
1865-06-15 14:00:00,16.11,,,1026.62,,,,,,9.14,50,225,5,0,,,,,
1865-06-15 21:00:00,9.44,,,1026.18,,,,,,8.64,73,225,1,0,,,,,
1865-06-16 00:00:00,,12.06,,,1022.93,,,,,,,,,,,,,,
1865-06-16 07:00:00,9.44,,,1025.06,,,,,,11.51,75,225,3,4,Cl6,,,,
1865-06-16 14:00:00,15,,,1023.37,,,,,,12.87,76,225,5,8,Cl6,,,,
1865-06-16 21:00:00,11.67,,,1020.39,,,,,,11.75,86,225,2,8,Cl7,,,,
1865-06-17 00:00:00,,15.39,,,1017.2,,,,,,,,,,,,,,
1865-06-17 07:00:00,12.22,,,1018.08,,,,,,14.76,88,225,1,8,Cl6,,,,
1865-06-17 14:00:00,18.89,,,1016.49,,,,,,16.8,78,225,2,4,Cl6,,,,
1865-06-17 21:00:00,15,,,1017.07,,,,,,14.76,88,225,1,0,,,,,
1865-06-18 00:00:00,,17.78,,,1019.03,,,,,,,,,,,,,,
1865-06-18 07:00:00,15,,,1019.24,,,,,,14.16,68,225,1,2.4,Cl6,,,,
1865-06-18 14:00:00,22.78,,,1018.83,,,,,,15.98,58,180,2,4,Cl6,,,,
1865-06-18 21:00:00,15.56,,,1019.03,,,,,,15.34,88,225,1,0,,,,,
1865-06-19 00:00:00,,12.78,,,1018.22,,,,,,,,,,,,,,
1865-06-19 07:00:00,12.78,,,1019.4,,,,,,13.24,87,225,1,4.8,Cl6,,,,
1865-06-19 14:00:00,15,,,1017.61,,,,,,12.87,76,225,3,5.6,Cl6,,,,
1865-06-19 21:00:00,10.56,,,1017.68,,,,,,11.78,93,225,2,8,Cl2,,,,
1865-06-20 00:00:00,,11.28,,,1016.83,,,,,,,,,,,,,,
1865-06-20 07:00:00,9.44,,,1017.78,,,,,,12.22,93,225,2,8,Cl6,,,,
1865-06-20 14:00:00,13.33,,,1016.73,,,,,,13.24,87,225,2,8,Cl6,,,,
1865-06-20 21:00:00,11.11,,,1015.98,,,,,,13.14,100,225,2,8,Cl2,,,,
1865-06-21 00:00:00,,12.22,,,1015.65,,,,,,,,,,,,,,
1865-06-21 07:00:00,11.11,,,1015.92,,,,,,12.67,93,225,2,8,Cl2,,,,
1865-06-21 14:00:00,13.33,,,1015.51,,,,,,14.22,93,225,2,8,Cl2,,,,
1865-06-21 21:00:00,12.22,,,1015.51,,,,,,13.65,97,225,1,8,Cl2,,,,
1865-06-22 00:00:00,,12.78,,,1015.37,early morning,,1.27,,,,,,,,,,,
1865-06-22 07:00:00,12.78,,,1015.51,,,,,,15.24,100,225,1,8,Cl2,,,,
1865-06-22 14:00:00,13.33,,,1015.17,,,,,,14.7,97,225,1,8,Cl2,,,,
1865-06-22 21:00:00,12.22,,,1015.48,,,,,,13.65,97,225,1,8,Cl2,,,,
1865-06-23 00:00:00,,15,,,1015.68,3:15 PM,6:00 PM,5.08,,,,,,,,,,,HZ
1865-06-23 00:00:00,,15,,,1015.68,3:15 PM,6:00 PM,5.08,,,,,,,,,,,LT
1865-06-23 07:00:00,13.33,,,1015.31,,,,,,16.93,100,225,1,8,Cl2,,,,
1865-06-23 14:00:00,18.33,,,1014.33,,,,,,17.27,83,225,1,6.4,Cl2,,,,
1865-06-23 21:00:00,13.33,,,1017.41,,,,,,13.24,87,0,1,0,,,,,
1865-06-24 00:00:00,,14.44,,,1018.56,,,,,,,,,,,,,,
1865-06-24 07:00:00,11.11,,,1019.44,,,,,,15.44,82,0,1,0,,,,,
1865-06-24 14:00:00,19.44,,,1019.13,,,,,,13.44,60,225,1,6.4,Ch6,,,,
1865-06-24 21:00:00,12.78,,,1017.07,,,,,,11.85,81,225,1,0,,,,,
1865-06-25 00:00:00,,14.06,,,1012.7,,,,,,,,,,,,,,LT
1865-06-25 07:00:00,12.22,,,1012.53,,,,,,13.78,82,180,3,0,,,,,
1865-06-25 14:00:00,16.67,,,1011.99,,,,,,15.44,82,180,2,8,Cl6,,,,
1865-06-25 21:00:00,13.89,,,1013.55,,,,,,14.7,93,180,1,8,Cl6,,,,
1865-06-26 00:00:00,,15.39,,,1015.58,,,,,,,,,,,,,,
1865-06-26 07:00:00,13.33,,,1015.61,,,,,,15.27,93,225,1,8,Cl2,,,,
1865-06-26 14:00:00,16.67,,,1015.24,,,,,,16.49,88,225,1,8,Cl2,,,,
1865-06-26 21:00:00,16.11,,,1015.92,,,,,,17.03,94,225,1,8,Cl7,,,,
1865-06-27 00:00:00,,15.56,,,1008.81,8:00 AM,6:00 PM,4.83,,,,,,,,,,,
1865-06-27 07:00:00,17.78,,,1010.97,,,,,,19.57,97,225,5,8,,,,,
1865-06-27 14:00:00,16.11,,,1008.26,,,,,,18.18,100,225,5,8,Cl7,,,,
1865-06-27 21:00:00,12.78,,,1007.21,,,,,,14.63,100,225,1,8,Cl2,,,,
1865-06-28 00:00:00,,14.06,,,1006.84,,,,,,,,,,,,,,AU
1865-06-28 07:00:00,11.67,,,1005.52,,,,,,14.66,100,225,1,8,Cl2,,,,
1865-06-28 14:00:00,15.56,,,1006.1,,,,,,13.38,76,225,3,8,Cl7,,,,
1865-06-28 21:00:00,15,,,1008.91,,,,,,12.87,76,270,1,0,,,,,
1865-06-29 00:00:00,,16.83,,,1012.09,,,,,,,,,,,,,,
1865-06-29 07:00:00,15,,,1014.7,,,,,,14.16,68,315,1,0,,,,,
1865-06-29 14:00:00,22.22,,,1012.06,,,,,,16.36,61,225,2,7.2,Cl6,,,,
1865-06-29 21:00:00,13.33,,,1011.85,,,,,,13.24,87,225,1,0,,,,,
1865-06-30 00:00:00,,13.89,,,1006.64,6:00 PM,6:15 PM,0.76,,,,,,,,,,,
1865-06-30 07:00:00,13.33,,,1007.65,,,,,,14.22,93,225,1,8,Cl2,,,,
1865-06-30 14:00:00,14.44,,,1005.96,,,,,,15.27,93,225,1,8,Cl2,,,,
1865-06-30 21:00:00,13.89,,,1006.3,,,,,,15.24,97,225,1,8,Cl2,,,,
1865-07-01 00:00:00,,15.56,,,1012.63,8:00 PM,,,,,,,,,,,,,
1865-07-01 07:00:00,13.33,,,1012.73,,,,,,18.29,93,225,1,8,Cl2,,,,
1865-07-01 14:00:00,17.78,,,1013.68,,,,,,18.08,78,45,1,8,Cl6,,,,
1865-07-01 21:00:00,15.56,,,1014.9,,,,,,16.42,93,45,1,8,Cl7,,,,
1865-07-02 00:00:00,,17.78,,,1015.1,,,,,,,,,,,,,,
1865-07-02 07:00:00,16.11,,,1012.53,,,,,,17.03,93,45,1,8,,,,,
1865-07-02 14:00:00,20,,,1015.14,,,,,,22.49,97,135,1,8,Cl7,,,,
1865-07-02 21:00:00,17.22,,,1014.9,,,,,,18.9,97,135,3,8,,,,,
1865-07-03 00:00:00,,16.11,,,1008.5,-999,early morning,46.1,,,,,,,,,,,
1865-07-03 07:00:00,17.22,,,1008.81,,,,,,19.51,100,180,1,8,Cl2,,,,
1865-07-03 14:00:00,16.11,,,1008.26,,,,,,18.18,100,225,1,8,Cl2,,,,
1865-07-03 21:00:00,15,,,1008.47,,,,,,16.93,100,225,1,8,Cl2,,,,
1865-07-04 00:00:00,,15.39,,,1005.62,,,,,,,,,,,,,,
1865-07-04 07:00:00,13.89,,,1007.59,,,,,,16.42,94,225,1,0,,,,,
1865-07-04 14:00:00,16.11,,,1004.57,,,,,,15.92,88,180,3,7.2,Cl6,,,,
1865-07-04 21:00:00,16.11,,,1004.74,,,,,,14.9,82,315,1,1.6,Cl6,,,,
1865-07-05 00:00:00,,15,,,1005.96,,,,,,,,,,,,,,
1865-07-05 07:00:00,12.22,,,1004.74,,,,,,13.38,76,315,1,1.6,Cl6,,,,
1865-07-05 14:00:00,17.78,,,1004.57,,,,,,11.89,60,315,2,8,Cl6,,,,
1865-07-05 21:00:00,15,,,1008.26,,,,,,11.99,71,45,2,8,Cl6,,,,
1865-07-06 00:00:00,,15.94,,,1011.11,,,,,,,,,,,,,,HALO
1865-07-06 07:00:00,12.22,,,1002.13,,,,,,11.07,70,315,5,4,Cl6,,,,
1865-07-06 14:00:00,21.11,,,1012.19,,,,,,11.68,47,315,3,5.6,Cl6,,,,
1865-07-06 21:00:00,14.44,,,1012.19,,,,,,11.58,71,225,2,8,Ch6,,,,
1865-07-07 00:00:00,,13.72,,,1008.3,,,,,,,,,,,,,,
1865-07-07 07:00:00,12.22,,,1008.94,,,,,,14.22,93,225,1,8,Cl7,,,,
1865-07-07 14:00:00,14.44,,,1007.79,,,,,,14.26,87,225,1,8,Cl7,,,,
1865-07-07 21:00:00,13.33,,,1007.99,,,,,,14.22,93,225,1,8,Cl2,,,,
1865-07-08 00:00:00,,13.33,,,1006.5,,,,,,,,,,,,,,
1865-07-08 07:00:00,11.67,,,1007.59,,,,,,14.76,98,225,1,8,Cl7,,,,
1865-07-08 14:00:00,16.11,,,1005.76,,,,,,11.51,82,225,2,4,Cl6,,,,
1865-07-08 21:00:00,12.22,,,1006.2,,,,,,13.14,93,225,1,2.4,Cl6,,,,
1865-07-09 00:00:00,,14.28,,,1004.74,2:00 PM,2:30 PM,2.54,,,,,,,,,,,
1865-07-09 07:00:00,12.22,,,1005.11,,,,,,13.38,76,270,3,2.4,Cl2,,,,
1865-07-09 14:00:00,18.33,,,1001.69,,,,,,15.14,73,315,3,8,,,,,
1865-07-09 21:00:00,12.22,,,1007.32,,,,,,11.31,80,315,1,0,,,,,
1865-07-10 00:00:00,,13.33,,,1008.94,,,,,,,,,,,,,,HALO
1865-07-10 07:00:00,10.56,,,1009.35,,,,,,11.18,66,315,2,6.4,Cl6,,,,
1865-07-10 14:00:00,16.67,,,1008.7,,,,,,12.6,67,225,3,6.4,Cl6,,,,
1865-07-10 21:00:00,12.78,,,1008.81,,,,,,12.7,87,180,1,5.6,Ch6,,,,
1865-07-11 00:00:00,,14.44,,,1008.67,,,,,,,,,,,,,,
1865-07-11 07:00:00,13.33,,,1009.14,,,,,,13.71,87,180,1,8,Cl6,,,,
1865-07-11 14:00:00,17.78,,,1008.37,,,,,,15.61,77,225,3,6.4,Cl6,,,,
1865-07-11 21:00:00,12.22,,,1008.47,,,,,,12.67,90,225,2,8,Cl2,,,,
1865-07-12 00:00:00,,15,,,1013.48,,,,,,,,,,,,,,
1865-07-12 07:00:00,12.78,,,1010.02,,,,,,14.26,87,225,1,4.8,Cl6,,,,
1865-07-12 14:00:00,18.33,,,1011.41,,,,,,16.19,78,225,2,6.4,Cl6,,,,
1865-07-12 21:00:00,13.89,,,1014.39,,,,,,13.71,87,225,1,4,Cl2,,,,
1865-07-13 00:00:00,,15.39,,,1012.06,6:00 PM,7:00 PM,2.54,,,,,,,,,,,
1865-07-13 07:00:00,12.78,,,1013.48,,,,,,13.78,82,180,1,8,Cl6,,,,
1865-07-13 14:00:00,18.89,,,1012.46,,,,,,15.71,73,135,3,8,Cl7,,,,
1865-07-13 21:00:00,14.44,,,1010.23,,,,,,15.27,93,225,1,8,,,,,
1865-07-14 00:00:00,,15.39,,,1009.72,,,,,,,,,,,,,,
1865-07-14 07:00:00,13.33,,,1007.65,,,,,,14.22,93,225,1,8,Cl2,,,,
1865-07-14 14:00:00,18.33,,,1008.6,,,,,,15.14,73,225,3,6.4,Cl2,,,,
1865-07-14 21:00:00,14.44,,,1012.87,,,,,,14.26,87,270,1,0,,,,,
1865-07-15 00:00:00,,14.44,,,1015.88,,,,,,,,,,,,,,
1865-07-15 07:00:00,12.22,,,1015.92,,,,,,12.97,72,270,2,0,,,,,
1865-07-15 14:00:00,18.33,,,1015.24,,,,,,15.14,73,225,5,0,,,,,
1865-07-15 21:00:00,12.78,,,1016.49,,,,,,13.65,93,225,1,0,,,,,
1865-07-16 00:00:00,,15.17,,,1017.27,,,,,,,,,,,,,,
1865-07-16 07:00:00,12.78,,,1018.05,,,,,,14.32,82,225,1,6.4,Cl6,,,,
1865-07-16 14:00:00,19.44,,,1017.41,,,,,,15.34,68,225,2,6.4,Ch8,,,,
1865-07-16 21:00:00,13.33,,,1016.26,,,,,,12.36,81,225,1,0,,,,,
1865-07-17 00:00:00,,15.17,,,1003.93,1:00 PM,7:00 PM,8.89,,,,,,,,,,,
1865-07-17 07:00:00,12.78,,,1009.21,,,,,,12.43,76,135,1,8,Cl7,,,,
1865-07-17 14:00:00,18.33,,,1001.93,,,,,,19.64,94,135,3,8,,,,,
1865-07-17 21:00:00,14.44,,,1000.68,,,,,,15.61,96,225,1,8,Cl2,,,,
1865-07-18 00:00:00,,15,,,1004.94,,,,,,,,,,,,,,
1865-07-18 07:00:00,13.33,,,1003.29,,,,,,16.42,94,270,1,0,,,,,
1865-07-18 14:00:00,18.33,,,1004.06,,,,,,15.14,73,225,3,0,,,,,
1865-07-18 21:00:00,13.33,,,1007.45,,,,,,13.24,87,225,1,0,,,-999,,
1865-07-19 00:00:00,,14.83,,,1009.21,,,,,,,,,,,,,,
1865-07-19 07:00:00,12.78,,,1008.47,,,,,,14.76,88,180,1,0,,,,,
1865-07-19 14:00:00,17.78,,,1008.57,,,,,,15.61,77,225,2,0,,,,,
1865-07-19 21:00:00,13.89,,,1010.63,,,,,,14.7,93,225,1,0,,,,,
1865-07-20 00:00:00,,14.28,,,1006.81,6:30 AM,2:00 PM,17.14,,,,,,,,,,,
1865-07-20 07:00:00,13.89,,,1007.99,,,,,,14.7,93,180,1,8,,,,,
1865-07-20 14:00:00,15,,,1004.84,,,,,,16.93,100,225,1,8,Cl2,,,,
1865-07-20 21:00:00,13.89,,,1007.55,,,,,,15.24,97,225,1,8,Cl2,,,,
1865-07-21 00:00:00,,15.17,,,1008.4,1:00 PM,2:30 PM,0.51,,,,,,,,,,,
1865-07-21 07:00:00,12.78,,,1008.3,,,,,,17.54,96,180,2,6.4,Cl6,,,,
1865-07-21 14:00:00,17.78,,,1008.06,,,,,,17.78,88,270,1,8,,,,,
1865-07-21 21:00:00,15,,,1008.81,,,,,,14.76,88,315,2,0,,,,,
1865-07-22 00:00:00,,16.67,,,1010.36,,,,,,,,,,,,,,-999
1865-07-22 00:00:00,,16.67,,,1010.36,,,,,,,,,,,,,,-999
1865-07-22 00:00:00,,16.67,,,1010.36,,,,,,,,,,,,,,-888
1865-07-22 00:00:00,,16.67,,,1010.36,,,,,,,,,,,,,,AU
1865-07-22 00:00:00,,16.67,,,1010.36,,,,,,,,,,,,,,-999
1865-07-22 07:00:00,12.78,,,1010.97,,,,,,13.38,76,315,1,0,,,,,
1865-07-22 14:00:00,22.22,,,1010.02,,,,,,16.36,61,270,3,0,,,,,
1865-07-22 21:00:00,15,,,1010.06,,,,,,14.76,88,315,1,0,,,,,
1865-07-23 00:00:00,,17.06,,,1010.97,,,,,,,,,,,,,,
1865-07-23 07:00:00,14.44,,,1011.07,,,,,,16.49,88,315,1,0,,,,,
1865-07-23 14:00:00,21.11,,,1010.87,,,,,,15.1,61,225,2,0,,,,,
1865-07-23 21:00:00,15.56,,,1011.01,,,,,,14.32,82,180,2,0,,,,,
1865-07-24 00:00:00,,16.11,,,1012.19,,,,,,,,,,,,,,
1865-07-24 07:00:00,13.89,,,1011.51,,,,,,16.66,82,270,1,4.8,Cl6,,,,
1865-07-24 14:00:00,19.44,,,1011.51,,,,,,17.44,78,225,2,2.4,Cl2,,,,
1865-07-24 21:00:00,15,,,1013.48,,,,,,14.76,88,270,1,0,,,,,
1865-07-25 00:00:00,,16.11,,,1015.85,,,,,,,,,,,,,,
1865-07-25 07:00:00,13.89,,,1015.71,,,,,,16.05,82,315,1,0,,,,,
1865-07-25 14:00:00,19.44,,,1015.92,,,,,,17.44,78,225,1,5.6,Cl6,,,,
1865-07-25 21:00:00,15,,,1015.92,,,,,,14.76,88,225,1,0,,,,,
1865-07-26 00:00:00,,15.72,,,1004.71,6:30 AM,2:00 PM,13.97,,,,,,,,,,,
1865-07-26 07:00:00,16.11,,,1007.69,,,,,,17.61,94,180,1,8,,,,,
1865-07-26 14:00:00,16.67,,,1003.86,,,,,,18.22,97,225,2,8,,,,,
1865-07-26 21:00:00,14.44,,,1003.62,,,,,,15.27,93,225,1,8,Cl2,,,,
1865-07-27 00:00:00,,17.78,,,1003.22,3:00 PM,,1.78,,,,,,,,,,,
1865-07-27 07:00:00,14.44,,,1002.91,,,,,,16.42,93,225,1,8,Cl2,,,,
1865-07-27 14:00:00,19.44,,,1002.37,,,,,,19.81,88,225,2,3.2,Cl6,,,,
1865-07-27 21:00:00,19.44,,,1004.4,,,,,,19.81,88,0,1,7.2,Cl6,,,,
1865-07-28 00:00:00,,18.89,,,1007.96,,,,,,,,,,,,,,
1865-07-28 07:00:00,17.22,,,1005.76,,,,,,19.81,88,0,2,4,Cl6,,,,
1865-07-28 14:00:00,23.33,,,1008.37,,,,,,22.49,80,45,1,6.4,Cl6,,,,
1865-07-28 21:00:00,16.11,,,1009.79,,,,,,17.03,94,45,1,0,,,,,
1865-07-29 00:00:00,,16.28,,,1008.2,2:00 PM,5:00 PM,15.24,,,,,,,,,,,
1865-07-29 07:00:00,15.56,,,1009.14,,,,,,16.49,88,180,1,6.4,Cl6,,,,
1865-07-29 14:00:00,17.22,,,1007.18,,,,,,18.29,94,225,2,8,,,,,
1865-07-29 21:00:00,16.11,,,1008.26,,,,,,17.61,92,315,1,7.2,Cl6,,,,
1865-07-30 00:00:00,,17.39,,,1015.82,,,,,,,,,,,,,,
1865-07-30 07:00:00,16.11,,,1014.29,,,,,,15.61,77,0,1,5.6,Cl6,,,,
1865-07-30 14:00:00,21.11,,,1014.22,,,,,,15.1,61,0,1,6.4,Cl6,,,,
1865-07-30 21:00:00,15,,,1018.73,,,,,,11.18,66,0,2,0,,,,,
1865-07-31 00:00:00,,14.06,,,1024.25,,,,,,,,,,,,,,
1865-07-31 07:00:00,10.56,,,1024.15,,,,,,9.99,65,0,1,0,,,,,
1865-07-31 14:00:00,19.44,,,1023.54,,,,,,13.44,60,225,2,0,,,,,
1865-07-31 21:00:00,12.22,,,1025.4,,,,,,12.19,86,225,1,0,,,,,
1865-08-01 00:00:00,,14.06,,,1026.31,,,,,,,,,,,,,,
1865-08-01 07:00:00,11.11,,,1027.09,,,,,,14.26,87,225,2,0,,,,,
1865-08-01 14:00:00,17.78,,,1026.01,,,,,,13.55,72,225,3,0,,,,,
1865-08-01 21:00:00,13.33,,,1026.21,,,,,,14.7,90,225,2,0,,,,,
1865-08-02 00:00:00,,15.39,,,1023.74,,,,,,,,,,,,,,
1865-08-02 07:00:00,13.33,,,1026.01,,,,,,15.81,94,225,1,8,Cl6,,,,
1865-08-02 14:00:00,17.78,,,1023.71,,,,,,16.66,82,225,2,8,Cl6,,,,
1865-08-02 21:00:00,15,,,1023.03,,,,,,15.81,94,225,1,8,Cl2,,,,
1865-08-03 00:00:00,,15.94,,,1020.12,,,,,,,,,,,,,,
1865-08-03 07:00:00,12.78,,,1021.44,,,,,,14.7,93,225,1,8,Cl2,,,,
1865-08-03 14:00:00,19.44,,,1019.64,,,,,,18.63,83,225,2,0,,,,,
1865-08-03 21:00:00,15.56,,,1019.3,,,,,,16.93,97,225,1,8,Cl2,,,,
1865-08-04 00:00:00,,15.94,,,1017.1,,,,,,,,,,,,,,
1865-08-04 07:00:00,15,,,1017.95,,,,,,16.93,97,225,1,8,Cl2,,,,
1865-08-04 14:00:00,17.22,,,1017.41,,,,,,18.29,94,225,1,8,Cl2,,,,
1865-08-04 21:00:00,15.56,,,1015.92,,,,,,16.93,97,225,1,8,Cl2,,,,
1865-08-05 00:00:00,,18.17,,,1016.46,4am,8am,20.32,-999,,,,,,,,,,
1865-08-05 07:00:00,15.56,,,1016.26,,,,,,18.29,97,0,1,8,,,,,
1865-08-05 14:00:00,22.22,,,1015.75,,,,,,22.18,84,180,1,0,,,,,
1865-08-05 21:00:00,16.67,,,1017.34,,,,,,17.61,94,225,1,5.6,Cl6,,,,
1865-08-06 00:00:00,,18.72,,,1017.34,11pm,12pm,3.05,,,,,,,,,,,
1865-08-06 07:00:00,15,,,1017.2,,,,,,18.42,88,225,1,0,,,,,
1865-08-06 14:00:00,23.33,,,1016.36,,,,,,21.16,74,225,1,0,,,,,
1865-08-06 21:00:00,17.78,,,1014.6,,,,,,17.78,88,225,1,8,Cl2,,,,
1865-08-07 00:00:00,,16.11,,,1005.69,10am,7pm,18.29,,,,,,,,,,,
1865-08-07 07:00:00,16.67,,,1006.77,,,,,,19.51,100,225,1,8,Cl2,,,,
1865-08-07 14:00:00,16.11,,,1005.42,,,,,,18.18,100,225,2,8,,,,,
1865-08-07 21:00:00,15.56,,,1004.88,,,,,,17.54,100,225,1,8,Cl2,,,,
1865-08-08 00:00:00,,15,,,1009.14,,,,,,,,,,,,,,
1865-08-08 07:00:00,14.44,,,1006.2,,,,,,16.42,97,225,1,8,Cl2,,,,
1865-08-08 14:00:00,16.67,,,1007.69,,,,,,17.61,94,225,1,3.2,Cl6,,,,
1865-08-08 21:00:00,13.89,,,1010.06,,,,,,14.7,93,225,1,1.6,Cl6,,,,
1865-08-09 00:00:00,,16.28,,,1010.8,,,,,,,,,,,,,,
1865-08-09 07:00:00,12.78,,,1011.18,,,,,,17.03,94,225,1,0,,,,,
1865-08-09 14:00:00,19.44,,,1010.57,,,,,,18.63,83,225,1,2.4,Cl2,,,,
1865-08-09 21:00:00,16.67,,,1010.67,,,,,,16.49,88,225,1,8,Cl6,,,,
1865-08-10 00:00:00,,16.83,,,1009.38,,,,,,,,,,,,,,
1865-08-10 07:00:00,16.11,,,1010.74,,,,,,18.29,94,180,1,6.4,Cl2,,,,
1865-08-10 14:00:00,20,,,1008.67,,,,,,18.08,78,225,1,0,,,,,
1865-08-10 21:00:00,14.44,,,1009.08,,,,,,18.29,97,225,1,8,Cl2,,,,
1865-08-11 00:00:00,,15.72,,,1007.25,,,,,,,,,,,,,,
1865-08-11 07:00:00,13.33,,,1008.13,,,,,,14.7,93,225,1,8,Cl2,,,,
1865-08-11 14:00:00,18.89,,,1006.88,,,,,,17.95,83,225,2,8,Cl6,,,,
1865-08-11 21:00:00,15,,,1006.71,,,,,,16.36,97,225,1,8,Cl2,,,,
1865-08-12 00:00:00,,15,,,1004.5,8am,3pm,3.3,-999,,,,,,,,,,
1865-08-12 07:00:00,14.44,,,1004.74,,,,,,15.92,88,180,1,8,,,,,
1865-08-12 14:00:00,18.33,,,1003.73,,,,,,17.27,83,0,2,8,Cl7,,,,
1865-08-12 21:00:00,12.22,,,1005.08,,,,,,12.19,86,315,2,0,,,,,
1865-08-13 00:00:00,,16.67,,,1006.88,PM,PM,1.27,,,,,,,,,,,
1865-08-13 07:00:00,11.67,,,1005.28,,,,,,13.31,81,0,2,5.6,Cl6,,,,
1865-08-13 14:00:00,21.67,,,1004.88,,,,,,15.71,61,315,7,6.4,Cl6,,,,
1865-08-13 21:00:00,16.67,,,1010.43,,,,,,16.49,88,0,5,8,Cl7,,,,
1865-08-14 00:00:00,,16.83,,,1012.19,,,,,,,,,,,,,,
1865-08-14 07:00:00,13.89,,,1012.19,,,,,,16.05,82,315,1,2.4,Cl6,,,,
1865-08-14 14:00:00,21.67,,,1011.72,,,,,,17.81,70,225,2,2.4,Cl6,,,,
1865-08-14 21:00:00,15,,,1012.7,,,,,,14.76,88,90,1,0,,,,,
1865-08-15 00:00:00,,16.28,,,1012.97,,,,,,,,,,,,,,
1865-08-15 07:00:00,12.78,,,1013,,,,,,15.44,82,135,2,2.4,Cl6,,,,
1865-08-15 14:00:00,21.11,,,1012.94,,,,,,20.76,83,180,2,0,,,,,
1865-08-15 21:00:00,15,,,1012.94,,,,,,14.76,88,225,1,0,,,,,
1865-08-16 00:00:00,,16.28,,,1012.9,,,,,,,,,,,,,,
1865-08-16 07:00:00,15.56,,,1012.77,,,,,,16.42,94,225,1,8,Cl2,,,,
1865-08-16 14:00:00,18.33,,,1012.36,,,,,,17.27,83,180,1,2.4,Cl6,,,,
1865-08-16 21:00:00,15,,,1013.55,,,,,,14.76,88,225,1,0,,,,,
1865-08-17 00:00:00,,15.56,,,1015.58,,,,,,,,,,,,,,
1865-08-17 07:00:00,15,,,1014.9,,,,,,15.34,88,225,1,8,Cl6,,,,
1865-08-17 14:00:00,20.56,,,1014.9,,,,,,17.51,73,225,1,1.6,Cl2,,,,
1865-08-17 21:00:00,16.67,,,1016.97,,,,,,15.44,82,0,1,0,,,,,
1865-08-18 00:00:00,,16.11,,,1017.41,,,,,,,,,,,,,,
1865-08-18 07:00:00,13.33,,,1017.95,,,,,,15.92,88,0,1,0,,,,,
1865-08-18 14:00:00,21.11,,,1017.14,,,,,,14.16,57,180,1,0,,,,,
1865-08-18 21:00:00,13.89,,,1017.17,,,,,,12.77,81,180,1,0,,,,,
1865-08-19 00:00:00,,16.11,,,1016.02,,,,,,,,,,,,,,
1865-08-19 07:00:00,11.67,,,1016.93,,,,,,14.9,82,225,1,0,,,,,
1865-08-19 14:00:00,21.11,,,1016.46,,,,,,17.2,70,225,2,4,Ch6,,,,
1865-08-19 21:00:00,15.56,,,1014.63,,,,,,15.81,91,225,1,0,,,,,
1865-08-20 00:00:00,,17.06,,,1014.6,In night,-999,1.02,-999,,,,,,,,,,
1865-08-20 07:00:00,15,,,1014.56,,,,,,15.44,82,225,1,8,Cl6,,,,
1865-08-20 14:00:00,21.11,,,1014.56,,,,,,20.76,83,225,2,0,,,,,
1865-08-20 21:00:00,15,,,1014.66,,,,,,15.81,94,225,1,8,Cl2,,,,
1865-08-21 00:00:00,,16.28,,,1007.62,11pm,-999,-999,-999,,,,,,,,,,
1865-08-21 07:00:00,16.11,,,1010.06,,,,,,17.61,94,225,3,8,Cl6,,,,
1865-08-21 14:00:00,17.78,,,1008.13,,,,,,16.66,82,225,3,8,Cl6,,,,
1865-08-21 21:00:00,15,,,1004.64,,,,,,15.81,94,225,3,8,Cl6,,,,
1865-08-22 00:00:00,,15.39,,,1004.44,Early morning,-999,10.16,,,,,,,,,,,
1865-08-22 07:00:00,13.89,,,1004,,,,,,13.71,87,0,1,8,,,,,
1865-08-22 14:00:00,17.78,,,1004.74,,,,,,14.6,72,315,2,0,,,,,
1865-08-22 21:00:00,14.44,,,1004.54,,,,,,15.27,93,315,1,8,Cl7,,,,
1865-08-23 00:00:00,,14.06,,,1002.13,Early morning,-999,1.27,,,,,,,,,,,
1865-08-23 07:00:00,12.22,,,1001.76,,,,,,13.14,93,315,1,8,Cl7,,,,
1865-08-23 14:00:00,16.67,,,1000.91,,,,,,13.55,72,225,2,3.2,Cl6,,,,
1865-08-23 21:00:00,13.33,,,1003.73,,,,,,13.24,87,315,1,0,,,,,
1865-08-24 00:00:00,,13.17,,,1009.31,11am,-999,0.51,,,,,,,,,,,
1865-08-24 07:00:00,10,,,1007.79,,,,,,13.24,87,315,1,8,Cl6,,,,
1865-08-24 14:00:00,16.67,,,1008.3,,,,,,11.75,62,315,2,7.2,Cl6,,,,
1865-08-24 21:00:00,12.78,,,1011.85,,,,,,12.7,87,315,1,0,,,,,
