,StationName,ObservationDate,UTCDate,value,unit,field_key,fieldID,annotationID,transcriptionID,pageID
28,Fort Peel River,1863-02-28 21:00:00,1863-02-28 21:00:00,1,Sm,wind_force_9pm,110,230362,2067,1992
29,Fort Peel River,1863-03-01 21:00:00,1863-03-01 21:00:00,1,Sm,wind_force_9pm,110,230090,2066,1994
30,Fort Peel River,1863-03-02 21:00:00,1863-03-02 21:00:00,1,Sm,wind_force_9pm,110,230091,2066,1994
31,Fort Peel River,1863-03-03 21:00:00,1863-03-03 21:00:00,1,Sm,wind_force_9pm,110,230092,2066,1994
32,Fort Peel River,1863-03-04 21:00:00,1863-03-04 21:00:00,1,Sm,wind_force_9pm,110,230093,2066,1994
33,Fort Peel River,1863-03-05 21:00:00,1863-03-05 21:00:00,1,Sm,wind_force_9pm,110,230094,2066,1994
34,Fort Peel River,1863-03-06 21:00:00,1863-03-06 21:00:00,1,Sm,wind_force_9pm,110,230095,2066,1994
35,Fort Peel River,1863-03-07 21:00:00,1863-03-07 21:00:00,1,Sm,wind_force_9pm,110,230096,2066,1994
36,Fort Peel River,1863-03-08 21:00:00,1863-03-08 21:00:00,4,Sm,wind_force_9pm,110,230097,2066,1994
37,Fort Peel River,1863-03-09 21:00:00,1863-03-09 21:00:00,4,Sm,wind_force_9pm,110,230098,2066,1994
38,Fort Peel River,1863-03-10 21:00:00,1863-03-10 21:00:00,1,Sm,wind_force_9pm,110,230099,2066,1994
39,Fort Peel River,1863-03-11 21:00:00,1863-03-11 21:00:00,2,Sm,wind_force_9pm,110,230100,2066,1994
40,Fort Peel River,1863-03-12 21:00:00,1863-03-12 21:00:00,3,Sm,wind_force_9pm,110,230101,2066,1994
41,Fort Peel River,1863-03-13 21:00:00,1863-03-13 21:00:00,3,Sm,wind_force_9pm,110,230102,2066,1994
42,Fort Peel River,1863-03-14 21:00:00,1863-03-14 21:00:00,2,Sm,wind_force_9pm,110,230103,2066,1994
43,Fort Peel River,1863-03-15 21:00:00,1863-03-15 21:00:00,1,Sm,wind_force_9pm,110,230104,2066,1994
44,Fort Peel River,1863-03-16 21:00:00,1863-03-16 21:00:00,1,Sm,wind_force_9pm,110,230105,2066,1994
45,Fort Peel River,1863-03-17 21:00:00,1863-03-17 21:00:00,2,Sm,wind_force_9pm,110,230106,2066,1994
46,Fort Peel River,1863-03-18 21:00:00,1863-03-18 21:00:00,1,Sm,wind_force_9pm,110,230107,2066,1994
47,Fort Peel River,1863-03-19 21:00:00,1863-03-19 21:00:00,1,Sm,wind_force_9pm,110,230108,2066,1994
48,Fort Peel River,1863-03-20 21:00:00,1863-03-20 21:00:00,1,Sm,wind_force_9pm,110,230109,2066,1994
49,Fort Peel River,1863-03-21 21:00:00,1863-03-21 21:00:00,1,Sm,wind_force_9pm,110,230110,2066,1994
50,Fort Peel River,1863-03-22 21:00:00,1863-03-22 21:00:00,2,Sm,wind_force_9pm,110,230111,2066,1994
51,Fort Peel River,1863-03-23 21:00:00,1863-03-23 21:00:00,3,Sm,wind_force_9pm,110,230112,2066,1994
52,Fort Peel River,1863-03-24 21:00:00,1863-03-24 21:00:00,1,Sm,wind_force_9pm,110,230113,2066,1994
53,Fort Peel River,1863-03-25 21:00:00,1863-03-25 21:00:00,2,Sm,wind_force_9pm,110,230114,2066,1994
54,Fort Peel River,1863-03-26 21:00:00,1863-03-26 21:00:00,2,Sm,wind_force_9pm,110,230115,2066,1994
55,Fort Peel River,1863-03-27 21:00:00,1863-03-27 21:00:00,3,Sm,wind_force_9pm,110,230116,2066,1994
56,Fort Peel River,1863-03-28 21:00:00,1863-03-28 21:00:00,3,Sm,wind_force_9pm,110,230117,2066,1994
57,Fort Peel River,1863-03-29 21:00:00,1863-03-29 21:00:00,1,Sm,wind_force_9pm,110,230118,2066,1994
58,Fort Peel River,1863-03-30 21:00:00,1863-03-30 21:00:00,-888,Sm,wind_force_9pm,110,230119,2066,1994
59,Fort Peel River,1863-03-31 21:00:00,1863-03-31 21:00:00,-888,Sm,wind_force_9pm,110,230120,2066,1994
60,Fort Peel River,1863-04-01 21:00:00,1863-04-01 21:00:00,3,Sm,wind_force_9pm,110,230547,2068,1996
61,Fort Peel River,1863-04-02 21:00:00,1863-04-02 21:00:00,1,Sm,wind_force_9pm,110,230548,2068,1996
62,Fort Peel River,1863-04-03 21:00:00,1863-04-03 21:00:00,1,Sm,wind_force_9pm,110,230550,2068,1996
63,Fort Peel River,1863-04-04 21:00:00,1863-04-04 21:00:00,1,Sm,wind_force_9pm,110,230551,2068,1996
64,Fort Peel River,1863-04-05 21:00:00,1863-04-05 21:00:00,1,Sm,wind_force_9pm,110,230552,2068,1996
65,Fort Peel River,1863-04-06 21:00:00,1863-04-06 21:00:00,1,Sm,wind_force_9pm,110,230553,2068,1996
66,Fort Peel River,1863-04-07 21:00:00,1863-04-07 21:00:00,3,Sm,wind_force_9pm,110,230554,2068,1996
67,Fort Peel River,1863-04-08 21:00:00,1863-04-08 21:00:00,3,Sm,wind_force_9pm,110,230555,2068,1996
68,Fort Peel River,1863-04-09 21:00:00,1863-04-09 21:00:00,3,Sm,wind_force_9pm,110,230556,2068,1996
69,Fort Peel River,1863-04-10 21:00:00,1863-04-10 21:00:00,1,Sm,wind_force_9pm,110,230557,2068,1996
70,Fort Peel River,1863-04-11 21:00:00,1863-04-11 21:00:00,-888,Sm,wind_force_9pm,110,230558,2068,1996
71,Fort Peel River,1863-04-12 21:00:00,1863-04-12 21:00:00,2,Sm,wind_force_9pm,110,230559,2068,1996
72,Fort Peel River,1863-04-13 21:00:00,1863-04-13 21:00:00,1,Sm,wind_force_9pm,110,230560,2068,1996
73,Fort Peel River,1863-04-14 21:00:00,1863-04-14 21:00:00,1,Sm,wind_force_9pm,110,230561,2068,1996
74,Fort Peel River,1863-04-15 21:00:00,1863-04-15 21:00:00,1,Sm,wind_force_9pm,110,230562,2068,1996
75,Fort Peel River,1863-04-16 21:00:00,1863-04-16 21:00:00,1,Sm,wind_force_9pm,110,230563,2068,1996
76,Fort Peel River,1863-04-17 21:00:00,1863-04-17 21:00:00,1,Sm,wind_force_9pm,110,230564,2068,1996
77,Fort Peel River,1863-04-18 21:00:00,1863-04-18 21:00:00,2,Sm,wind_force_9pm,110,230565,2068,1996
78,Fort Peel River,1863-04-19 21:00:00,1863-04-19 21:00:00,1,Sm,wind_force_9pm,110,230566,2068,1996
79,Fort Peel River,1863-04-20 21:00:00,1863-04-20 21:00:00,1,Sm,wind_force_9pm,110,230567,2068,1996
80,Fort Peel River,1863-04-21 21:00:00,1863-04-21 21:00:00,1,Sm,wind_force_9pm,110,230568,2068,1996
81,Fort Peel River,1863-04-22 21:00:00,1863-04-22 21:00:00,1,Sm,wind_force_9pm,110,230569,2068,1996
82,Fort Peel River,1863-04-23 21:00:00,1863-04-23 21:00:00,2,Sm,wind_force_9pm,110,230570,2068,1996
83,Fort Peel River,1863-04-24 21:00:00,1863-04-24 21:00:00,2,Sm,wind_force_9pm,110,230571,2068,1996
84,Fort Peel River,1863-04-25 21:00:00,1863-04-25 21:00:00,1,Sm,wind_force_9pm,110,230572,2068,1996
85,Fort Peel River,1863-04-26 21:00:00,1863-04-26 21:00:00,1,Sm,wind_force_9pm,110,230573,2068,1996
86,Fort Peel River,1863-04-27 21:00:00,1863-04-27 21:00:00,4,Sm,wind_force_9pm,110,230574,2068,1996
87,Fort Peel River,1863-04-28 21:00:00,1863-04-28 21:00:00,1,Sm,wind_force_9pm,110,230578,2068,1996
88,Fort Peel River,1863-04-29 21:00:00,1863-04-29 21:00:00,1,Sm,wind_force_9pm,110,230580,2068,1996
89,Fort Peel River,1863-04-30 21:00:00,1863-04-30 21:00:00,1,Sm,wind_force_9pm,110,230583,2068,1996
90,Fort Peel River,1863-05-01 21:00:00,1863-05-01 21:00:00,2,Sm,wind_force_9pm,110,234566,2069,1998
91,Fort Peel River,1863-05-02 21:00:00,1863-05-02 21:00:00,1,Sm,wind_force_9pm,110,234569,2069,1998
92,Fort Peel River,1863-05-03 21:00:00,1863-05-03 21:00:00,1,Sm,wind_force_9pm,110,234570,2069,1998
93,Fort Peel River,1863-05-04 21:00:00,1863-05-04 21:00:00,1,Sm,wind_force_9pm,110,235009,2069,1998
94,Fort Peel River,1863-05-05 21:00:00,1863-05-05 21:00:00,2,Sm,wind_force_9pm,110,235014,2069,1998
95,Fort Peel River,1863-05-06 21:00:00,1863-05-06 21:00:00,1,Sm,wind_force_9pm,110,235015,2069,1998
96,Fort Peel River,1863-05-07 21:00:00,1863-05-07 21:00:00,1,Sm,wind_force_9pm,110,235016,2069,1998
97,Fort Peel River,1863-05-08 21:00:00,1863-05-08 21:00:00,1,Sm,wind_force_9pm,110,235017,2069,1998
98,Fort Peel River,1863-05-09 21:00:00,1863-05-09 21:00:00,1,Sm,wind_force_9pm,110,235020,2069,1998
99,Fort Peel River,1863-05-10 21:00:00,1863-05-10 21:00:00,1,Sm,wind_force_9pm,110,235024,2069,1998
100,Fort Peel River,1863-05-11 21:00:00,1863-05-11 21:00:00,1,Sm,wind_force_9pm,110,235026,2069,1998
101,Fort Peel River,1863-05-12 21:00:00,1863-05-12 21:00:00,2,Sm,wind_force_9pm,110,235062,2069,1998
102,Fort Peel River,1863-05-13 21:00:00,1863-05-13 21:00:00,1,Sm,wind_force_9pm,110,235064,2069,1998
103,Fort Peel River,1863-05-14 21:00:00,1863-05-14 21:00:00,1,Sm,wind_force_9pm,110,235066,2069,1998
104,Fort Peel River,1863-05-15 21:00:00,1863-05-15 21:00:00,2,Sm,wind_force_9pm,110,235068,2069,1998
105,Fort Peel River,1863-05-16 21:00:00,1863-05-16 21:00:00,3,Sm,wind_force_9pm,110,235071,2069,1998
106,Fort Peel River,1863-05-17 21:00:00,1863-05-17 21:00:00,1,Sm,wind_force_9pm,110,235072,2069,1998
107,Fort Peel River,1863-05-18 21:00:00,1863-05-18 21:00:00,2,Sm,wind_force_9pm,110,235073,2069,1998
108,Fort Peel River,1863-05-19 21:00:00,1863-05-19 21:00:00,1,Sm,wind_force_9pm,110,235074,2069,1998
109,Fort Peel River,1863-05-20 21:00:00,1863-05-20 21:00:00,1,Sm,wind_force_9pm,110,235075,2069,1998
110,Fort Peel River,1863-05-21 21:00:00,1863-05-21 21:00:00,3,Sm,wind_force_9pm,110,235076,2069,1998
111,Fort Peel River,1863-05-22 21:00:00,1863-05-22 21:00:00,1,Sm,wind_force_9pm,110,235078,2069,1998
112,Fort Peel River,1863-05-23 21:00:00,1863-05-23 21:00:00,1,Sm,wind_force_9pm,110,235080,2069,1998
113,Fort Peel River,1863-05-24 21:00:00,1863-05-24 21:00:00,1,Sm,wind_force_9pm,110,235082,2069,1998
114,Fort Peel River,1863-05-25 21:00:00,1863-05-25 21:00:00,1,Sm,wind_force_9pm,110,235084,2069,1998
115,Fort Peel River,1863-05-26 21:00:00,1863-05-26 21:00:00,1,Sm,wind_force_9pm,110,235086,2069,1998
116,Fort Peel River,1863-05-27 21:00:00,1863-05-27 21:00:00,3,Sm,wind_force_9pm,110,235088,2069,1998
117,Fort Peel River,1863-05-28 21:00:00,1863-05-28 21:00:00,4,Sm,wind_force_9pm,110,235090,2069,1998
118,Fort Peel River,1863-05-29 21:00:00,1863-05-29 21:00:00,1,Sm,wind_force_9pm,110,235091,2069,1998
119,Fort Peel River,1863-05-30 21:00:00,1863-05-30 21:00:00,1,Sm,wind_force_9pm,110,235092,2069,1998
120,Fort Peel River,1863-05-31 21:00:00,1863-05-31 21:00:00,1,Sm,wind_force_9pm,110,235093,2069,1998
121,Fort Peel River,1863-06-01 21:00:00,1863-06-01 21:00:00,1,Sm,wind_force_9pm,110,230725,2072,2002
122,Fort Peel River,1863-06-02 21:00:00,1863-06-02 21:00:00,0,Sm,wind_force_9pm,110,230726,2072,2002
123,Fort Peel River,1863-06-03 21:00:00,1863-06-03 21:00:00,0,Sm,wind_force_9pm,110,230727,2072,2002
124,Fort Peel River,1863-06-04 21:00:00,1863-06-04 21:00:00,0,Sm,wind_force_9pm,110,230728,2072,2002
125,Fort Peel River,1863-06-05 21:00:00,1863-06-05 21:00:00,0,Sm,wind_force_9pm,110,230729,2072,2002
126,Fort Peel River,1863-06-06 21:00:00,1863-06-06 21:00:00,0,Sm,wind_force_9pm,110,230730,2072,2002
127,Fort Peel River,1863-06-07 21:00:00,1863-06-07 21:00:00,0,Sm,wind_force_9pm,110,230731,2072,2002
128,Fort Peel River,1863-06-08 21:00:00,1863-06-08 21:00:00,0,Sm,wind_force_9pm,110,230732,2072,2002
129,Fort Peel River,1863-06-09 21:00:00,1863-06-09 21:00:00,2,Sm,wind_force_9pm,110,230733,2072,2002
130,Fort Peel River,1863-06-10 21:00:00,1863-06-10 21:00:00,1,Sm,wind_force_9pm,110,230734,2072,2002
131,Fort Peel River,1863-06-11 21:00:00,1863-06-11 21:00:00,2,Sm,wind_force_9pm,110,230735,2072,2002
132,Fort Peel River,1863-06-12 21:00:00,1863-06-12 21:00:00,0,Sm,wind_force_9pm,110,230736,2072,2002
133,Fort Peel River,1863-06-13 21:00:00,1863-06-13 21:00:00,1,Sm,wind_force_9pm,110,230737,2072,2002
134,Fort Peel River,1863-06-14 21:00:00,1863-06-14 21:00:00,0,Sm,wind_force_9pm,110,230738,2072,2002
135,Fort Peel River,1863-06-15 21:00:00,1863-06-15 21:00:00,2,Sm,wind_force_9pm,110,230739,2072,2002
136,Fort Peel River,1863-06-16 21:00:00,1863-06-16 21:00:00,1,Sm,wind_force_9pm,110,230740,2072,2002
137,Fort Peel River,1863-06-17 21:00:00,1863-06-17 21:00:00,1,Sm,wind_force_9pm,110,230741,2072,2002
138,Fort Peel River,1863-06-18 21:00:00,1863-06-18 21:00:00,1,Sm,wind_force_9pm,110,230742,2072,2002
139,Fort Peel River,1863-06-19 21:00:00,1863-06-19 21:00:00,2,Sm,wind_force_9pm,110,230743,2072,2002
140,Fort Peel River,1863-06-20 21:00:00,1863-06-20 21:00:00,2,Sm,wind_force_9pm,110,230744,2072,2002
141,Fort Peel River,1863-06-21 21:00:00,1863-06-21 21:00:00,1,Sm,wind_force_9pm,110,230745,2072,2002
142,Fort Peel River,1863-06-22 21:00:00,1863-06-22 21:00:00,1,Sm,wind_force_9pm,110,230746,2072,2002
143,Fort Peel River,1863-06-23 21:00:00,1863-06-23 21:00:00,1,Sm,wind_force_9pm,110,230747,2072,2002
144,Fort Peel River,1863-06-24 21:00:00,1863-06-24 21:00:00,1,Sm,wind_force_9pm,110,230748,2072,2002
145,Fort Peel River,1863-06-25 21:00:00,1863-06-25 21:00:00,1,Sm,wind_force_9pm,110,230749,2072,2002
146,Fort Peel River,1863-06-26 21:00:00,1863-06-26 21:00:00,1,Sm,wind_force_9pm,110,230750,2072,2002
147,Fort Peel River,1863-06-27 21:00:00,1863-06-27 21:00:00,1,Sm,wind_force_9pm,110,230751,2072,2002
148,Fort Peel River,1863-06-28 21:00:00,1863-06-28 21:00:00,2,Sm,wind_force_9pm,110,230752,2072,2002
149,Fort Peel River,1863-06-29 21:00:00,1863-06-29 21:00:00,1,Sm,wind_force_9pm,110,230753,2072,2002
150,Fort Peel River,1863-06-30 21:00:00,1863-06-30 21:00:00,0,Sm,wind_force_9pm,110,230754,2072,2002
151,Fort Peel River,1863-07-01 21:00:00,1863-07-01 21:00:00,2,Sm,wind_force_9pm,110,231016,2073,2001
152,Fort Peel River,1863-07-02 21:00:00,1863-07-02 21:00:00,3,Sm,wind_force_9pm,110,231015,2073,2001
153,Fort Peel River,1863-07-03 21:00:00,1863-07-03 21:00:00,1,Sm,wind_force_9pm,110,231014,2073,2001
154,Fort Peel River,1863-07-04 21:00:00,1863-07-04 21:00:00,3,Sm,wind_force_9pm,110,231013,2073,2001
155,Fort Peel River,1863-07-05 21:00:00,1863-07-05 21:00:00,4,Sm,wind_force_9pm,110,231012,2073,2001
156,Fort Peel River,1863-07-06 21:00:00,1863-07-06 21:00:00,3,Sm,wind_force_9pm,110,231011,2073,2001
157,Fort Peel River,1863-07-07 21:00:00,1863-07-07 21:00:00,1,Sm,wind_force_9pm,110,231010,2073,2001
158,Fort Peel River,1863-07-08 21:00:00,1863-07-08 21:00:00,1,Sm,wind_force_9pm,110,231009,2073,2001
159,Fort Peel River,1863-07-09 21:00:00,1863-07-09 21:00:00,3,Sm,wind_force_9pm,110,231008,2073,2001
160,Fort Peel River,1863-07-10 21:00:00,1863-07-10 21:00:00,1,Sm,wind_force_9pm,110,231007,2073,2001
161,Fort Peel River,1863-07-11 21:00:00,1863-07-11 21:00:00,1,Sm,wind_force_9pm,110,231006,2073,2001
162,Fort Peel River,1863-07-12 21:00:00,1863-07-12 21:00:00,1,Sm,wind_force_9pm,110,231005,2073,2001
163,Fort Peel River,1863-07-13 21:00:00,1863-07-13 21:00:00,1,Sm,wind_force_9pm,110,231004,2073,2001
164,Fort Peel River,1863-07-14 21:00:00,1863-07-14 21:00:00,2,Sm,wind_force_9pm,110,231003,2073,2001
165,Fort Peel River,1863-07-15 21:00:00,1863-07-15 21:00:00,2,Sm,wind_force_9pm,110,231002,2073,2001
166,Fort Peel River,1863-07-16 21:00:00,1863-07-16 21:00:00,1,Sm,wind_force_9pm,110,231001,2073,2001
167,Fort Peel River,1863-07-17 21:00:00,1863-07-17 21:00:00,1,Sm,wind_force_9pm,110,231000,2073,2001
168,Fort Peel River,1863-07-18 21:00:00,1863-07-18 21:00:00,1,Sm,wind_force_9pm,110,230999,2073,2001
169,Fort Peel River,1863-07-19 21:00:00,1863-07-19 21:00:00,1,Sm,wind_force_9pm,110,230998,2073,2001
170,Fort Peel River,1863-07-20 21:00:00,1863-07-20 21:00:00,1,Sm,wind_force_9pm,110,230997,2073,2001
171,Fort Peel River,1863-07-21 21:00:00,1863-07-21 21:00:00,1,Sm,wind_force_9pm,110,230996,2073,2001
172,Fort Peel River,1863-07-22 21:00:00,1863-07-22 21:00:00,1,Sm,wind_force_9pm,110,230995,2073,2001
173,Fort Peel River,1863-07-23 21:00:00,1863-07-23 21:00:00,1,Sm,wind_force_9pm,110,230994,2073,2001
174,Fort Peel River,1863-07-24 21:00:00,1863-07-24 21:00:00,1,Sm,wind_force_9pm,110,230993,2073,2001
175,Fort Peel River,1863-07-25 21:00:00,1863-07-25 21:00:00,1,Sm,wind_force_9pm,110,230992,2073,2001
176,Fort Peel River,1863-07-26 21:00:00,1863-07-26 21:00:00,2,Sm,wind_force_9pm,110,230991,2073,2001
177,Fort Peel River,1863-07-27 21:00:00,1863-07-27 21:00:00,1,Sm,wind_force_9pm,110,230990,2073,2001
178,Fort Peel River,1863-07-28 21:00:00,1863-07-28 21:00:00,1,Sm,wind_force_9pm,110,230989,2073,2001
179,Fort Peel River,1863-07-29 21:00:00,1863-07-29 21:00:00,1,Sm,wind_force_9pm,110,230988,2073,2001
180,Fort Peel River,1863-07-30 21:00:00,1863-07-30 21:00:00,5,Sm,wind_force_9pm,110,230987,2073,2001
181,Fort Peel River,1863-07-31 21:00:00,1863-07-31 21:00:00,4,Sm,wind_force_9pm,110,230986,2073,2001
182,Fort Peel River,1863-08-01 21:00:00,1863-08-01 21:00:00,3,Sm,wind_force_9pm,110,231096,2074,2004
183,Fort Peel River,1863-08-02 21:00:00,1863-08-02 21:00:00,2,Sm,wind_force_9pm,110,231095,2074,2004
184,Fort Peel River,1863-08-03 21:00:00,1863-08-03 21:00:00,3,Sm,wind_force_9pm,110,231094,2074,2004
185,Fort Peel River,1863-08-04 21:00:00,1863-08-04 21:00:00,2,Sm,wind_force_9pm,110,231093,2074,2004
186,Fort Peel River,1863-08-05 21:00:00,1863-08-05 21:00:00,1,Sm,wind_force_9pm,110,231092,2074,2004
187,Fort Peel River,1863-08-06 21:00:00,1863-08-06 21:00:00,1,Sm,wind_force_9pm,110,231091,2074,2004
188,Fort Peel River,1863-08-07 21:00:00,1863-08-07 21:00:00,4,Sm,wind_force_9pm,110,231090,2074,2004
189,Fort Peel River,1863-08-08 21:00:00,1863-08-08 21:00:00,4,Sm,wind_force_9pm,110,231089,2074,2004
190,Fort Peel River,1863-08-09 21:00:00,1863-08-09 21:00:00,3,Sm,wind_force_9pm,110,231088,2074,2004
191,Fort Peel River,1863-08-10 21:00:00,1863-08-10 21:00:00,2,Sm,wind_force_9pm,110,231087,2074,2004
192,Fort Peel River,1863-08-11 21:00:00,1863-08-11 21:00:00,3,Sm,wind_force_9pm,110,231086,2074,2004
193,Fort Peel River,1863-08-12 21:00:00,1863-08-12 21:00:00,3,Sm,wind_force_9pm,110,231085,2074,2004
194,Fort Peel River,1863-08-13 21:00:00,1863-08-13 21:00:00,1,Sm,wind_force_9pm,110,231084,2074,2004
195,Fort Peel River,1863-08-14 21:00:00,1863-08-14 21:00:00,1,Sm,wind_force_9pm,110,231083,2074,2004
196,Fort Peel River,1863-08-15 21:00:00,1863-08-15 21:00:00,1,Sm,wind_force_9pm,110,231082,2074,2004
197,Fort Peel River,1863-08-16 21:00:00,1863-08-16 21:00:00,2,Sm,wind_force_9pm,110,231081,2074,2004
198,Fort Peel River,1863-08-17 21:00:00,1863-08-17 21:00:00,1,Sm,wind_force_9pm,110,231080,2074,2004
199,Fort Peel River,1863-08-18 21:00:00,1863-08-18 21:00:00,1,Sm,wind_force_9pm,110,231079,2074,2004
200,Fort Peel River,1863-08-19 21:00:00,1863-08-19 21:00:00,1,Sm,wind_force_9pm,110,231078,2074,2004
201,Fort Peel River,1863-08-20 21:00:00,1863-08-20 21:00:00,2,Sm,wind_force_9pm,110,231077,2074,2004
202,Fort Peel River,1863-09-10 21:00:00,1863-09-10 21:00:00,3,Sm,wind_force_9pm,110,231272,2075,2006
203,Fort Peel River,1863-09-11 21:00:00,1863-09-11 21:00:00,1,Sm,wind_force_9pm,110,231271,2075,2006
204,Fort Peel River,1863-09-12 21:00:00,1863-09-12 21:00:00,1,Sm,wind_force_9pm,110,231270,2075,2006
205,Fort Peel River,1863-09-13 21:00:00,1863-09-13 21:00:00,1,Sm,wind_force_9pm,110,231269,2075,2006
206,Fort Peel River,1863-09-14 21:00:00,1863-09-14 21:00:00,1,Sm,wind_force_9pm,110,231268,2075,2006
207,Fort Peel River,1863-09-15 21:00:00,1863-09-15 21:00:00,1,Sm,wind_force_9pm,110,231267,2075,2006
208,Fort Peel River,1863-09-16 21:00:00,1863-09-16 21:00:00,1,Sm,wind_force_9pm,110,231266,2075,2006
209,Fort Peel River,1863-09-17 21:00:00,1863-09-17 21:00:00,2,Sm,wind_force_9pm,110,231265,2075,2006
210,Fort Peel River,1863-09-18 21:00:00,1863-09-18 21:00:00,2,Sm,wind_force_9pm,110,231264,2075,2006
211,Fort Peel River,1863-09-19 21:00:00,1863-09-19 21:00:00,1,Sm,wind_force_9pm,110,231263,2075,2006
212,Fort Peel River,1863-09-20 21:00:00,1863-09-20 21:00:00,1,Sm,wind_force_9pm,110,231262,2075,2006
213,Fort Peel River,1863-09-21 21:00:00,1863-09-21 21:00:00,0,Sm,wind_force_9pm,110,231261,2075,2006
214,Fort Peel River,1863-09-22 21:00:00,1863-09-22 21:00:00,1,Sm,wind_force_9pm,110,231260,2075,2006
215,Fort Peel River,1863-09-23 21:00:00,1863-09-23 21:00:00,2,Sm,wind_force_9pm,110,231259,2075,2006
216,Fort Peel River,1863-09-24 21:00:00,1863-09-24 21:00:00,2,Sm,wind_force_9pm,110,231258,2075,2006
217,Fort Peel River,1863-09-25 21:00:00,1863-09-25 21:00:00,2,Sm,wind_force_9pm,110,231256,2075,2006
218,Fort Peel River,1863-09-26 21:00:00,1863-09-26 21:00:00,1,Sm,wind_force_9pm,110,231254,2075,2006
219,Fort Peel River,1863-09-27 21:00:00,1863-09-27 21:00:00,1,Sm,wind_force_9pm,110,231251,2075,2006
220,Fort Peel River,1863-09-28 21:00:00,1863-09-28 21:00:00,1,Sm,wind_force_9pm,110,231249,2075,2006
221,Fort Peel River,1863-09-29 21:00:00,1863-09-29 21:00:00,1,Sm,wind_force_9pm,110,231246,2075,2006
222,Fort Peel River,1863-09-30 21:00:00,1863-09-30 21:00:00,1,Sm,wind_force_9pm,110,231244,2075,2006
223,Fort Peel River,1863-11-01 21:00:00,1863-11-01 21:00:00,1,Sm,wind_force_9pm,110,232073,2081,2010
224,Fort Peel River,1863-11-02 21:00:00,1863-11-02 21:00:00,2,Sm,wind_force_9pm,110,232072,2081,2010
