Date,Air_Temperature,Mean_Air_Temperature,Air_pressure_mean,Time_Rain_Snow_Began,Time_Rain_Snow_Ended,Accumulated_Precipitation,Snow_Depth,Wind_Direction,Wind_Force,Cloud_Amount,Cloud_Type,Cloud_Velocity,Upper_Cloud_Direction,Weather_Remarks
1861-11-26 07:00:00,-22.78,,,,,,,315,9,8,Cl7,0,Calm,
1861-11-26 14:00:00,-23.33,,,,,,,315,9,8,Cl7,0,Calm,
1861-11-26 21:00:00,-23.89,,,,,,,315,9,8,Cl7,0,Calm,
1861-11-27 00:00:00,,-23.14,,,,,,,,,,,,DRSN
1861-11-27 07:00:00,-23.33,,,,,,,315,9,8,Cl7,0,Calm,
1861-11-27 14:00:00,-22.22,,,,,,,315,9,8,Cl7,0,Calm,
1861-11-27 21:00:00,-23.89,,,,,,,315,9,8,Cl7,0,Calm,
1861-11-28 00:00:00,,-25.74,,,,,,,,,,,,-999
1861-11-28 00:00:00,,-25.74,,,,,,,,,,,,SN
1861-11-28 00:00:00,,-25.74,,,,,,,,,,,,SN
1861-11-28 00:00:00,,-25.74,,,,,,,,,,,,-999
1861-11-28 00:00:00,,-25.74,,,,,,,,,,,,-999
1861-11-28 07:00:00,-26.11,,,,,,,Calm,0,4,Cl2,0,Calm,
1861-11-28 14:00:00,-24.44,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1861-11-28 21:00:00,-26.67,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1861-11-29 00:00:00,,-25,,,,,,,,,,,,
1861-11-29 07:00:00,-24.44,,,,,,,270,2,4,Cl6,0,Calm,
1861-11-29 14:00:00,-22.78,,,,,,,270,1,0.8,Cl6,0,Calm,
1861-11-29 21:00:00,-24.44,,,,,,,Calm,0,0,Cl6,0,Calm,
1861-11-30 00:00:00,,-25.09,,,,,,,,,,,,
1861-11-30 07:00:00,-25.56,,,,,,,Calm,0,3.2,Cl2,0,Calm,
1861-11-30 14:00:00,-24.44,,,,,,,315,2,3.2,Cl2,0,Calm,
1861-11-30 21:00:00,-26.11,,,,,,,315,2,2.4,Cl6,0,Calm,
1861-12-01 00:00:00,,-36.67,,,,,,,,,,,,AU
1861-12-01 00:00:00,,-36.67,,,,,,,,,,,,-999
1861-12-01 00:00:00,,-36.67,,,,,,,,,,,,-999
1861-12-01 00:00:00,,-36.67,,,,,,,,,,,,-999
1861-12-01 00:00:00,,-36.67,,,,,,,,,,,,-999
1861-12-01 07:00:00,-37.22,,,,,,,270,1,0.8,Cl6,0,Calm,
1861-12-01 14:00:00,-34.44,,,,,,,270,1,0,Cl0,0,Calm,
1861-12-01 21:00:00,-38.33,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-02 00:00:00,,-33.89,,,,,,,,,,,,
1861-12-02 07:00:00,-38.89,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-02 14:00:00,-36.67,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-02 21:00:00,-31.67,,,,,,,90,2,0,Cl0,0,Calm,
1861-12-03 00:00:00,,-25.18,,,,,,,,,,,,
1861-12-03 07:00:00,-23.33,,,,,,,270,3,4.8,Cl7,0,Calm,
1861-12-03 14:00:00,-23.33,,,,,,,270,1,3.2,Cl2,0,Calm,
1861-12-03 21:00:00,-28.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-04 00:00:00,,-29.63,,11:00 AM,3:00 PM,,6.35,,,,,,,
1861-12-04 07:00:00,-32.78,,,,,,,270,1,3.2,Cl6,0,Calm,
1861-12-04 14:00:00,-28.33,,,,,,,270,3,8,Cl7,0,Calm,
1861-12-04 21:00:00,-27.78,,,,,,,270,5,0,Cl7,0,Calm,
1861-12-05 00:00:00,,-31.11,,7:00 PM,-999,-999,-999,,,,,,,AU
1861-12-05 00:00:00,,-31.11,,7:00 PM,-999,-999,-999,,,,,,,DRSN
1861-12-05 07:00:00,-30,,,,,,,315,8,8,Cl7,0,Calm,
1861-12-05 14:00:00,-28.89,,,,,,,315,8,8,Cl7,0,Calm,
1861-12-05 21:00:00,-34.44,,,,,,,270,2,4.8,Cl6,0,Calm,
1861-12-06 00:00:00,,-39.44,,,,,,,,,,,,FU
1861-12-06 07:00:00,-40,,,,,,,Calm,0,6.4,Cl6,0,Calm,
1861-12-06 14:00:00,-38.33,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1861-12-06 21:00:00,-40,,,,,,,90,1,0,Cl0,0,Calm,
1861-12-07 00:00:00,,-40,,,,,,,,,,,,
1861-12-07 07:00:00,-40.56,,,,,,,90,3,0.8,Cl0,0,Calm,
1861-12-07 14:00:00,-38.89,,,,,,,90,2,0,Cl0,0,Calm,
1861-12-07 21:00:00,-40.56,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-08 00:00:00,,-42.03,,,,,,,,,,,,
1861-12-08 07:00:00,-42.78,,,,,,,270,1,1.6,Cl6,0,Calm,
1861-12-08 14:00:00,-39.44,,,,,,,270,1,0,Cl0,0,Calm,
1861-12-08 21:00:00,-42.22,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-09 00:00:00,,-40,,,,,,,,,,,,AU
1861-12-09 07:00:00,-38.89,,,,,,,270,2,2.4,Cl6,0,Calm,
1861-12-09 14:00:00,-39.44,,,,,,,270,2,0,Cl0,0,Calm,
1861-12-09 21:00:00,-41.67,,,,,,,270,1,0,Cl0,0,Calm,
1861-12-10 00:00:00,,-40.56,,,,,,,,,,,,
1861-12-10 07:00:00,-42.78,,,,,,,90,2,1.6,Ch8,0,Calm,
1861-12-10 14:00:00,-40,,,,,,,90,1,0,Cl0,0,Calm,
1861-12-10 21:00:00,-38.89,,,,,,,90,1,0,Cl0,0,Calm,
1861-12-11 00:00:00,,-33.52,,9:00 AM,In night,-999,38.1,,,,,,,AU
1861-12-11 07:00:00,-37.22,,,,,,,270,3,8,Cl7,0,Calm,
1861-12-11 14:00:00,-34.44,,,,,,,270,7,8,Cl7,0,Calm,
1861-12-11 21:00:00,-28.89,,,,,,,315,7,8,Cl7,0,Calm,
1861-12-12 00:00:00,,-28.33,,,,,,,,,,,,
1861-12-12 07:00:00,-28.89,,,,,,,315,1,0.8,Cl6,0,Calm,
1861-12-12 14:00:00,-30,,,,,,,270,1,3.2,Ch8,0,Calm,
1861-12-12 21:00:00,-26.11,,,,,,,270,2,1.6,Cl6,0,Calm,
1861-12-13 00:00:00,,-30.56,,6:00 PM,In night,-999,12.7,,,,,,,
1861-12-13 07:00:00,-30.56,,,,,,,315,3,4.8,Cl7,0,Calm,
1861-12-13 14:00:00,-30,,,,,,,315,2,6.4,Cl7,0,Calm,
1861-12-13 21:00:00,-31.11,,,,,,,315,2,8,Cl7,0,Calm,
1861-12-14 00:00:00,,-34.63,,,,,,,,,,,,
1861-12-14 07:00:00,-32.78,,,,,,,270,1,0,Cl0,0,Calm,
1861-12-14 14:00:00,-32.78,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-14 21:00:00,-38.33,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-15 00:00:00,,-34.63,,,,,,,,,,,,-999
1861-12-15 00:00:00,,-34.63,,,,,,,,,,,,-999
1861-12-15 00:00:00,,-34.63,,,,,,,,,,,,-999
1861-12-15 00:00:00,,-34.63,,,,,,,,,,,,HALO
1861-12-15 00:00:00,,-34.63,,,,,,,,,,,,-999
1861-12-15 07:00:00,-37.22,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1861-12-15 14:00:00,-32.22,,,,,,,Calm,0,4,Cl6,0,Calm,
1861-12-15 21:00:00,-34.44,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-16 00:00:00,,-32.41,,,,,,,,,,,,HALO
1861-12-16 07:00:00,-33.33,,,,,,,270,1,3.2,Cl6,0,Calm,
1861-12-16 14:00:00,-32.78,,,,,,,270,1,5.6,Cl2,0,Calm,
1861-12-16 21:00:00,-31.11,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-17 00:00:00,,-34.44,,,,,,,,,,,,
1861-12-17 07:00:00,-32.78,,,,,,,90,1,1.6,Ch8,0,Calm,
1861-12-17 14:00:00,-33.33,,,,,,,90,1,0.8,Cl6,0,Calm,
1861-12-17 21:00:00,-37.22,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1861-12-18 00:00:00,,-34.63,,,,,,,,,,,,
1861-12-18 07:00:00,-38.33,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-18 14:00:00,-34.44,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-18 21:00:00,-31.67,,,,,,,Calm,0,4,Ch8,0,Calm,
1861-12-19 00:00:00,,-29.07,,,,,,,,,,,,
1861-12-19 07:00:00,-32.78,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-19 14:00:00,-28.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-19 21:00:00,-26.11,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1861-12-20 00:00:00,,-22.59,,10:00 AM,4:00 PM,,12.7,,,,,,,
1861-12-20 07:00:00,-20.56,,,,,,,Calm,0,4.8,Cl7,0,Calm,
1861-12-20 14:00:00,-21.67,,,,,,,135,3,8,Cl7,0,Calm,
1861-12-20 21:00:00,-25.56,,,,,,,135,5,4.8,Cl7,0,Calm,
1861-12-21 00:00:00,,-29.44,,,,,,,,,,,,
1861-12-21 07:00:00,-28.89,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-21 14:00:00,-27.78,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-21 21:00:00,-31.67,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-22 00:00:00,,-29.81,,,,,,,,,,,,
1861-12-22 07:00:00,-32.22,,,,,,,135,1,2.4,Cl6,0,Calm,
1861-12-22 14:00:00,-31.11,,,,,,,90,2,3.2,Cl6,0,Calm,
1861-12-22 21:00:00,-26.11,,,,,,,90,5,1.6,Cl6,0,Calm,
1861-12-23 00:00:00,,-20.56,,7:00 AM,In night,-999,25.4,,,,,,,
1861-12-23 07:00:00,-23.33,,,,,,,Calm,0,8,Cl7,0,Calm,
1861-12-23 14:00:00,-17.78,,,,,,,270,2,8,Cl7,0,Calm,
1861-12-23 21:00:00,-20.56,,,,,,,270,5,8,Cl7,0,Calm,
1861-12-24 00:00:00,,-24.63,,,,,,,,,,,,
1861-12-24 07:00:00,-23.33,,,,,,,315,5,8,Cl7,0,Calm,
1861-12-24 14:00:00,-24.44,,,,,,,315,3,4.8,Cl6,0,Calm,
1861-12-24 21:00:00,-26.11,,,,,,,315,3,4.8,Cl6,0,Calm,
1861-12-25 00:00:00,,-29.81,,,,,,,,,,,,
1861-12-25 07:00:00,-28.89,,,,,,,270,2,3.2,Cl7,0,Calm,
1861-12-25 14:00:00,-28.89,,,,,,,270,1,3.2,Cl6,0,Calm,
1861-12-25 21:00:00,-31.67,,,,,,,270,1,0,Cl0,0,Calm,
1861-12-26 00:00:00,,-35,,,,,,,,,,,,
1861-12-26 07:00:00,-33.33,,,,,,,270,1,4.8,Cl6,0,Calm,
1861-12-26 14:00:00,-32.78,,,,,,,270,2,4,Cl6,0,Calm,
1861-12-26 21:00:00,-38.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-27 00:00:00,,-43.89,,,,,,,,,,,,
1861-12-27 07:00:00,-43.89,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-27 14:00:00,-43.33,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-27 21:00:00,-46.11,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-28 00:00:00,,-40.56,,,,,,,,,,,,-999
1861-12-28 00:00:00,,-40.56,,,,,,,,,,,,-999
1861-12-28 00:00:00,,-40.56,,,,,,,,,,,,AU
1861-12-28 00:00:00,,-40.56,,,,,,,,,,,,-999
1861-12-28 00:00:00,,-40.56,,,,,,,,,,,,-999
1861-12-28 07:00:00,-45.56,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-28 14:00:00,-38.89,,,,,,,135,1,0,Cl0,0,Calm,
1861-12-28 21:00:00,-37.22,,,,,,,135,2,0,Cl0,0,Calm,
1861-12-29 00:00:00,,-42.59,,,,,,,,,,,,
1861-12-29 07:00:00,-45,,,,,,,Calm,0,2.4,Ch8,0,Calm,
1861-12-29 14:00:00,-40,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1861-12-29 21:00:00,-42.78,,,,,,,Calm,0,0,Cl0,0,Calm,
1861-12-30 00:00:00,,-36.29,,,,,,,,,,,,
1861-12-30 07:00:00,-42.22,,,,,,,135,1,0.8,Cl6,0,Calm,
1861-12-30 14:00:00,-35,,,,,,,135,2,0,Cl0,0,Calm,
1861-12-30 21:00:00,-31.67,,,,,,,135,2,0,Cl0,0,Calm,
1861-12-31 00:00:00,,-26.85,,11:00 AM,In night,-999,25.4,,,,,,,
1861-12-31 07:00:00,-27.78,,,,,,,135,2,4.8,Cl6,0,Calm,
1861-12-31 14:00:00,-28.33,,,,,,,135,2,8,Cl7,0,Calm,
1861-12-31 21:00:00,-24.44,,,,,,,135,3,8,Cl7,0,Calm,
1862-01-01 00:00:00,,-27.03,,,,,,,,,,,,-999
1862-01-01 00:00:00,,-27.03,,,,,,,,,,,,AU
1862-01-01 00:00:00,,-27.03,,,,,,,,,,,,-999
1862-01-01 00:00:00,,-27.03,,,,,,,,,,,,-999
1862-01-01 00:00:00,,-27.03,,,,,,,,,,,,-999
1862-01-01 07:00:00,-26.11,,,,,,,270,1,0.8,Cl6,0,Calm,
1862-01-01 14:00:00,-26.11,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-01 21:00:00,-28.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-02 00:00:00,,-24.07,,,,,,,,,,,,
1862-01-02 07:00:00,-25.56,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1862-01-02 14:00:00,-23.33,,,,,,,Calm,0,4.8,Cl6,0,Calm,
1862-01-02 21:00:00,-23.33,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-01-03 00:00:00,,-21.85,,,,,,,,,,,,FU
1862-01-03 07:00:00,-21.67,,,,,,,270,1,5.6,Cl6,0,Calm,
1862-01-03 14:00:00,-20.56,,,,,,,135,1,1.6,Ch8,0,Calm,
1862-01-03 21:00:00,-23.33,,,,,,,135,1,0,Cl0,0,Calm,
1862-01-04 00:00:00,,-14.44,,,,,,,,,,,,
1862-01-04 07:00:00,-14.44,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-01-04 14:00:00,-12.22,,,,,,,Calm,0,1.6,Cl2,0,Calm,
1862-01-04 21:00:00,-18.89,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1862-01-05 00:00:00,,-20.37,,in night,11:00 AM,,38.1,,,,,,,
1862-01-05 07:00:00,-19.44,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-01-05 14:00:00,-18.33,,,,,,,337.5,5,5.6,Cl6,0,Calm,
1862-01-05 21:00:00,-23.33,,,,,,,337.5,7,3.2,Cl6,0,Calm,
1862-01-06 00:00:00,,-23.14,,,,,,,,,,,,HALO
1862-01-06 07:00:00,-23.33,,,,,,,315,3,1.6,Cl6,0,Calm,
1862-01-06 14:00:00,-22.78,,,,,,,315,3,3.2,Cl6,0,Calm,
1862-01-06 21:00:00,-23.33,,,,,,,315,8,0,Cl0,0,Calm,
1862-01-07 00:00:00,,-30.56,,,,,,,,,,,,
1862-01-07 07:00:00,-26.11,,,,,,,315,5,5.6,Cl7,0,Calm,
1862-01-07 14:00:00,-29.44,,,,,,,315,3,6.4,Cl6,0,Calm,
1862-01-07 21:00:00,-36.11,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-08 00:00:00,,-37.22,,,,,,,,,,,,
1862-01-08 07:00:00,-40,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1862-01-08 14:00:00,-38.89,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1862-01-08 21:00:00,-37.22,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-09 00:00:00,,-33.33,,,,,,,,,,,,AU
1862-01-09 07:00:00,-38.33,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-09 14:00:00,-32.78,,,,,,,135,1,0,Cl0,0,Calm,
1862-01-09 21:00:00,-28.89,,,,,,,135,1,0,Cl0,0,Calm,
1862-01-10 00:00:00,,-25.37,,,,,,,,,,,,
1862-01-10 07:00:00,-23.33,,,,,,,337.5,5,2.4,Ch8,0,Calm,
1862-01-10 14:00:00,-24.44,,,,,,,315,3,3.2,Ch8,0,Calm,
1862-01-10 21:00:00,-28.33,,,,,,,315,3,1.6,Cl6,0,Calm,
1862-01-11 00:00:00,,-23.89,,,,,,,,,,,,FU
1862-01-11 07:00:00,-23.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-11 14:00:00,-23.33,,,,,,,Calm,0,6.4,Cl6,0,Calm,
1862-01-11 21:00:00,-24.44,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-12 00:00:00,,-29.81,,8:00 PM,-999,-999,-999,,,,,,,
1862-01-12 07:00:00,-37.78,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-01-12 14:00:00,-28.33,,,,,,,Calm,0,0.8,Cl7,0,Calm,
1862-01-12 21:00:00,-23.33,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-01-13 00:00:00,,-25.56,,-999,11:00 AM,69.85,-999,,,,,,,HALO
1862-01-13 07:00:00,-26.11,,,,,,,315,1,8,Cl7,0,Calm,
1862-01-13 14:00:00,-25.56,,,,,,,315,1,0.8,Cl6,0,Calm,
1862-01-13 21:00:00,-25,,,,,,,270,5,0,Cl0,0,Calm,
1862-01-14 00:00:00,,-36.85,,,,,,,,,,,,AU
1862-01-14 07:00:00,-38.89,,,,,,,270,7,1.6,Cl6,0,Calm,
1862-01-14 14:00:00,-34.44,,,,,,,270,2,1.6,Cl6,0,Calm,
1862-01-14 21:00:00,-37.22,,,,,,,270,1,1.6,Cl6,0,Calm,
1862-01-15 00:00:00,,-20.92,,2:00 PM,10:00 PM,31.75,,,,,,,,
1862-01-15 07:00:00,-23.89,,,,,,,Calm,0,2.4,Cl6,0,Calm,
1862-01-15 14:00:00,-20,,,,,,,135,2,8,Cl7,0,Calm,
1862-01-15 21:00:00,-20,,,,,,,45,5,8,Cl7,0,Calm,
1862-01-16 00:00:00,,-31.29,,,,,,,,,,,,
1862-01-16 07:00:00,-29.44,,,,,,,247.5,2,0.8,Cl6,0,Calm,
1862-01-16 14:00:00,-31.67,,,,,,,247.5,1,0,Cl0,0,Calm,
1862-01-16 21:00:00,-32.78,,,,,,,Calm,0,3.2,Cl2,0,Calm,
1862-01-17 00:00:00,,-30.74,,,,,,,,,,,,
1862-01-17 07:00:00,-29.44,,,,,,,Calm,0,4,Cl6,0,Calm,
1862-01-17 14:00:00,-28.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-17 21:00:00,-33.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-18 00:00:00,,-31.67,,,,,,,,,,,,
1862-01-18 07:00:00,-37.78,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1862-01-18 14:00:00,-26.11,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-01-18 21:00:00,-31.11,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-19 00:00:00,,-32.96,,,,,,,,,,,,
1862-01-19 07:00:00,-36.67,,,,,,,135,1,1.6,Cl6,0,Calm,
1862-01-19 14:00:00,-31.67,,,,,,,135,1,2.4,Ch8,0,Calm,
1862-01-19 21:00:00,-30.56,,,,,,,Calm,0,2.4,Cl6,0,Calm,
1862-01-20 00:00:00,,-26.85,,in night,6:00 PM,50.8,,,,,,,,
1862-01-20 07:00:00,-26.11,,,,,,,315,3,8,Cl7,0,Calm,
1862-01-20 14:00:00,-26.67,,,,,,,225,2,8,Cl7,0,-999,
1862-01-20 21:00:00,-27.78,,,,,,,225,1,5.6,Cl7,0,Calm,
1862-01-21 00:00:00,,-32.41,,,,,,,,,,,,AU
1862-01-21 07:00:00,-37.22,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-01-21 14:00:00,-31.11,,,,,,,Calm,0,5.6,Cl6,0,Calm,
1862-01-21 21:00:00,-28.89,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-22 00:00:00,,-33.7,,,,,,,,,,,,
1862-01-22 07:00:00,-35,,,,,,,225,3,4,Cl6,0,Calm,
1862-01-22 14:00:00,-31.67,,,,,,,225,2,0,Cl0,0,Calm,
1862-01-22 21:00:00,-28.89,,,,,,,225,2,0,Cl0,0,Calm,
1862-01-23 00:00:00,,-31.67,,6:00 PM,in night,12.7,,,,,,,,
1862-01-23 07:00:00,-35.56,,,,,,,270,1,2.4,Cl6,0,Calm,
1862-01-23 14:00:00,-30,,,,,,,270,2,5.6,Cl7,0,Calm,
1862-01-23 21:00:00,-28.89,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-01-24 00:00:00,,-30.92,,,,,,,,,,,,AU
1862-01-24 07:00:00,-30.56,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-01-24 14:00:00,-26.11,,,,,,,Calm,0,4.8,Cl7,0,Calm,
1862-01-24 21:00:00,-36.11,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-25 00:00:00,,-37.78,,,,,,,,,,,,AU
1862-01-25 07:00:00,-40.56,,,,,,,270,2,2.4,Cl6,0,Calm,
1862-01-25 14:00:00,-34.44,,,,,,,270,1,0,Cl0,0,Calm,
1862-01-25 21:00:00,-38.33,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-26 00:00:00,,-28.14,,,,,,,,,,,,
1862-01-26 07:00:00,-38.33,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1862-01-26 14:00:00,-24.44,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-26 21:00:00,-21.67,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-27 00:00:00,,-26.48,,,,,,,,,,,,
1862-01-27 07:00:00,-20.56,,,,,,,315,2,0.8,Cl6,0,Calm,
1862-01-27 14:00:00,-24.44,,,,,,,247.5,3,1.6,Cl6,0,Calm,
1862-01-27 21:00:00,-34.44,,,,,,,247.5,1,0,Cl0,0,Calm,
1862-01-28 00:00:00,,-35,,,,,,,,,,,,
1862-01-28 07:00:00,-41.67,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1862-01-28 14:00:00,-31.11,,,,,,,Calm,0,2.4,Ch8,0,Calm,
1862-01-28 21:00:00,-32.22,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-01-29 00:00:00,,-23.89,,,,,,,,,,,,
1862-01-29 07:00:00,-27.78,,,,,,,225,1,4.8,Ch8,0,Calm,
1862-01-29 14:00:00,-23.33,,,,,,,225,1,3.2,Ch8,0,Calm,
1862-01-29 21:00:00,-20.56,,,,,,,225,3,3.2,Cl6,0,Calm,
1862-01-30 00:00:00,,-20.18,,,,,,,,,,,,
1862-01-30 07:00:00,-19.44,,,,,,,Calm,0,5.6,Cl6,0,Calm,
1862-01-30 14:00:00,-19.44,,,,,,,Calm,0,4.8,Cl6,0,Calm,
1862-01-30 21:00:00,-21.67,,,,,,,Calm,0,4.8,Cl6,0,Calm,
1862-01-31 00:00:00,,-22.59,,9:00 AM,in night,50.8,,,,,,,,
1862-01-31 07:00:00,-26.11,,,,,,,Calm,0,7.2,Cl7,0,Calm,
1862-01-31 14:00:00,-20.56,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-01-31 21:00:00,-21.11,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-02-01 00:00:00,,-28.89,,,,,,,,,,,,-999
1862-02-01 00:00:00,,-28.89,,,,,,,,,,,,-999
1862-02-01 00:00:00,,-28.89,,,,,,,,,,,,-999
1862-02-01 00:00:00,,-28.89,,,,,,,,,,,,AU
1862-02-01 00:00:00,,-28.89,,,,,,,,,,,,-999
1862-02-01 07:00:00,-28.89,,,,,,,Calm,0,4.8,Cl6,0,Calm,
1862-02-01 14:00:00,-27.78,,,,,,,270,1,3.2,Ch8,0,Calm,
1862-02-01 21:00:00,-30,,,,,,,270,3,0,Cl0,0,Calm,
1862-02-02 00:00:00,,-31.85,,,,,,,,,,,,
1862-02-02 07:00:00,-37.22,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-02-02 14:00:00,-26.11,,,,,,,180,1,0.8,Cl6,0,Calm,
1862-02-02 21:00:00,-32.22,,,,,,,Calm,0,0,Cl0,0,Calm,
1862-02-03 00:00:00,,-34.63,,,,,,,,,,,,AU
1862-02-03 07:00:00,-35.56,,,,,,,270,3,0.8,Cl6,0,Calm,
1862-02-03 14:00:00,-32.22,,,,,,,270,2,0,Cl0,0,Calm,
1862-02-03 21:00:00,-30.56,,,,,,,270,1,0,Cl0,0,Calm,
1862-02-04 00:00:00,,-35.37,,,,,,,,,,,,-999
1862-02-04 00:00:00,,-35.37,,,,,,,,,,,,AU
1862-02-04 00:00:00,,-35.37,,,,,,,,,,,,-999
1862-02-04 00:00:00,,-35.37,,,,,,,,,,,,-999
1862-02-04 00:00:00,,-35.37,,,,,,,,,,,,-999
1862-02-04 07:00:00,-40,,,,,,,Calm,0,1.6,Cl6,0,Calm,
1862-02-04 14:00:00,-28.89,,,,,,,315,1,0.8,Cl6,0,Calm,
1862-02-04 21:00:00,-37.22,,,,,,,315,1,0,Cl0,0,Calm,
1862-02-05 00:00:00,,-31.85,,,,,,,,,,,,
1862-02-05 07:00:00,-38.89,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-02-05 14:00:00,-26.11,,,,,,,Calm,0,2.4,Cl6,0,Calm,
1862-02-05 21:00:00,-30.56,,,,,,,Calm,0,0.8,Cl6,0,Calm,
1862-02-06 00:00:00,,-29.07,,,,,,,,,,,,
1862-02-06 07:00:00,-34.44,,,,,,,270,1,0.8,Cl6,0,Calm,
1862-02-06 14:00:00,-25.56,,,,,,,270,1,1.6,Ch8,0,Calm,
1862-02-06 21:00:00,-27.22,,,,,,,270,1,0.8,Ch8,0,Calm,
1862-02-07 00:00:00,,-25.18,,11:00 AM,in night,50.8,,,,,,,,
1862-02-07 07:00:00,-28.89,,,,,,,135,2,2.4,Cl6,0,Calm,
1862-02-07 14:00:00,-25,,,,,,,135,7,8,Cl7,0,Calm,
1862-02-07 21:00:00,-21.67,,,,,,,135,8,8,Cl7,0,Calm,
1862-02-08 00:00:00,,-21.29,,,,,,,,,,,,
1862-02-08 07:00:00,-23.33,,,,,,,Calm,0,3.2,Cl6,0,Calm,
1862-02-08 14:00:00,-20,,,,,,,270,1,2.4,Cl6,0,Calm,
1862-02-08 21:00:00,-20.56,,,,,,,270,3,0.8,Cl6,0,Calm,
1862-02-09 00:00:00,,-19.63,,12:00 AM,-999,,,,,,,,,
1862-02-09 07:00:00,-20,,,,,,,270,3,4,Cl7,0,Calm,
1862-02-09 14:00:00,-18.33,,,,,,,315,2,8,Cl7,0,Calm,
1862-02-09 21:00:00,-21.11,,,,,,,315,2,8,Cl7,0,Calm,
1862-02-10 00:00:00,,-22.78,,-999,4:00 PM,203.2,,,,,,,,
1862-02-10 07:00:00,-23.33,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-02-10 14:00:00,-21.67,,,,,,,Calm,0,8,Cl7,0,Calm,
1862-02-10 21:00:00,-23.33,,,,,,,Calm,0,5.6,Cl7,0,Calm,
1862-02-11 00:00:00,,-24.81,,,,,,,,,,,,
1862-02-11 07:00:00,-27.22,,,,,,,292.5,2,4.8,Cl7,0,Calm,
1862-02-11 14:00:00,-23.33,,,,,,,292.5,1,3.2,Cl2,0,Calm,
