"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Kinogumissee","49.8","-84","276","America/Thunder_Bay","5","71832","6075543"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
1861-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,-17.78,NA,NA
1861-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-20 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,-28.89,NA,NA
1861-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-20 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1861-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-20 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA
1861-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-21 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,-23.33,NA,NA
1861-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-21 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA
1861-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-21 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA
1861-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-22 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,NA,NA
1861-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-22 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
1861-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-22 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1861-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-03-23 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1861-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-03-23 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1861-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-03-23 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1861-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-03-24 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA
1861-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1861-03-24 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1861-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1861-03-24 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA
1861-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-25 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,-7.22,NA,NA
1861-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-03-25 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1861-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-03-25 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1861-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-26 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA
1861-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1861-03-26 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA
1861-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1861-03-26 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA
1861-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-03-27 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA
1861-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1861-03-27 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA
1861-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1861-03-27 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA
1861-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1861-03-28 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA
1861-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-03-28 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA
1861-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1861-03-28 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA
1861-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-29 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA
1861-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-03-29 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1861-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-03-29 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA
1861-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-03-30 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA
1861-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
1861-03-30 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA
1861-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1861-03-30 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA
1861-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-31 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,-24.44,NA,NA
1861-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-31 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1861-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-03-31 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA
1861-03-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-01,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA
1861-04-01 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,-20.56,NA,NA
1861-04-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-01 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1861-04-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-04-01 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA
1861-04-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-02 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1861-04-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-02 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA
1861-04-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-02 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA
1861-04-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-03 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1861-04-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-03 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA
1861-04-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-03 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1861-04-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-04 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA
1861-04-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-04 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1861-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-04 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA
1861-04-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-05 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA
1861-04-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-05 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA
1861-04-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-04-05 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA
1861-04-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-06 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA
1861-04-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-06 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA
1861-04-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-04-06 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1861-04-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-04-07 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA
1861-04-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-04-07 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
1861-04-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1861-04-07 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1861-04-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-08 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA
1861-04-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-08 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA
1861-04-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1861-04-08 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1861-04-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-09 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA
1861-04-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-09 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1861-04-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-04-09 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1861-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-10 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1861-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-10 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,12.78,NA,NA
1861-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-04-10 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1861-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-11 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1861-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-11 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1861-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-11 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1861-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-12 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1861-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-12 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA
1861-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-12 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1861-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-13 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA
1861-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1861-04-13 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1861-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1861-04-13 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1861-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1861-04-14 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA
1861-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
1861-04-14 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA
1861-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1861-04-14 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA
1861-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-15 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA
1861-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-15 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1861-04-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
