"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxCH","44.65","-63.6","53","America/Halifax","4","71327","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ta","ta_range","tb","tdb","Tn","Tx","Txs","w","ww"
1854-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 06:00:00,NA,NA,1003.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 09:00:00,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 09:00:00,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA
1854-01-02 09:00:00,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA
1854-01-02 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1854-01-02 14:00:00,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA,NA
1854-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA
1854-01-02 15:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 15:00:00,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 21:00:00,NA,NA,NA,NA,NA,NA,-0.44,NA,NA,NA,NA,NA,NA
1854-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,-0.33,NA,NA,NA,NA,NA
1854-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 09:00:00,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 09:00:00,NA,NA,NA,NA,NA,NA,-7.56,NA,NA,NA,NA,NA,NA
1854-01-03 09:00:00,NA,NA,NA,NA,NA,NA,NA,-6.33,NA,NA,NA,NA,NA
1854-01-03 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1854-01-03 14:00:00,NA,NA,NA,NA,NA,NA,-3.22,NA,NA,NA,NA,NA,NA
1854-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA
1854-01-03 15:00:00,NA,NA,1019.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 15:00:00,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 21:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA,NA,NA,NA
1854-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,-3.11,NA,NA,NA,NA,NA
1854-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 09:00:00,NA,NA,NA,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 09:00:00,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA
1854-01-04 09:00:00,NA,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,NA,NA
1854-01-04 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1854-01-04 14:00:00,NA,NA,NA,NA,NA,NA,4.56,NA,NA,NA,NA,NA,NA
1854-01-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,5.89,NA,NA,NA,NA,NA
1854-01-04 15:00:00,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 15:00:00,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 21:00:00,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA
1854-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,3.67,NA,NA,NA,NA,NA
1854-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 09:00:00,NA,NA,NA,NA,8.89,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 09:00:00,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,NA
1854-01-05 09:00:00,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA
1854-01-05 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1854-01-05 14:00:00,NA,NA,NA,NA,NA,NA,2.56,NA,NA,NA,NA,NA,NA
1854-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,6.44,NA,NA,NA,NA,NA
1854-01-05 15:00:00,NA,NA,1013.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 15:00:00,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 21:00:00,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA
1854-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,6.22,NA,NA,NA,NA,NA
1854-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 09:00:00,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 09:00:00,NA,NA,NA,NA,NA,NA,-0.33,NA,NA,NA,NA,NA,NA
1854-01-06 09:00:00,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1854-01-06 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1854-01-06 14:00:00,NA,NA,NA,NA,NA,NA,5.33,NA,NA,NA,NA,NA,NA
1854-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA
1854-01-06 15:00:00,NA,NA,1000.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 15:00:00,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 21:00:00,NA,NA,NA,NA,NA,NA,4.56,NA,NA,NA,NA,NA,NA
1854-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,4.67,NA,NA,NA,NA,NA
1854-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 06:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 09:00:00,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 09:00:00,NA,NA,NA,NA,NA,NA,-8.78,NA,NA,NA,NA,NA,NA
1854-01-07 09:00:00,NA,NA,NA,NA,NA,NA,NA,-8.67,NA,NA,NA,NA,NA
1854-01-07 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1854-01-07 14:00:00,NA,NA,NA,NA,NA,NA,-11.56,NA,NA,NA,NA,NA,NA
1854-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,-10.44,NA,NA,NA,NA,NA
1854-01-07 15:00:00,NA,NA,1011.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 15:00:00,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA,NA,NA,NA
1854-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11.22,NA,NA,NA,NA,NA
1854-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 06:00:00,NA,NA,1010.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 09:00:00,NA,NA,NA,NA,-1.67,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 09:00:00,NA,NA,NA,NA,NA,NA,-10.89,NA,NA,NA,NA,NA,NA
1854-01-08 09:00:00,NA,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA
1854-01-08 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1854-01-08 14:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA,NA
1854-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA
1854-01-08 15:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 15:00:00,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 21:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA,NA
1854-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA
1854-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 06:00:00,NA,NA,993.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 09:00:00,NA,NA,NA,NA,-2.22,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 09:00:00,NA,NA,NA,NA,NA,NA,-9.89,NA,NA,NA,NA,NA,NA
1854-01-09 09:00:00,NA,NA,NA,NA,NA,NA,NA,-8.67,NA,NA,NA,NA,NA
1854-01-09 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1854-01-09 14:00:00,NA,NA,NA,NA,NA,NA,-12,NA,NA,NA,NA,NA,NA
1854-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,-10.67,NA,NA,NA,NA,NA
1854-01-09 15:00:00,NA,NA,1003.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 15:00:00,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 21:00:00,NA,NA,NA,NA,NA,NA,-12.11,NA,NA,NA,NA,NA,NA
1854-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11,NA,NA,NA,NA,NA
1854-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 06:00:00,NA,NA,1022.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 09:00:00,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 09:00:00,NA,NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA
1854-01-10 09:00:00,NA,NA,NA,NA,NA,NA,NA,-20.22,NA,NA,NA,NA,NA
1854-01-10 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1854-01-10 14:00:00,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA,NA,NA,NA
1854-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,-12,NA,NA,NA,NA,NA
1854-01-10 15:00:00,NA,NA,1024.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 15:00:00,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 21:00:00,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA,NA,NA,NA
1854-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA,NA,NA
1854-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 06:00:00,NA,NA,1032.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 09:00:00,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 09:00:00,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA
1854-01-11 09:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA
1854-01-11 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1854-01-11 14:00:00,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
1854-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1854-01-11 15:00:00,NA,NA,1026.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 15:00:00,NA,NA,NA,NA,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 21:00:00,NA,NA,NA,NA,NA,NA,-3.11,NA,NA,NA,NA,NA,NA
1854-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,NA,NA,NA
1854-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 06:00:00,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 09:00:00,NA,NA,NA,NA,8.89,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 09:00:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1854-01-12 09:00:00,NA,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,NA,NA
1854-01-12 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1854-01-12 14:00:00,NA,NA,NA,NA,NA,NA,4.67,NA,NA,NA,NA,NA,NA
1854-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,6.22,NA,NA,NA,NA,NA
1854-01-12 15:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 15:00:00,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 21:00:00,NA,NA,NA,NA,NA,NA,5.78,NA,NA,NA,NA,NA,NA
1854-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA
1854-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1854-01-13 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 09:00:00,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 09:00:00,NA,NA,NA,NA,NA,NA,9.22,NA,NA,NA,NA,NA,NA
1854-01-13 09:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
1854-01-13 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1854-01-13 14:00:00,NA,NA,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA,NA
1854-01-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,8.22,NA,NA,NA,NA,NA
1854-01-13 15:00:00,NA,NA,990.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 15:00:00,NA,NA,NA,NA,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 21:00:00,NA,NA,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA,NA
1854-01-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA,NA,NA,NA
1854-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 06:00:00,NA,NA,989.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 09:00:00,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 09:00:00,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,NA,NA,NA
1854-01-14 09:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA
1854-01-14 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1854-01-14 14:00:00,NA,NA,NA,NA,NA,NA,1.89,NA,NA,NA,NA,NA,NA
1854-01-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,3.44,NA,NA,NA,NA,NA
1854-01-14 15:00:00,NA,NA,985.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 15:00:00,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 21:00:00,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA
1854-01-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA
1854-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 06:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 09:00:00,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 09:00:00,NA,NA,NA,NA,NA,NA,-7.56,NA,NA,NA,NA,NA,NA
1854-01-15 09:00:00,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA
1854-01-15 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1854-01-15 14:00:00,NA,NA,NA,NA,NA,NA,-4.78,NA,NA,NA,NA,NA,NA
1854-01-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1854-01-15 15:00:00,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 15:00:00,NA,NA,NA,NA,10.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 21:00:00,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA
1854-01-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,-5.33,NA,NA,NA,NA,NA
1854-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 09:00:00,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 09:00:00,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA,NA,NA,NA
1854-01-16 09:00:00,NA,NA,NA,NA,NA,NA,NA,-12,NA,NA,NA,NA,NA
1854-01-16 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1854-01-16 14:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA,NA
1854-01-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,-4.78,NA,NA,NA,NA,NA
1854-01-16 15:00:00,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 15:00:00,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 21:00:00,NA,NA,NA,NA,NA,NA,-10.89,NA,NA,NA,NA,NA,NA
1854-01-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,-9.33,NA,NA,NA,NA,NA
1854-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 09:00:00,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 09:00:00,NA,NA,NA,NA,NA,NA,-4.33,NA,NA,NA,NA,NA,NA
1854-01-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA
1854-01-17 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1854-01-17 14:00:00,NA,NA,NA,NA,NA,NA,-6.56,NA,NA,NA,NA,NA,NA
1854-01-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.33,NA,NA,NA,NA,NA
1854-01-17 15:00:00,NA,NA,1008.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
