"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxCH","44.65","-63.6","53","America/Halifax","4","71327","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ta","ta_range","tb","tdb","Tn","Tx","Txs","w","ww"
1861-01-01 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-01 09:00:00,NA,NA,NA,NA,-4.44,NA,NA,-4.44,NA,NA,NA,NA,NA
1861-01-01 09:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA
1861-01-01 12:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-01 14:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA,NA,NA,NA
1861-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.78,NA,NA,NA,NA,NA
1861-01-01 15:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-01 15:00:00,NA,NA,NA,NA,-3.78,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-01 21:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA
1861-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA,NA,NA
1861-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-02 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-02 09:00:00,NA,NA,NA,NA,-5.78,NA,NA,-5.78,NA,NA,NA,NA,NA
1861-01-02 09:00:00,NA,NA,NA,NA,NA,NA,-6.33,NA,NA,NA,NA,NA,NA
1861-01-02 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-02 14:00:00,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA
1861-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA
1861-01-02 15:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-02 15:00:00,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-02 21:00:00,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA
1861-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA
1861-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1861-01-03 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-03 09:00:00,NA,NA,NA,NA,-6.67,NA,-6.67,-6.67,NA,NA,NA,NA,NA
1861-01-03 12:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1861-01-03 14:00:00,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA
1861-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.33,NA,NA,NA,NA,NA
1861-01-03 15:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-03 15:00:00,NA,NA,NA,NA,-5.33,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-03 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,-6.67,NA,NA,NA,NA,NA
1861-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1861-01-04 06:00:00,NA,NA,985.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-04 09:00:00,NA,NA,NA,NA,-3.89,NA,NA,-3.89,NA,NA,NA,NA,NA
1861-01-04 09:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA,NA,NA,NA
1861-01-04 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1861-01-04 14:00:00,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA
1861-01-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.11,NA,NA,NA,NA,NA
1861-01-04 15:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-04 15:00:00,NA,NA,NA,NA,-3.11,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-04 21:00:00,NA,NA,NA,NA,NA,NA,-4.89,NA,NA,NA,NA,NA,NA
1861-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,-4.22,NA,NA,NA,NA,NA
1861-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-05 06:00:00,NA,NA,999.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-05 09:00:00,NA,NA,NA,NA,-4.33,NA,NA,-4.33,NA,NA,NA,NA,NA
1861-01-05 09:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA
1861-01-05 12:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-05 14:00:00,NA,NA,NA,NA,NA,NA,-4.22,NA,NA,NA,NA,NA,NA
1861-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.44,NA,NA,NA,NA,NA
1861-01-05 15:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-05 15:00:00,NA,NA,NA,NA,-3.44,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-05 21:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA,NA
1861-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1861-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 09:00:00,NA,NA,NA,NA,-3.89,NA,NA,-3.89,NA,NA,NA,NA,NA
1861-01-06 09:00:00,NA,NA,NA,NA,NA,NA,-4.56,NA,NA,NA,NA,NA,NA
1861-01-06 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-06 14:00:00,NA,NA,NA,NA,NA,NA,-6.44,NA,NA,NA,NA,NA,NA
1861-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.78,NA,NA,NA,NA,NA
1861-01-06 15:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 15:00:00,NA,NA,NA,NA,-5.78,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,-6.67,NA,NA,NA,NA,NA
1861-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1861-01-07 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 09:00:00,NA,NA,NA,NA,-8.89,NA,-8.89,-8.89,NA,NA,NA,NA,NA
1861-01-07 12:00:00,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1861-01-07 14:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA
1861-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA
1861-01-07 15:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 15:00:00,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA,NA
1861-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA
1861-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1861-01-08 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 09:00:00,NA,NA,NA,NA,-0.89,NA,NA,-0.89,NA,NA,NA,NA,NA
1861-01-08 09:00:00,NA,NA,NA,NA,NA,NA,-1.56,NA,NA,NA,NA,NA,NA
1861-01-08 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1861-01-08 14:00:00,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,NA,NA
1861-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA
1861-01-08 15:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 15:00:00,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,NA,NA,NA,NA,-1.67,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,NA
1861-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1861-01-09 06:00:00,NA,NA,996.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 09:00:00,NA,NA,NA,NA,-5.33,NA,NA,-5.33,NA,NA,NA,NA,NA
1861-01-09 09:00:00,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA
1861-01-09 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1861-01-09 14:00:00,NA,NA,NA,NA,NA,NA,-5.33,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,-4.56,NA,NA,NA,NA,NA
1861-01-09 15:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 15:00:00,NA,NA,NA,NA,-4.56,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,NA,NA,NA,NA,-6.56,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,-5.89,NA,NA,NA,NA,NA
1861-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1861-01-10 06:00:00,NA,NA,996.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 09:00:00,NA,NA,NA,NA,-4.22,NA,NA,-4.22,NA,NA,NA,NA,NA
1861-01-10 09:00:00,NA,NA,NA,NA,NA,NA,-4.78,NA,NA,NA,NA,NA,NA
1861-01-10 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1861-01-10 14:00:00,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA
1861-01-10 15:00:00,NA,NA,987.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 15:00:00,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 21:00:00,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA
1861-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
1861-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 06:00:00,NA,NA,978.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 09:00:00,NA,NA,NA,NA,-2,NA,NA,-2,NA,NA,NA,NA,NA
1861-01-11 09:00:00,NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA,NA,NA,NA
1861-01-11 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-11 14:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1861-01-11 15:00:00,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 15:00:00,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,-6.67,NA,NA,NA,NA,NA
1861-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 06:00:00,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 09:00:00,NA,NA,NA,NA,-17.78,NA,-17.78,-17.78,NA,NA,NA,NA,NA
1861-01-12 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-12 14:00:00,NA,NA,NA,NA,NA,NA,-10,-10,NA,NA,NA,NA,NA
1861-01-12 15:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 15:00:00,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,-12.22,NA,NA,NA,NA,NA
1861-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 06:00:00,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 09:00:00,NA,NA,NA,NA,-17.78,NA,-17.78,-17.78,NA,NA,NA,NA,NA
1861-01-13 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-13 14:00:00,NA,NA,NA,NA,NA,NA,-13.33,-13.33,NA,NA,NA,NA,NA
1861-01-13 15:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 15:00:00,NA,NA,NA,NA,-13.33,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,NA,NA,NA,NA,NA,-17.78,-17.78,NA,NA,NA,NA,NA
1861-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 09:00:00,NA,NA,NA,NA,-15.56,NA,-15.56,-15.56,NA,NA,NA,NA,NA
1861-01-14 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-14 14:00:00,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA
1861-01-14 15:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 15:00:00,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA
1861-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1861-01-15 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15 09:00:00,NA,NA,NA,NA,-1.67,NA,NA,-1.67,NA,NA,NA,NA,NA
1861-01-15 09:00:00,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,NA,NA,NA,NA
1861-01-15 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1861-01-15 14:00:00,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,NA,NA,NA
1861-01-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA
1861-01-15 15:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15 15:00:00,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15 21:00:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1861-01-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1861-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-16 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-16 09:00:00,NA,NA,NA,NA,-3.89,NA,NA,-3.89,NA,NA,NA,NA,NA
1861-01-16 09:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA,NA,NA,NA
1861-01-16 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-16 14:00:00,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA,NA
1861-01-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA
1861-01-16 15:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-16 15:00:00,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-16 21:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA
1861-01-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,-4.33,NA,NA,NA,NA,NA
1861-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1861-01-17 06:00:00,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-17 09:00:00,NA,NA,NA,NA,-6.11,NA,NA,-6.11,NA,NA,NA,NA,NA
1861-01-17 09:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA,NA
1861-01-17 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1861-01-17 14:00:00,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA,NA
1861-01-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,-4.89,NA,NA,NA,NA,NA
1861-01-17 15:00:00,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-17 15:00:00,NA,NA,NA,NA,-4.89,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-17 21:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA,NA
1861-01-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1861-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-18 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-18 09:00:00,NA,NA,NA,NA,-13.33,NA,-13.33,-13.33,NA,NA,NA,NA,NA
1861-01-18 12:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-18 14:00:00,NA,NA,NA,NA,NA,NA,-10,-10,NA,NA,NA,NA,NA
1861-01-18 15:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-18 15:00:00,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-18 21:00:00,NA,NA,NA,NA,NA,NA,-11.11,-11.11,NA,NA,NA,NA,NA
1861-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-19 06:00:00,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-19 09:00:00,NA,NA,NA,NA,-8.89,NA,-8.89,-8.89,NA,NA,NA,NA,NA
1861-01-19 12:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-19 14:00:00,NA,NA,NA,NA,NA,NA,-4.67,NA,NA,NA,NA,NA,NA
1861-01-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,-4.33,NA,NA,NA,NA,NA
1861-01-19 15:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-19 15:00:00,NA,NA,NA,NA,-4.33,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-19 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA,NA
1861-01-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,-5.89,NA,NA,NA,NA,NA
1861-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-20 06:00:00,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-20 09:00:00,NA,NA,NA,NA,-7.78,NA,-7.78,-7.78,NA,NA,NA,NA,NA
1861-01-20 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1861-01-20 14:00:00,NA,NA,NA,NA,NA,NA,-5.78,NA,NA,NA,NA,NA,NA
1861-01-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.11,NA,NA,NA,NA,NA
1861-01-20 15:00:00,NA,NA,985.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-20 15:00:00,NA,NA,NA,NA,-5.06,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-20 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA,NA
1861-01-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA
1861-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-21 06:00:00,NA,NA,982.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-21 09:00:00,NA,NA,NA,NA,-8.89,NA,-8.89,-8.89,NA,NA,NA,NA,NA
1861-01-21 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
