"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortSimpson","62","-121.4","90","America/Whitehorse","7","71365","2202102"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"c","cloud type","atmospheric material",NA,"cloudatlas","sub-daily","historical","original_observation","field method","c",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","c","cv","dd","hd","pr","ptb","pte","sd","ta","ta_mean","w"
1860-04-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA
1860-04-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA
1860-04-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA
1860-04-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1860-04-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1860-04-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1860-04-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA
1860-04-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1860-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28,NA,NA,NA,NA,NA,NA,"2:00 pm",NA,NA,NA,NA
1860-04-28,NA,NA,NA,NA,15.24,NA,NA,152.4,NA,NA,NA
1860-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA
1860-04-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1860-04-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1860-04-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 14:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1860-04-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
1860-04-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1860-04-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA
1860-04-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 07:00:00,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 07:00:00,NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA
1860-04-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA
1860-04-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-04-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 14:00:00,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 14:00:00,NA,NA,90,"90",NA,NA,NA,NA,NA,NA,NA
1860-04-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1860-04-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-04-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 21:00:00,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 21:00:00,NA,NA,NA,"270",NA,NA,NA,NA,NA,NA,NA
1860-04-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1860-04-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA
1860-04-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1860-04-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-04-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA
1860-04-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-04-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-04-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1860-04-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,NA
1860-05-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1860-05-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-05-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA
1860-05-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1860-05-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA
1860-05-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA
1860-05-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
1860-05-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1860-05-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03,NA,NA,NA,NA,NA,"10:00 pm",NA,NA,NA,NA,NA
1860-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,NA
1860-05-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1860-05-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1860-05-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860-05-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1860-05-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04,NA,NA,NA,NA,NA,NA,"9:00 am",NA,NA,NA,NA
1860-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA
1860-05-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 07:00:00,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-04 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 07:00:00,NA,NA,NA,"270",NA,NA,NA,NA,NA,NA,NA
1860-05-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1860-05-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 14:00:00,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 14:00:00,NA,NA,270,"270",NA,NA,NA,NA,NA,NA,NA
1860-05-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1860-05-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 21:00:00,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-04 21:00:00,NA,NA,270,"270",NA,NA,NA,NA,NA,NA,NA
1860-05-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1860-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05,NA,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1860-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA
1860-05-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 07:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1860-05-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-05-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 14:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA
1860-05-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-05-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA
1860-05-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,NA
1860-05-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1860-05-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA
1860-05-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA
1860-05-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,NA
1860-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1860-05-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
1860-05-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 21:00:00,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1860-05-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA
1860-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA
1860-05-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860-05-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1860-05-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860-05-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1860-05-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,NA
1860-05-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA
1860-05-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-05-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1860-05-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1860-05-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA
1860-05-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
1860-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1860-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1860-05-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA
1860-05-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1860-05-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1860-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,NA
1860-05-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1860-05-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1860-05-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA
1860-05-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1860-05-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1860-05-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1860-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12,NA,NA,NA,NA,NA,"8:00 am",NA,NA,NA,NA,NA
1860-05-12,NA,NA,NA,NA,NA,NA,"4:00 pm",NA,NA,NA,NA
1860-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12,NA,NA,NA,NA,1.27,NA,NA,12.7,NA,NA,NA
1860-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,NA
1860-05-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA
1860-05-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-05-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1860-05-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1860-05-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1860-05-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
