"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortalaCarne","53.2","-104.8","44.0","America/Regina","6","71456","4074640"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","cv","dd","pr","ptb","pte","sd","ta","w"
1864-12-08 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-08 07:00:00,NA,NA,NA,NA,NA,NA,-33.89,NA
1864-12-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-08 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-08 14:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-08 14:00:00,NA,NA,NA,NA,NA,NA,-26.11,NA
1864-12-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-08 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-08 21:00:00,NA,NA,NA,NA,NA,NA,-32.22,NA
1864-12-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09,NA,NA,NA,"12pm",NA,NA,NA,NA
1864-12-09,NA,NA,NA,NA,"12:30 pm",NA,NA,NA
1864-12-09,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09,NA,NA,0,NA,NA,0,NA,NA
1864-12-09,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-09 07:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 07:00:00,NA,NA,NA,NA,NA,NA,-39.44,NA
1864-12-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-09 14:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 14:00:00,NA,NA,NA,NA,NA,NA,-33.89,NA
1864-12-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 21:00:00,NA,135,NA,NA,NA,NA,NA,NA
1864-12-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-09 21:00:00,NA,NA,NA,NA,NA,NA,-36.11,NA
1864-12-10,NA,NA,NA,"0","0",NA,NA,NA
1864-12-10,NA,NA,0,NA,NA,0,NA,NA
1864-12-10,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-10 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-10 07:00:00,NA,NA,NA,NA,NA,NA,-42.78,NA
1864-12-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-10 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-10 14:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-10 14:00:00,NA,NA,NA,NA,NA,NA,-28.89,NA
1864-12-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-10 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-10 21:00:00,NA,225,NA,NA,NA,NA,NA,NA
1864-12-10 21:00:00,NA,NA,NA,NA,NA,NA,-40,NA
1864-12-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-11,NA,NA,NA,"0","0",NA,NA,NA
1864-12-11,NA,NA,0,NA,NA,0,NA,NA
1864-12-11,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 07:00:00,NA,NA,NA,NA,NA,NA,-26.11,NA
1864-12-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 14:00:00,3,NA,NA,NA,NA,NA,NA,NA
1864-12-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 14:00:00,NA,NA,NA,NA,NA,NA,-31.67,NA
1864-12-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 21:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-12-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-11 21:00:00,NA,NA,NA,NA,NA,NA,-37.78,NA
1864-12-12,NA,NA,NA,"0","0",NA,NA,NA
1864-12-12,NA,NA,0,NA,NA,0,NA,NA
1864-12-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-12 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-12-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-12 07:00:00,NA,NA,NA,NA,NA,NA,-38.33,NA
1864-12-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-12 14:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-12-12 14:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-12 14:00:00,NA,NA,NA,NA,NA,NA,-26.67,NA
1864-12-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-12 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-12 21:00:00,NA,NA,NA,NA,NA,NA,-34.44,NA
1864-12-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13,NA,NA,NA,"9 am",NA,NA,NA,NA
1864-12-13,NA,NA,NA,NA,"11 am",NA,NA,NA
1864-12-13,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13,NA,NA,0.635,NA,NA,6.35,NA,NA
1864-12-13,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13 07:00:00,NA,NA,NA,NA,NA,NA,-39.44,NA
1864-12-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-13 14:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13 14:00:00,NA,NA,NA,NA,NA,NA,-27.78,NA
1864-12-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-13 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-13 21:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-13 21:00:00,NA,NA,NA,NA,NA,NA,-39.44,NA
1864-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-14,NA,NA,NA,"9pm",NA,NA,NA,NA
1864-12-14,NA,NA,NA,NA,"9:15 pm",NA,NA,NA
1864-12-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 07:00:00,NA,NA,NA,NA,NA,NA,-38.89,NA
1864-12-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 14:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-14 21:00:00,NA,NA,NA,NA,NA,NA,-22.22,NA
1864-12-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15,NA,NA,NA,"0","0",NA,NA,NA
1864-12-15,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15,NA,NA,0,NA,NA,0,NA,NA
1864-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-15 07:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15 07:00:00,NA,NA,NA,NA,NA,NA,-22.22,NA
1864-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-15 14:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15 14:00:00,NA,NA,NA,NA,NA,NA,-15.56,NA
1864-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-15 21:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-15 21:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-16 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-16 07:00:00,NA,225,NA,NA,NA,NA,NA,NA
1864-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-16 07:00:00,NA,NA,NA,NA,NA,NA,-33.33,NA
1864-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-16 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-16 14:00:00,NA,225,NA,NA,NA,NA,NA,NA
1864-12-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-16 14:00:00,NA,NA,NA,NA,NA,NA,-15.56,NA
1864-12-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-16 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-16 21:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-16 21:00:00,NA,NA,NA,NA,NA,NA,-31.67,NA
1864-12-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17,NA,NA,NA,"7 am",NA,NA,NA,NA
1864-12-17,NA,NA,NA,NA,"11 am",NA,NA,NA
1864-12-17,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17,NA,NA,0,NA,NA,0,NA,NA
1864-12-17,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-17 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17 07:00:00,NA,NA,NA,NA,NA,NA,-31.67,NA
1864-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-17 14:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17 14:00:00,NA,NA,NA,NA,NA,NA,-19.44,NA
1864-12-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-17 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-17 21:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-17 21:00:00,NA,NA,NA,NA,NA,NA,-30,NA
1864-12-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18,NA,NA,NA,"7 am",NA,NA,NA,NA
1864-12-18,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18,NA,NA,0,NA,NA,0,NA,NA
1864-12-18,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-18 07:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 07:00:00,NA,NA,NA,NA,NA,NA,-27.22,NA
1864-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 14:00:00,NA,NA,NA,NA,NA,NA,-11.11,NA
1864-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-18 21:00:00,NA,NA,NA,NA,NA,NA,-28.33,NA
1864-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19,NA,NA,NA,"6:30 am",NA,NA,NA,NA
1864-12-19,NA,NA,NA,NA,"10 pm",NA,NA,NA
1864-12-19,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19,NA,NA,0,NA,NA,0,NA,NA
1864-12-19,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 07:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 14:00:00,4,NA,NA,NA,NA,NA,NA,NA
1864-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 14:00:00,NA,NA,NA,NA,NA,NA,-2.78,NA
1864-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-19 21:00:00,NA,315,NA,NA,NA,NA,NA,NA
1864-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-19 21:00:00,NA,NA,NA,NA,NA,NA,1.67,NA
1864-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,27
1864-12-20,NA,NA,NA,"0","0",NA,NA,NA
1864-12-20,NA,NA,0,NA,NA,0,NA,NA
1864-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 07:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA
1864-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 14:00:00,3,NA,NA,NA,NA,NA,NA,NA
1864-12-20 14:00:00,NA,315,NA,NA,NA,NA,NA,NA
1864-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 14:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-20 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-12-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-20 21:00:00,NA,NA,NA,NA,NA,NA,-28.89,NA
1864-12-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-21,NA,NA,NA,"6 pm",NA,NA,NA,NA
1864-12-21,NA,NA,NA,NA,"6:15 pm",NA,NA,NA
1864-12-21,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21,NA,NA,0,NA,NA,0,NA,NA
1864-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 07:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 14:00:00,NA,NA,NA,NA,NA,NA,-15,NA
1864-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-21 21:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-21 21:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22,NA,NA,NA,"9 pm",NA,NA,NA,NA
1864-12-22,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22,NA,NA,0,NA,NA,0,NA,NA
1864-12-22,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-22 07:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22 07:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-22 14:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22 14:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA
1864-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-22 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-22 21:00:00,NA,NA,NA,NA,NA,NA,-10.56,NA
1864-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23,NA,NA,NA,"0","0",NA,NA,NA
1864-12-23,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23,NA,NA,0,NA,NA,0,NA,NA
1864-12-23,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 07:00:00,NA,NA,NA,NA,NA,NA,-19.44,NA
1864-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-23 14:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 14:00:00,NA,NA,NA,NA,NA,NA,-5,NA
1864-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-23 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA
1864-12-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24,NA,NA,NA,"2 am",NA,NA,NA,NA
1864-12-24,NA,NA,NA,NA,"10 pm",NA,NA,NA
1864-12-24,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24,NA,NA,20.32,NA,NA,203.2,NA,NA
1864-12-24,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-24 07:00:00,NA,315,NA,NA,NA,NA,NA,NA
1864-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 07:00:00,NA,NA,NA,NA,NA,NA,-10.56,NA
1864-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-24 14:00:00,NA,315,NA,NA,NA,NA,NA,NA
1864-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 14:00:00,NA,NA,NA,NA,NA,NA,-8.89,NA
1864-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-24 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-12-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-24 21:00:00,NA,NA,NA,NA,NA,NA,-15,NA
1864-12-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-25,NA,NA,NA,"9 am",NA,NA,NA,NA
1864-12-25,NA,NA,NA,NA,"7 pm",NA,NA,NA
1864-12-25,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-25 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 07:00:00,NA,NA,NA,NA,NA,NA,-12.78,NA
1864-12-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-25 14:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 14:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA
1864-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-25 21:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-25 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA
1864-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-26,NA,NA,NA,"0","0",NA,NA,NA
1864-12-26,NA,NA,0,NA,NA,0,NA,NA
1864-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-26 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-26 07:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-26 07:00:00,NA,NA,NA,NA,NA,NA,-19.44,NA
1864-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-26 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-26 14:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-12-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-26 14:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-12-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-26 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-26 21:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-12-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-26 21:00:00,NA,NA,NA,NA,NA,NA,-31.11,NA
1864-12-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-27,NA,NA,NA,"0","0",NA,NA,NA
1864-12-27,NA,NA,0,NA,NA,0,NA,NA
1864-12-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-27 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
