"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"LittleWhaleRiver","56.03","-76.75","3.6","America/Montreal","5","71615","7103539"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","pr","ta","Tn","w"
1862-08-30 07:00:00,NA,0.23,NA,NA,NA
1862-08-30 07:00:00,NA,NA,1.67,NA,NA
1862-08-30 07:00:00,NA,NA,NA,NA,0
1862-08-30 14:00:00,315,NA,NA,NA,NA
1862-08-30 14:00:00,NA,0.23,NA,NA,NA
1862-08-30 14:00:00,NA,NA,4.44,NA,NA
1862-08-30 14:00:00,NA,NA,NA,NA,0
1862-08-30 21:00:00,315,NA,NA,NA,NA
1862-08-30 21:00:00,NA,0.23,NA,NA,NA
1862-08-30 21:00:00,NA,NA,2.22,NA,NA
1862-08-30 21:00:00,NA,NA,NA,NA,0
1862-08-31,NA,NA,NA,NA,NA
1862-08-31,NA,NA,NA,-0.56,NA
1862-08-31,NA,NA,NA,NA,NA
1862-08-31 07:00:00,0,NA,NA,NA,NA
1862-08-31 07:00:00,NA,0,NA,NA,NA
1862-08-31 07:00:00,NA,NA,2.78,NA,NA
1862-08-31 07:00:00,NA,NA,NA,NA,0
1862-08-31 14:00:00,0,NA,NA,NA,NA
1862-08-31 14:00:00,NA,0,NA,NA,NA
1862-08-31 14:00:00,NA,NA,6.11,NA,NA
1862-08-31 14:00:00,NA,NA,NA,NA,0
1862-08-31 21:00:00,0,NA,NA,NA,NA
1862-08-31 21:00:00,NA,0,NA,NA,NA
1862-08-31 21:00:00,NA,NA,2.22,NA,NA
1862-08-31 21:00:00,NA,NA,NA,NA,0
1862-10-01,NA,NA,NA,NA,NA
1862-10-01,NA,NA,NA,1.11,NA
1862-10-01,NA,NA,NA,NA,NA
1862-10-01 07:00:00,45,NA,NA,NA,NA
1862-10-01 07:00:00,NA,0,NA,NA,NA
1862-10-01 07:00:00,NA,NA,1.67,NA,NA
1862-10-01 07:00:00,NA,NA,NA,NA,0
1862-10-01 14:00:00,0,NA,NA,NA,NA
1862-10-01 14:00:00,NA,0,NA,NA,NA
1862-10-01 14:00:00,NA,NA,8.89,NA,NA
1862-10-01 14:00:00,NA,NA,NA,NA,0
1862-10-01 21:00:00,135,NA,NA,NA,NA
1862-10-01 21:00:00,NA,0,NA,NA,NA
1862-10-01 21:00:00,NA,NA,15.56,NA,NA
1862-10-01 21:00:00,NA,NA,NA,NA,0
1862-10-02,NA,NA,NA,NA,NA
1862-10-02,NA,NA,NA,0.56,NA
1862-10-02,NA,NA,NA,NA,NA
1862-10-02 07:00:00,135,NA,NA,NA,NA
1862-10-02 07:00:00,NA,0.23,NA,NA,NA
1862-10-02 07:00:00,NA,NA,0.56,NA,NA
1862-10-02 07:00:00,NA,NA,NA,NA,0
1862-10-02 14:00:00,180,NA,NA,NA,NA
1862-10-02 14:00:00,NA,0.23,NA,NA,NA
1862-10-02 14:00:00,NA,NA,12.78,NA,NA
1862-10-02 14:00:00,NA,NA,NA,NA,0
1862-10-02 21:00:00,180,NA,NA,NA,NA
1862-10-02 21:00:00,NA,0.23,NA,NA,NA
1862-10-02 21:00:00,NA,NA,13.33,NA,NA
1862-10-02 21:00:00,NA,NA,NA,NA,0
1862-10-03,NA,NA,NA,NA,NA
1862-10-03,NA,NA,NA,-0.56,NA
1862-10-03,NA,NA,NA,NA,NA
1862-10-03 07:00:00,180,NA,NA,NA,NA
1862-10-03 07:00:00,NA,0.23,NA,NA,NA
1862-10-03 07:00:00,NA,NA,1.11,NA,NA
1862-10-03 07:00:00,NA,NA,NA,NA,0
1862-10-03 14:00:00,135,NA,NA,NA,NA
1862-10-03 14:00:00,NA,0.23,NA,NA,NA
1862-10-03 14:00:00,NA,NA,8.33,NA,NA
1862-10-03 14:00:00,NA,NA,NA,NA,0
1862-10-03 21:00:00,90,NA,NA,NA,NA
1862-10-03 21:00:00,NA,0.23,NA,NA,NA
1862-10-03 21:00:00,NA,NA,9.44,NA,NA
1862-10-03 21:00:00,NA,NA,NA,NA,0
1862-10-04,NA,NA,NA,NA,NA
1862-10-04,NA,NA,NA,3.89,NA
1862-10-04,NA,NA,NA,NA,NA
1862-10-04 07:00:00,90,NA,NA,NA,NA
1862-10-04 07:00:00,NA,NA,NA,NA,NA
1862-10-04 07:00:00,NA,NA,8.89,NA,NA
1862-10-04 07:00:00,NA,NA,NA,NA,0
1862-10-04 14:00:00,45,NA,NA,NA,NA
1862-10-04 14:00:00,NA,NA,NA,NA,NA
1862-10-04 14:00:00,NA,NA,7.78,NA,NA
1862-10-04 14:00:00,NA,NA,NA,NA,0
1862-10-04 21:00:00,0,NA,NA,NA,NA
1862-10-04 21:00:00,NA,NA,NA,NA,NA
1862-10-04 21:00:00,NA,NA,-1.11,NA,NA
1862-10-04 21:00:00,NA,NA,NA,NA,0
1862-10-05,NA,NA,NA,NA,NA
1862-10-05,NA,NA,NA,-2.22,NA
1862-10-05,NA,NA,NA,NA,NA
1862-10-05 07:00:00,180,NA,NA,NA,NA
1862-10-05 07:00:00,NA,NA,NA,NA,NA
1862-10-05 07:00:00,NA,NA,NA,NA,NA
1862-10-05 07:00:00,NA,NA,NA,NA,0
1862-10-05 14:00:00,135,NA,NA,NA,NA
1862-10-05 14:00:00,NA,NA,NA,NA,NA
1862-10-05 14:00:00,NA,NA,3.33,NA,NA
1862-10-05 14:00:00,NA,NA,NA,NA,0
1862-10-05 21:00:00,180,NA,NA,NA,NA
1862-10-05 21:00:00,NA,NA,NA,NA,NA
1862-10-05 21:00:00,NA,NA,1.67,NA,NA
1862-10-05 21:00:00,NA,NA,NA,NA,0
1862-10-06,NA,NA,NA,NA,NA
1862-10-06,NA,NA,NA,0.56,NA
1862-10-06,NA,NA,NA,NA,NA
1862-10-06 07:00:00,0,NA,NA,NA,NA
1862-10-06 07:00:00,NA,NA,NA,NA,NA
1862-10-06 07:00:00,NA,NA,1.11,NA,NA
1862-10-06 07:00:00,NA,NA,NA,NA,0
1862-10-06 14:00:00,225,NA,NA,NA,NA
1862-10-06 14:00:00,NA,NA,NA,NA,NA
1862-10-06 14:00:00,NA,NA,5,NA,NA
1862-10-06 14:00:00,NA,NA,NA,NA,0
1862-10-06 21:00:00,90,NA,NA,NA,NA
1862-10-06 21:00:00,NA,NA,NA,NA,NA
1862-10-06 21:00:00,NA,NA,10,NA,NA
1862-10-06 21:00:00,NA,NA,NA,NA,0
1862-10-07,NA,NA,NA,NA,NA
1862-10-07,NA,NA,NA,5,NA
1862-10-07,NA,NA,NA,NA,NA
1862-10-07 07:00:00,180,NA,NA,NA,NA
1862-10-07 07:00:00,NA,NA,NA,NA,NA
1862-10-07 07:00:00,NA,NA,4.44,NA,NA
1862-10-07 07:00:00,NA,NA,NA,NA,0
1862-10-07 14:00:00,90,NA,NA,NA,NA
1862-10-07 14:00:00,NA,NA,NA,NA,NA
1862-10-07 14:00:00,NA,NA,3.89,NA,NA
1862-10-07 14:00:00,NA,NA,NA,NA,0
1862-10-07 21:00:00,90,NA,NA,NA,NA
1862-10-07 21:00:00,NA,NA,NA,NA,NA
1862-10-07 21:00:00,NA,NA,1.11,NA,NA
1862-10-07 21:00:00,NA,NA,NA,NA,0
1862-10-08,NA,NA,NA,NA,NA
1862-10-08,NA,NA,NA,0,NA
1862-10-08,NA,NA,NA,NA,NA
1862-10-08 07:00:00,135,NA,NA,NA,NA
1862-10-08 07:00:00,NA,NA,NA,NA,NA
1862-10-08 07:00:00,NA,NA,1.11,NA,NA
1862-10-08 07:00:00,NA,NA,NA,NA,0
1862-10-08 14:00:00,90,NA,NA,NA,NA
1862-10-08 14:00:00,NA,NA,NA,NA,NA
1862-10-08 14:00:00,NA,NA,4.44,NA,NA
1862-10-08 14:00:00,NA,NA,NA,NA,0
1862-10-08 21:00:00,45,NA,NA,NA,NA
1862-10-08 21:00:00,NA,NA,NA,NA,NA
1862-10-08 21:00:00,NA,NA,10,NA,NA
1862-10-08 21:00:00,NA,NA,NA,NA,0
1862-10-09,NA,NA,NA,NA,NA
1862-10-09,NA,NA,NA,3.33,NA
1862-10-09,NA,NA,NA,NA,NA
1862-10-09 07:00:00,0,NA,NA,NA,NA
1862-10-09 07:00:00,NA,NA,NA,NA,NA
1862-10-09 07:00:00,NA,NA,3.33,NA,NA
1862-10-09 07:00:00,NA,NA,NA,NA,0
1862-10-09 14:00:00,0,NA,NA,NA,NA
1862-10-09 14:00:00,NA,NA,NA,NA,NA
1862-10-09 14:00:00,NA,NA,3.89,NA,NA
1862-10-09 14:00:00,NA,NA,NA,NA,0
1862-10-09 21:00:00,0,NA,NA,NA,NA
1862-10-09 21:00:00,NA,NA,NA,NA,NA
1862-10-09 21:00:00,NA,NA,4.44,NA,NA
1862-10-09 21:00:00,NA,NA,NA,NA,0
1862-10-10,NA,NA,NA,NA,NA
1862-10-10,NA,NA,NA,-2.22,NA
1862-10-10,NA,NA,NA,NA,NA
1862-10-10 07:00:00,135,NA,NA,NA,NA
1862-10-10 07:00:00,NA,0,NA,NA,NA
1862-10-10 07:00:00,NA,NA,-1.67,NA,NA
1862-10-10 07:00:00,NA,NA,NA,NA,0
1862-10-10 14:00:00,135,NA,NA,NA,NA
1862-10-10 14:00:00,NA,0,NA,NA,NA
1862-10-10 14:00:00,NA,NA,3.33,NA,NA
1862-10-10 14:00:00,NA,NA,NA,NA,0
1862-10-10 21:00:00,135,NA,NA,NA,NA
1862-10-10 21:00:00,NA,0,NA,NA,NA
1862-10-10 21:00:00,NA,NA,15.56,NA,NA
1862-10-10 21:00:00,NA,NA,NA,NA,0
1862-10-11,NA,NA,NA,NA,NA
1862-10-11,NA,NA,NA,10,NA
1862-10-11,NA,NA,NA,NA,NA
1862-10-11 07:00:00,135,NA,NA,NA,NA
1862-10-11 07:00:00,NA,0.23,NA,NA,NA
1862-10-11 07:00:00,NA,NA,10,NA,NA
1862-10-11 07:00:00,NA,NA,NA,NA,0
1862-10-11 14:00:00,90,NA,NA,NA,NA
1862-10-11 14:00:00,NA,0.23,NA,NA,NA
1862-10-11 14:00:00,NA,NA,4.44,NA,NA
1862-10-11 14:00:00,NA,NA,NA,NA,0
1862-10-11 21:00:00,90,NA,NA,NA,NA
1862-10-11 21:00:00,NA,0.23,NA,NA,NA
1862-10-11 21:00:00,NA,NA,8.89,NA,NA
1862-10-11 21:00:00,NA,NA,NA,NA,0
1862-10-12,NA,NA,NA,NA,NA
1862-10-12,NA,NA,NA,0,NA
1862-10-12,NA,NA,NA,NA,NA
1862-10-12 07:00:00,180,NA,NA,NA,NA
1862-10-12 07:00:00,NA,NA,NA,NA,NA
1862-10-12 07:00:00,NA,NA,8.89,NA,NA
1862-10-12 07:00:00,NA,NA,NA,NA,0
1862-10-12 14:00:00,180,NA,NA,NA,NA
1862-10-12 14:00:00,NA,NA,NA,NA,NA
1862-10-12 14:00:00,NA,NA,6.11,NA,NA
1862-10-12 14:00:00,NA,NA,NA,NA,0
1862-10-12 21:00:00,180,NA,NA,NA,NA
1862-10-12 21:00:00,NA,NA,NA,NA,NA
1862-10-12 21:00:00,NA,NA,0,NA,NA
1862-10-12 21:00:00,NA,NA,NA,NA,0
1862-10-13,NA,NA,NA,NA,NA
1862-10-13,NA,NA,NA,-1.67,NA
1862-10-13,NA,NA,NA,NA,NA
1862-10-13 07:00:00,315,NA,NA,NA,NA
1862-10-13 07:00:00,NA,0,NA,NA,NA
1862-10-13 07:00:00,NA,NA,-1.11,NA,NA
1862-10-13 07:00:00,NA,NA,NA,NA,0
1862-10-13 14:00:00,315,NA,NA,NA,NA
1862-10-13 14:00:00,NA,0,NA,NA,NA
1862-10-13 14:00:00,NA,NA,3.89,NA,NA
1862-10-13 14:00:00,NA,NA,NA,NA,0
1862-10-13 21:00:00,315,NA,NA,NA,NA
1862-10-13 21:00:00,NA,0,NA,NA,NA
1862-10-13 21:00:00,NA,NA,3.33,NA,NA
1862-10-13 21:00:00,NA,NA,NA,NA,0
1862-10-14,NA,NA,NA,NA,NA
1862-10-14,NA,NA,NA,-8.89,NA
1862-10-14,NA,NA,NA,NA,NA
1862-10-14 07:00:00,0,NA,NA,NA,NA
1862-10-14 07:00:00,NA,NA,NA,NA,NA
1862-10-14 07:00:00,NA,NA,-8.89,NA,NA
1862-10-14 07:00:00,NA,NA,NA,NA,0
1862-10-14 14:00:00,0,NA,NA,NA,NA
1862-10-14 14:00:00,NA,NA,NA,NA,NA
1862-10-14 14:00:00,NA,NA,-6.11,NA,NA
1862-10-14 14:00:00,NA,NA,NA,NA,0
1862-10-14 21:00:00,0,NA,NA,NA,NA
1862-10-14 21:00:00,NA,0,NA,NA,NA
1862-10-14 21:00:00,NA,NA,2.22,NA,NA
1862-10-14 21:00:00,NA,NA,NA,NA,0
1862-10-15,NA,NA,NA,NA,NA
1862-10-15,NA,NA,NA,-7.78,NA
1862-10-15,NA,NA,NA,NA,NA
1862-10-15 07:00:00,135,NA,NA,NA,NA
1862-10-15 07:00:00,NA,NA,NA,NA,NA
1862-10-15 07:00:00,NA,NA,-7.78,NA,NA
1862-10-15 07:00:00,NA,NA,NA,NA,0
1862-10-15 14:00:00,135,NA,NA,NA,NA
1862-10-15 14:00:00,NA,NA,NA,NA,NA
1862-10-15 14:00:00,NA,NA,-1.67,NA,NA
1862-10-15 14:00:00,NA,NA,NA,NA,0
1862-10-15 21:00:00,135,NA,NA,NA,NA
1862-10-15 21:00:00,NA,0,NA,NA,NA
1862-10-15 21:00:00,NA,NA,-3.33,NA,NA
1862-10-15 21:00:00,NA,NA,NA,NA,0
1862-10-16,NA,NA,NA,NA,NA
1862-10-16,NA,NA,NA,-5,NA
1862-10-16,NA,NA,NA,NA,NA
1862-10-16 07:00:00,90,NA,NA,NA,NA
1862-10-16 07:00:00,NA,NA,NA,NA,NA
1862-10-16 07:00:00,NA,NA,-4.44,NA,NA
1862-10-16 07:00:00,NA,NA,NA,NA,0
1862-10-16 14:00:00,90,NA,NA,NA,NA
1862-10-16 14:00:00,NA,NA,NA,NA,NA
1862-10-16 14:00:00,NA,NA,1.11,NA,NA
1862-10-16 14:00:00,NA,NA,NA,NA,0
1862-10-16 21:00:00,90,NA,NA,NA,NA
1862-10-16 21:00:00,NA,0,NA,NA,NA
1862-10-16 21:00:00,NA,NA,0,NA,NA
1862-10-16 21:00:00,NA,NA,NA,NA,0
1862-10-17,NA,NA,NA,NA,NA
1862-10-17,NA,NA,NA,-5.56,NA
1862-10-17,NA,NA,NA,NA,NA
1862-10-17 07:00:00,0,NA,NA,NA,NA
1862-10-17 07:00:00,NA,NA,NA,NA,NA
1862-10-17 07:00:00,NA,NA,-5.56,NA,NA
1862-10-17 07:00:00,NA,NA,NA,NA,0
1862-10-17 14:00:00,0,NA,NA,NA,NA
1862-10-17 14:00:00,NA,NA,NA,NA,NA
1862-10-17 14:00:00,NA,NA,-3.33,NA,NA
1862-10-17 14:00:00,NA,NA,NA,NA,0
1862-10-17 21:00:00,0,NA,NA,NA,NA
1862-10-17 21:00:00,NA,0,NA,NA,NA
1862-10-17 21:00:00,NA,NA,-1.11,NA,NA
1862-10-17 21:00:00,NA,NA,NA,NA,0
1862-10-18,NA,NA,NA,NA,NA
1862-10-18,NA,NA,NA,-6.11,NA
1862-10-18,NA,NA,NA,NA,NA
1862-10-18 07:00:00,225,NA,NA,NA,NA
1862-10-18 07:00:00,NA,0,NA,NA,NA
1862-10-18 07:00:00,NA,NA,-1.11,NA,NA
1862-10-18 07:00:00,NA,NA,NA,NA,0
1862-10-18 14:00:00,315,NA,NA,NA,NA
1862-10-18 14:00:00,NA,0,NA,NA,NA
1862-10-18 14:00:00,NA,NA,-4.44,NA,NA
1862-10-18 14:00:00,NA,NA,NA,NA,0
1862-10-18 21:00:00,270,NA,NA,NA,NA
1862-10-18 21:00:00,NA,0,NA,NA,NA
1862-10-18 21:00:00,NA,NA,-1.11,NA,NA
1862-10-18 21:00:00,NA,NA,NA,NA,0
1862-10-19,NA,NA,NA,NA,NA
1862-10-19,NA,NA,NA,-7.78,NA
1862-10-19,NA,NA,NA,NA,NA
1862-10-19 07:00:00,0,NA,NA,NA,NA
1862-10-19 07:00:00,NA,0,NA,NA,NA
1862-10-19 07:00:00,NA,NA,-7.78,NA,NA
1862-10-19 07:00:00,NA,NA,NA,NA,0
1862-10-19 14:00:00,315,NA,NA,NA,NA
1862-10-19 14:00:00,NA,0,NA,NA,NA
1862-10-19 14:00:00,NA,NA,-6.11,NA,NA
1862-10-19 14:00:00,NA,NA,NA,NA,0
1862-10-19 21:00:00,0,NA,NA,NA,NA
1862-10-19 21:00:00,NA,0,NA,NA,NA
1862-10-19 21:00:00,NA,NA,-6.67,NA,NA
1862-10-19 21:00:00,NA,NA,NA,NA,0
1862-10-20,NA,NA,NA,NA,NA
1862-10-20,NA,NA,NA,-14.44,NA
1862-10-20,NA,NA,NA,NA,NA
1862-10-20 07:00:00,135,NA,NA,NA,NA
1862-10-20 07:00:00,NA,0,NA,NA,NA
1862-10-20 07:00:00,NA,NA,-13.33,NA,NA
1862-10-20 07:00:00,NA,NA,NA,NA,0
1862-10-20 14:00:00,90,NA,NA,NA,NA
1862-10-20 14:00:00,NA,0,NA,NA,NA
1862-10-20 14:00:00,NA,NA,-6.67,NA,NA
1862-10-20 14:00:00,NA,NA,NA,NA,0
1862-10-20 21:00:00,90,NA,NA,NA,NA
1862-10-20 21:00:00,NA,0,NA,NA,NA
1862-10-20 21:00:00,NA,NA,-4.44,NA,NA
1862-10-20 21:00:00,NA,NA,NA,NA,0
1862-10-21,NA,NA,NA,NA,NA
1862-10-21,NA,NA,NA,-10,NA
1862-10-21,NA,NA,NA,NA,NA
1862-10-21 07:00:00,180,NA,NA,NA,NA
1862-10-21 07:00:00,NA,0,NA,NA,NA
1862-10-21 07:00:00,NA,NA,0,NA,NA
1862-10-21 07:00:00,NA,NA,NA,NA,0
1862-10-21 14:00:00,180,NA,NA,NA,NA
1862-10-21 14:00:00,NA,0,NA,NA,NA
1862-10-21 14:00:00,NA,NA,0.56,NA,NA
1862-10-21 14:00:00,NA,NA,NA,NA,0
1862-10-21 21:00:00,180,NA,NA,NA,NA
1862-10-21 21:00:00,NA,0,NA,NA,NA
1862-10-21 21:00:00,NA,NA,2.22,NA,NA
1862-10-21 21:00:00,NA,NA,NA,NA,0
1862-10-22,NA,NA,NA,NA,NA
1862-10-22,NA,NA,NA,-4.44,NA
1862-10-22,NA,NA,NA,NA,NA
1862-10-22 07:00:00,0,NA,NA,NA,NA
1862-10-22 07:00:00,NA,0,NA,NA,NA
1862-10-22 07:00:00,NA,NA,-1.11,NA,NA
1862-10-22 07:00:00,NA,NA,NA,NA,0
1862-10-22 14:00:00,0,NA,NA,NA,NA
1862-10-22 14:00:00,NA,0,NA,NA,NA
1862-10-22 14:00:00,NA,NA,-3.89,NA,NA
1862-10-22 14:00:00,NA,NA,NA,NA,0
1862-10-22 21:00:00,0,NA,NA,NA,NA
1862-10-22 21:00:00,NA,0,NA,NA,NA
1862-10-22 21:00:00,NA,NA,-3.89,NA,NA
1862-10-22 21:00:00,NA,NA,NA,NA,0
1862-10-23,NA,NA,NA,NA,NA
1862-10-23,NA,NA,NA,-4.44,NA
1862-10-23,NA,NA,NA,NA,NA
1862-10-23 07:00:00,0,NA,NA,NA,NA
1862-10-23 07:00:00,NA,0,NA,NA,NA
1862-10-23 07:00:00,NA,NA,-4.44,NA,NA
1862-10-23 07:00:00,NA,NA,NA,NA,0
1862-10-23 14:00:00,0,NA,NA,NA,NA
1862-10-23 14:00:00,NA,0,NA,NA,NA
1862-10-23 14:00:00,NA,NA,-3.89,NA,NA
1862-10-23 14:00:00,NA,NA,NA,NA,0
1862-10-23 21:00:00,0,NA,NA,NA,NA
1862-10-23 21:00:00,NA,0,NA,NA,NA
1862-10-23 21:00:00,NA,NA,-1.11,NA,NA
1862-10-23 21:00:00,NA,NA,NA,NA,0
1862-10-24,NA,NA,NA,NA,NA
1862-10-24,NA,NA,NA,-6.11,NA
1862-10-24,NA,NA,NA,NA,NA
1862-10-24 07:00:00,0,NA,NA,NA,NA
1862-10-24 07:00:00,NA,NA,NA,NA,NA
1862-10-24 07:00:00,NA,NA,-1.11,NA,NA
1862-10-24 07:00:00,NA,NA,NA,NA,0
1862-10-24 14:00:00,0,NA,NA,NA,NA
1862-10-24 14:00:00,NA,NA,NA,NA,NA
1862-10-24 14:00:00,NA,NA,0,NA,NA
1862-10-24 14:00:00,NA,NA,NA,NA,0
1862-10-24 21:00:00,0,NA,NA,NA,NA
1862-10-24 21:00:00,NA,NA,NA,NA,NA
1862-10-24 21:00:00,NA,NA,-4.44,NA,NA
1862-10-24 21:00:00,NA,NA,NA,NA,0
1862-10-25,NA,NA,NA,NA,NA
1862-10-25,NA,NA,NA,-10,NA
1862-10-25,NA,NA,NA,NA,NA
1862-10-25 07:00:00,45,NA,NA,NA,NA
1862-10-25 07:00:00,NA,NA,NA,NA,NA
1862-10-25 07:00:00,NA,NA,-8.89,NA,NA
1862-10-25 07:00:00,NA,NA,NA,NA,0
1862-10-25 14:00:00,315,NA,NA,NA,NA
1862-10-25 14:00:00,NA,NA,NA,NA,NA
1862-10-25 14:00:00,NA,NA,-3.33,NA,NA
1862-10-25 14:00:00,NA,NA,NA,NA,0
1862-10-25 21:00:00,0,NA,NA,NA,NA
1862-10-25 21:00:00,NA,NA,NA,NA,NA
1862-10-25 21:00:00,NA,NA,-6.67,NA,NA
1862-10-25 21:00:00,NA,NA,NA,NA,0
1862-10-26,NA,NA,NA,NA,NA
1862-10-26,NA,NA,NA,-10.56,NA
1862-10-26,NA,NA,NA,NA,NA
1862-10-26 07:00:00,135,NA,NA,NA,NA
1862-10-26 07:00:00,NA,0,NA,NA,NA
1862-10-26 07:00:00,NA,NA,-6.67,NA,NA
1862-10-26 07:00:00,NA,NA,NA,NA,0
1862-10-26 14:00:00,135,NA,NA,NA,NA
1862-10-26 14:00:00,NA,0,NA,NA,NA
1862-10-26 14:00:00,NA,NA,-5.56,NA,NA
1862-10-26 14:00:00,NA,NA,NA,NA,0
1862-10-26 21:00:00,180,NA,NA,NA,NA
1862-10-26 21:00:00,NA,0,NA,NA,NA
1862-10-26 21:00:00,NA,NA,-7.22,NA,NA
1862-10-26 21:00:00,NA,NA,NA,NA,0
1862-10-27,NA,NA,NA,NA,NA
1862-10-27,NA,NA,NA,-9.44,NA
1862-10-27,NA,NA,NA,NA,NA
1862-10-27 07:00:00,0,NA,NA,NA,NA
1862-10-27 07:00:00,NA,0,NA,NA,NA
1862-10-27 07:00:00,NA,NA,-7.78,NA,NA
1862-10-27 07:00:00,NA,NA,NA,NA,0
1862-10-27 14:00:00,0,NA,NA,NA,NA
1862-10-27 14:00:00,NA,0,NA,NA,NA
1862-10-27 14:00:00,NA,NA,-6.67,NA,NA
1862-10-27 14:00:00,NA,NA,NA,NA,0
1862-10-27 21:00:00,0,NA,NA,NA,NA
1862-10-27 21:00:00,NA,0,NA,NA,NA
1862-10-27 21:00:00,NA,NA,-3.33,NA,NA
1862-10-27 21:00:00,NA,NA,NA,NA,0
1862-10-28,NA,NA,NA,NA,NA
1862-10-28,NA,NA,NA,-7.78,NA
1862-10-28,NA,NA,NA,NA,NA
1862-10-28 07:00:00,45,NA,NA,NA,NA
1862-10-28 07:00:00,NA,NA,NA,NA,NA
1862-10-28 07:00:00,NA,NA,-6.67,NA,NA
1862-10-28 07:00:00,NA,NA,NA,NA,0
1862-10-28 14:00:00,0,NA,NA,NA,NA
1862-10-28 14:00:00,NA,NA,NA,NA,NA
1862-10-28 14:00:00,NA,NA,-2.78,NA,NA
1862-10-28 14:00:00,NA,NA,NA,NA,0
1862-10-28 21:00:00,45,NA,NA,NA,NA
1862-10-28 21:00:00,NA,NA,NA,NA,NA
1862-10-28 21:00:00,NA,NA,-8.33,NA,NA
1862-10-28 21:00:00,NA,NA,NA,NA,0
1862-10-29,NA,NA,NA,NA,NA
1862-10-29,NA,NA,NA,-8.89,NA
1862-10-29,NA,NA,NA,NA,NA
1862-10-29 07:00:00,135,NA,NA,NA,NA
1862-10-29 07:00:00,NA,NA,NA,NA,NA
1862-10-29 07:00:00,NA,NA,-8.33,NA,NA
1862-10-29 07:00:00,NA,NA,NA,NA,0
1862-10-29 14:00:00,180,NA,NA,NA,NA
1862-10-29 14:00:00,NA,NA,NA,NA,NA
1862-10-29 14:00:00,NA,NA,-2.22,NA,NA
1862-10-29 14:00:00,NA,NA,NA,NA,0
1862-10-29 21:00:00,135,NA,NA,NA,NA
1862-10-29 21:00:00,NA,0,NA,NA,NA
1862-10-29 21:00:00,NA,NA,0,NA,NA
1862-10-29 21:00:00,NA,NA,NA,NA,0
1862-10-30,NA,NA,NA,NA,NA
1862-10-30,NA,NA,NA,-8.89,NA
1862-10-30,NA,NA,NA,NA,NA
1862-10-30 07:00:00,90,NA,NA,NA,NA
1862-10-30 07:00:00,NA,NA,NA,NA,NA
1862-10-30 07:00:00,NA,NA,-8.33,NA,NA
1862-10-30 07:00:00,NA,NA,NA,NA,0
1862-10-30 14:00:00,90,NA,NA,NA,NA
1862-10-30 14:00:00,NA,NA,NA,NA,NA
1862-10-30 14:00:00,NA,NA,-3.33,NA,NA
1862-10-30 14:00:00,NA,NA,NA,NA,0
1862-10-30 21:00:00,90,NA,NA,NA,NA
1862-10-30 21:00:00,NA,0,NA,NA,NA
1862-10-30 21:00:00,NA,NA,-2.78,NA,NA
1862-10-30 21:00:00,NA,NA,NA,NA,0
1862-10-31,NA,NA,NA,NA,NA
1862-10-31,NA,NA,NA,-8.89,NA
1862-10-31,NA,NA,NA,NA,NA
1862-10-31 07:00:00,180,NA,NA,NA,NA
1862-10-31 07:00:00,NA,0,NA,NA,NA
1862-10-31 07:00:00,NA,NA,-8.33,NA,NA
1862-10-31 07:00:00,NA,NA,NA,NA,0
1862-10-31 14:00:00,180,NA,NA,NA,NA
1862-10-31 14:00:00,NA,0,NA,NA,NA
1862-10-31 14:00:00,NA,NA,-3.33,NA,NA
1862-10-31 14:00:00,NA,NA,NA,NA,0
1862-10-31 21:00:00,135,NA,NA,NA,NA
1862-10-31 21:00:00,NA,0,NA,NA,NA
1862-10-31 21:00:00,NA,NA,-6.11,NA,NA
1862-10-31 21:00:00,NA,NA,NA,NA,0
1862-11-01,NA,NA,NA,NA,NA
1862-11-01,NA,NA,NA,-8.89,NA
1862-11-01,NA,NA,NA,NA,NA
1862-11-01 07:00:00,315,NA,NA,NA,NA
1862-11-01 07:00:00,NA,0,NA,NA,NA
1862-11-01 07:00:00,NA,NA,-8.89,NA,NA
1862-11-01 07:00:00,NA,NA,NA,NA,0
1862-11-01 14:00:00,315,NA,NA,NA,NA
1862-11-01 14:00:00,NA,0,NA,NA,NA
1862-11-01 14:00:00,NA,NA,-4.44,NA,NA
1862-11-01 14:00:00,NA,NA,NA,NA,0
1862-11-01 21:00:00,315,NA,NA,NA,NA
1862-11-01 21:00:00,NA,0,NA,NA,NA
1862-11-01 21:00:00,NA,NA,-3.33,NA,NA
1862-11-01 21:00:00,NA,NA,NA,NA,0
1862-11-02,NA,NA,NA,NA,NA
1862-11-02,NA,NA,NA,-8.89,NA
1862-11-02,NA,NA,NA,NA,NA
1862-11-02 07:00:00,90,NA,NA,NA,NA
