"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"MooseFactory","51.24","-80.76","9","America/Toronto","5","71836","6075425"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ptb","pte","sd","ta","ta_mean","tb","Tn","w","ww"
1861-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17,NA,NA
1861-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RA NA"
1861-07-15 07:00:00,19.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 07:00:00,NA,NA,1010.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA
1861-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,NA
1861-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-07-15 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 14:00:00,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,NA,NA
1861-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA
1861-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-07-15 21:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 21:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA
1861-07-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
1861-07-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16,NA,NA,NA,NA,NA,NA,NA,NA,13.14,NA,NA,NA,NA
1861-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA
1861-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SH NA"
1861-07-16 07:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 07:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA
1861-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA
1861-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-16 14:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 14:00:00,NA,NA,1002.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
1861-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA
1861-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-16 21:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 21:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 21:00:00,NA,NA,1003.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA
1861-07-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA
1861-07-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17,NA,NA,NA,NA,NA,NA,NA,NA,11.06,NA,NA,NA,NA
1861-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA
1861-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 07:00:00,15.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 07:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,9.72,NA,NA,NA,NA,NA
1861-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA
1861-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-17 14:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 14:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 14:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA
1861-07-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA
1861-07-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-17 21:00:00,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 21:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA
1861-07-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA
1861-07-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18,NA,NA,NA,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1861-07-18,NA,NA,NA,NA,NA,NA,NA,NA,14.12,NA,NA,NA,NA
1861-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.28,NA,NA
1861-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TS NA"
1861-07-18 07:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-07-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 07:00:00,NA,NA,1006.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,11.81,NA,NA,NA,NA,NA
1861-07-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA
1861-07-18 14:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 14:00:00,NA,NA,1007.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA
1861-07-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA
1861-07-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1861-07-18 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-07-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 21:00:00,NA,NA,1007.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,NA
1861-07-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA
1861-07-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1861-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19,NA,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19,NA,NA,NA,NA,NA,NA,NA,NA,13.42,NA,NA,NA,NA
1861-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA
1861-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SH NA"
1861-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 07:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-07-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 07:00:00,NA,NA,1007.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA,NA,NA
1861-07-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,NA,NA,NA
1861-07-19 14:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 14:00:00,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 14:00:00,NA,NA,1007.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA
1861-07-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
1861-07-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-07-19 21:00:00,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 21:00:00,NA,NA,1008.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
1861-07-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA
1861-07-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20,NA,NA,NA,NA,NA,NA,NA,NA,10.74,NA,NA,NA,NA
1861-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA
1861-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 07:00:00,15.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 07:00:00,NA,NA,1009.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,NA
1861-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA
1861-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-07-20 14:00:00,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 14:00:00,NA,NA,1011.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA
1861-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78,NA,NA,NA
1861-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-07-20 21:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 21:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 21:00:00,NA,NA,1013.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,8.06,NA,NA,NA,NA,NA
1861-07-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA
1861-07-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21,NA,NA,NA,NA,NA,NA,NA,NA,11.06,NA,NA,NA,NA
1861-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA
1861-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 07:00:00,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 07:00:00,NA,NA,1013.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,8.47,NA,NA,NA,NA,NA
1861-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA
1861-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-21 14:00:00,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 14:00:00,NA,NA,1015.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA
1861-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA
1861-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-21 21:00:00,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-07-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 21:00:00,NA,NA,1014.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
1861-07-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,NA,NA,NA
1861-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22,NA,NA,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA,NA
1861-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,NA,NA
1861-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKC NA"
1861-07-22 07:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 07:00:00,NA,NA,1015.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA,NA,NA,NA
1861-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA,NA
1861-07-22 14:00:00,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 14:00:00,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 14:00:00,NA,NA,1016.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1861-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA,NA
1861-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-07-22 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 21:00:00,NA,NA,1017.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,11.94,NA,NA,NA,NA,NA
1861-07-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA,NA
1861-07-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-07-23,NA,NA,NA,NA,NA,NA,NA,NA,14.17,NA,NA,NA,NA
1861-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94,NA,NA
1861-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKC NA"
1861-07-23 07:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
