"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxCH","44.65","-63.6","53","America/Halifax","4","71327","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ta","ta_range","tb","tdb","Tn","Tx","Txs","w","ww"
1859-03-12 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-12 14:00:00,NA,NA,NA,NA,NA,NA,3.33,4.56,NA,NA,NA,NA,NA
1859-03-12 15:00:00,NA,NA,1009.14,NA,4.56,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-12 21:00:00,NA,NA,NA,NA,NA,NA,1.89,3.11,NA,NA,NA,NA,NA
1859-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-13 06:00:00,NA,NA,975.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-13 09:00:00,NA,NA,NA,NA,3.67,NA,2.56,3.67,NA,NA,NA,NA,NA
1859-03-13 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-13 14:00:00,NA,NA,NA,NA,NA,NA,8.11,9.33,NA,NA,NA,NA,NA
1859-03-13 15:00:00,NA,NA,1006.1,NA,9.33,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-13 21:00:00,NA,NA,NA,NA,NA,NA,1.22,2.56,NA,NA,NA,NA,NA
1859-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-14 06:00:00,NA,NA,1008.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-14 09:00:00,NA,NA,NA,NA,2.33,NA,1.33,2.33,NA,NA,NA,NA,NA
1859-03-14 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-14 14:00:00,NA,NA,NA,NA,NA,NA,2.56,3.56,NA,NA,NA,NA,NA
1859-03-14 15:00:00,NA,NA,1009.14,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-14 21:00:00,NA,NA,NA,NA,NA,NA,0.56,1.78,NA,NA,NA,NA,NA
1859-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-03-15 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-15 09:00:00,NA,NA,NA,NA,2.22,NA,-2.22,-1.11,NA,NA,NA,NA,NA
1859-03-15 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-15 14:00:00,NA,NA,NA,NA,NA,NA,1.11,-2.89,NA,NA,NA,NA,NA
1859-03-15 15:00:00,NA,NA,1013.55,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-15 21:00:00,NA,NA,NA,NA,NA,NA,-2.22,-1,NA,NA,NA,NA,NA
1859-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-16 06:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-16 09:00:00,NA,NA,NA,NA,-2.11,NA,2.44,3.44,NA,NA,NA,NA,NA
1859-03-16 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-16 14:00:00,NA,NA,NA,NA,NA,NA,6.11,7.22,NA,NA,NA,NA,NA
1859-03-16 15:00:00,NA,NA,992.55,NA,7.33,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-16 21:00:00,NA,NA,NA,NA,NA,NA,3.33,4.44,NA,NA,NA,NA,NA
1859-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-17 06:00:00,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-17 09:00:00,NA,NA,NA,NA,1.89,NA,0.89,1.89,NA,NA,NA,NA,NA
1859-03-17 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-17 14:00:00,NA,NA,NA,NA,NA,NA,6.33,7.22,NA,NA,NA,NA,NA
1859-03-17 15:00:00,NA,NA,968.85,NA,7.22,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-17 21:00:00,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA
1859-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-18 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-18 09:00:00,NA,NA,NA,NA,0.56,NA,1.39,0.56,NA,NA,NA,NA,NA
1859-03-18 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1859-03-18 14:00:00,NA,NA,NA,NA,NA,NA,7.44,8.44,NA,NA,NA,NA,NA
1859-03-18 15:00:00,NA,NA,1005.76,NA,8.44,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-18 21:00:00,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA
1859-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1859-03-19 06:00:00,NA,NA,996.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-19 09:00:00,NA,NA,NA,NA,6.78,NA,5.89,6.78,NA,NA,NA,NA,NA
1859-03-19 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-19 14:00:00,NA,NA,NA,NA,NA,NA,4.22,4.67,NA,NA,NA,NA,NA
1859-03-19 15:00:00,NA,NA,990.18,NA,4.67,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-19 21:00:00,NA,NA,NA,NA,NA,NA,3.11,3.44,NA,NA,NA,NA,NA
1859-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-20 06:00:00,NA,NA,986.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-20 09:00:00,NA,NA,NA,NA,2.11,NA,1.11,2.11,NA,NA,NA,NA,NA
1859-03-20 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-20 14:00:00,NA,NA,NA,NA,NA,NA,0.56,1.67,NA,NA,NA,NA,NA
1859-03-20 15:00:00,NA,NA,1005.76,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-20 21:00:00,NA,NA,NA,NA,NA,NA,-1.11,0,NA,NA,NA,NA,NA
1859-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-03-21 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-21 09:00:00,NA,NA,NA,NA,-2.67,NA,-3.78,-2.67,NA,NA,NA,NA,NA
1859-03-21 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-21 14:00:00,NA,NA,NA,NA,NA,NA,-2.33,-1.22,NA,NA,NA,NA,NA
1859-03-21 15:00:00,NA,NA,985.44,NA,-1.28,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-21 21:00:00,NA,NA,NA,NA,NA,NA,-3.33,-2.56,NA,NA,NA,NA,NA
1859-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-22 06:00:00,NA,NA,996.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-22 09:00:00,NA,NA,NA,NA,-4.33,NA,-5.33,-4.33,NA,NA,NA,NA,NA
1859-03-22 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-22 14:00:00,NA,NA,NA,NA,NA,NA,1.11,2.33,NA,NA,NA,NA,NA
1859-03-22 15:00:00,NA,NA,999.66,NA,2.33,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-22 21:00:00,NA,NA,NA,NA,NA,NA,0.33,1.44,NA,NA,NA,NA,NA
1859-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-03-23 06:00:00,NA,NA,999.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-23 09:00:00,NA,NA,NA,NA,-1.89,NA,-2.78,-1.89,NA,NA,NA,NA,NA
1859-03-23 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-23 14:00:00,NA,NA,NA,NA,NA,NA,-2.11,-1.11,NA,NA,NA,NA,NA
1859-03-23 15:00:00,NA,NA,999.32,NA,-1.11,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-23 21:00:00,NA,NA,NA,NA,NA,NA,-3.33,-2.67,NA,NA,NA,NA,NA
1859-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-24 06:00:00,NA,NA,999.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-24 09:00:00,NA,NA,NA,NA,-2.22,NA,-3.56,-2.22,NA,NA,NA,NA,NA
1859-03-24 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-24 14:00:00,NA,NA,NA,NA,NA,NA,-0.44,0.78,NA,NA,NA,NA,NA
1859-03-24 15:00:00,NA,NA,998.98,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-24 21:00:00,NA,NA,NA,NA,NA,NA,-1.89,-0.78,NA,NA,NA,NA,NA
1859-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-25 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-25 09:00:00,NA,NA,NA,NA,-0.56,NA,-1.56,-0.56,NA,NA,NA,NA,NA
1859-03-25 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1859-03-25 14:00:00,NA,NA,NA,NA,NA,NA,0.22,1.22,NA,NA,NA,NA,NA
1859-03-25 15:00:00,NA,NA,998.98,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-25 21:00:00,NA,NA,NA,NA,NA,NA,-2,-1.11,NA,NA,NA,NA,NA
1859-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-26 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-26 09:00:00,NA,NA,NA,NA,3.22,NA,2.22,3.22,NA,NA,NA,NA,NA
1859-03-26 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-26 14:00:00,NA,NA,NA,NA,NA,NA,5.56,5.89,NA,NA,NA,NA,NA
1859-03-26 15:00:00,NA,NA,989.5,NA,5.33,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-26 21:00:00,NA,NA,NA,NA,NA,NA,1.67,2.44,NA,NA,NA,NA,NA
1859-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1859-03-27 06:00:00,NA,NA,985.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-27 09:00:00,NA,NA,NA,NA,1.89,NA,0.89,1.89,NA,NA,NA,NA,NA
1859-03-27 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-27 14:00:00,NA,NA,NA,NA,NA,NA,4.44,5.67,NA,NA,NA,NA,NA
1859-03-27 15:00:00,NA,NA,987.81,NA,-5.44,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-27 21:00:00,NA,NA,NA,NA,NA,NA,4,5.33,NA,NA,NA,NA,NA
1859-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-28 06:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-28 09:00:00,NA,NA,NA,NA,-0.78,NA,-1.33,-0.78,NA,NA,NA,NA,NA
1859-03-28 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-28 14:00:00,NA,NA,NA,NA,NA,NA,8.33,9.56,NA,NA,NA,NA,NA
1859-03-28 15:00:00,NA,NA,999.66,NA,9.56,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-28 21:00:00,NA,NA,NA,NA,NA,NA,5.11,6.33,NA,NA,NA,NA,NA
1859-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-29 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-29 09:00:00,NA,NA,NA,NA,2.56,NA,-1.11,-0.22,NA,NA,NA,NA,NA
1859-03-29 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-03-29 14:00:00,NA,NA,NA,NA,NA,NA,6.67,5.78,NA,NA,NA,NA,NA
1859-03-29 15:00:00,NA,NA,1005.76,NA,5.78,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-29 21:00:00,NA,NA,NA,NA,NA,NA,3.5,4.78,NA,NA,NA,NA,NA
1859-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1859-03-30 06:00:00,NA,NA,1012.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-30 09:00:00,NA,NA,NA,NA,5.33,NA,4.44,5.33,NA,NA,NA,NA,NA
1859-03-30 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-30 14:00:00,NA,NA,NA,NA,NA,NA,9.33,-0.78,NA,NA,NA,NA,NA
1859-03-30 15:00:00,NA,NA,986.46,NA,10.33,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-30 21:00:00,NA,NA,NA,NA,NA,NA,6.89,7.22,NA,NA,NA,NA,NA
1859-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-03-31 06:00:00,NA,NA,982.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-31 09:00:00,NA,NA,NA,NA,-0.33,NA,-1.44,-0.33,NA,NA,NA,NA,NA
1859-03-31 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-03-31 14:00:00,NA,NA,NA,NA,NA,NA,2.33,3.83,NA,NA,NA,NA,NA
1859-03-31 15:00:00,NA,NA,986.46,NA,3.67,NA,NA,NA,NA,NA,NA,NA,NA
1859-03-31 21:00:00,NA,NA,NA,NA,NA,NA,-0.56,0.67,NA,NA,NA,NA,NA
1859-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-01 06:00:00,NA,NA,978.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-01 09:00:00,NA,NA,NA,NA,-3.22,NA,-4,-3.22,NA,NA,NA,NA,NA
1859-04-01 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-01 14:00:00,NA,NA,NA,NA,NA,NA,-2,-0.89,NA,NA,NA,NA,NA
1859-04-01 15:00:00,NA,NA,979.68,NA,-0.89,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-01 21:00:00,NA,NA,NA,NA,NA,NA,-3.33,-2.44,NA,NA,NA,NA,NA
1859-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-02 06:00:00,NA,NA,982.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-02 09:00:00,NA,NA,NA,NA,-1.11,NA,-2.22,-1.11,NA,NA,NA,NA,NA
1859-04-02 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-02 14:00:00,NA,NA,NA,NA,NA,NA,4.44,4.44,NA,NA,NA,NA,NA
1859-04-02 15:00:00,NA,NA,986.79,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-02 21:00:00,NA,NA,NA,NA,NA,NA,2.44,3.67,NA,NA,NA,NA,NA
1859-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-04-03 06:00:00,NA,NA,993.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-03 09:00:00,NA,NA,NA,NA,-0.33,NA,-1.33,-0.33,NA,NA,NA,NA,NA
1859-04-03 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-03 14:00:00,NA,NA,NA,NA,NA,NA,5,5.89,NA,NA,NA,NA,NA
1859-04-03 15:00:00,NA,NA,993.57,NA,5.89,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-03 21:00:00,NA,NA,NA,NA,NA,NA,1.67,2.89,NA,NA,NA,NA,NA
1859-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1859-04-04 06:00:00,NA,NA,1009.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-04 09:00:00,NA,NA,NA,NA,-0.33,NA,-0.56,0.33,NA,NA,NA,NA,NA
1859-04-04 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-04 14:00:00,NA,NA,NA,NA,NA,NA,2.33,2.78,NA,NA,NA,NA,NA
1859-04-04 15:00:00,NA,NA,981.38,NA,2.78,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-04 21:00:00,NA,NA,NA,NA,NA,NA,0.22,1.11,NA,NA,NA,NA,NA
1859-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-05 06:00:00,NA,NA,978.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-05 09:00:00,NA,NA,NA,NA,-1.11,NA,-2,-1.11,NA,NA,NA,NA,NA
1859-04-05 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-05 14:00:00,NA,NA,NA,NA,NA,NA,-0.22,0.22,NA,NA,NA,NA,NA
1859-04-05 15:00:00,NA,NA,1015.58,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-05 21:00:00,NA,NA,NA,NA,NA,NA,0.56,1.78,NA,NA,NA,NA,NA
1859-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-06 06:00:00,NA,NA,1013.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-06 09:00:00,NA,NA,NA,NA,-2.33,NA,-2.44,-1.22,NA,NA,NA,NA,NA
1859-04-06 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-06 14:00:00,NA,NA,NA,NA,NA,NA,6.67,7.89,NA,NA,NA,NA,NA
1859-04-06 15:00:00,NA,NA,976.3,NA,4.11,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-06 21:00:00,NA,NA,NA,NA,NA,NA,4.22,4.67,NA,NA,NA,NA,NA
1859-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-04-07 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-07 09:00:00,NA,NA,NA,NA,-0.78,NA,-1.33,-0.78,NA,NA,NA,NA,NA
1859-04-07 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1859-04-07 14:00:00,NA,NA,NA,NA,NA,NA,2.89,3.89,NA,NA,NA,NA,NA
1859-04-07 15:00:00,NA,NA,982.05,NA,-1.72,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-07 21:00:00,NA,NA,NA,NA,NA,NA,0,0.67,NA,NA,NA,NA,NA
1859-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-08 06:00:00,NA,NA,986.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-08 09:00:00,NA,NA,NA,NA,-1.22,NA,-2.44,-1.22,NA,NA,NA,NA,NA
1859-04-08 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-08 14:00:00,NA,NA,NA,NA,NA,NA,6.67,7.89,NA,NA,NA,NA,NA
1859-04-08 15:00:00,NA,NA,1011.51,NA,7.89,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-08 21:00:00,NA,NA,NA,NA,NA,NA,4.22,4.67,NA,NA,NA,NA,NA
1859-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-09 06:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-09 09:00:00,NA,NA,NA,NA,-2.22,NA,-3.33,-2.22,NA,NA,NA,NA,NA
1859-04-09 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-09 14:00:00,NA,NA,NA,NA,NA,NA,1.33,2.44,NA,NA,NA,NA,NA
1859-04-09 15:00:00,NA,NA,1013.88,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-09 21:00:00,NA,NA,NA,NA,NA,NA,-0.33,0.67,NA,NA,NA,NA,NA
1859-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-10 06:00:00,NA,NA,1002.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-10 09:00:00,NA,NA,NA,NA,10,NA,-1.67,-1.11,NA,NA,NA,NA,NA
1859-04-10 12:00:00,NA,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-10 14:00:00,NA,NA,NA,NA,NA,NA,1.33,2.44,NA,NA,NA,NA,NA
1859-04-10 15:00:00,NA,NA,1002.37,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-10 21:00:00,NA,NA,NA,NA,NA,NA,-2,-0.78,NA,NA,NA,NA,NA
1859-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-11 06:00:00,NA,NA,1003.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-11 09:00:00,NA,NA,NA,NA,1.22,NA,0,1.22,NA,NA,NA,NA,NA
1859-04-11 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-11 14:00:00,NA,NA,NA,NA,NA,NA,5.33,6.56,NA,NA,NA,NA,NA
1859-04-11 15:00:00,NA,NA,1007.11,NA,6.56,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-11 21:00:00,NA,NA,NA,NA,NA,NA,3,4.11,NA,NA,NA,NA,NA
1859-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-04-12 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-12 09:00:00,NA,NA,NA,NA,3.56,NA,2.44,3.56,NA,NA,NA,NA,NA
1859-04-12 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-12 14:00:00,NA,NA,NA,NA,NA,NA,4.78,7.78,NA,NA,NA,NA,NA
1859-04-12 15:00:00,NA,NA,1006.1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-12 21:00:00,NA,NA,NA,NA,NA,NA,4.44,5,NA,NA,NA,NA,NA
1859-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-04-13 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-13 09:00:00,NA,NA,NA,NA,-1,NA,-1.67,-1,NA,NA,NA,NA,NA
1859-04-13 12:00:00,NA,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1859-04-13 14:00:00,NA,NA,NA,NA,NA,NA,3.78,4.67,NA,NA,NA,NA,NA
1859-04-13 15:00:00,NA,NA,1009.14,NA,4.67,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-13 21:00:00,NA,NA,NA,NA,NA,NA,1.5,2.56,NA,NA,NA,NA,NA
1859-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-14 06:00:00,NA,NA,1006.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-14 09:00:00,NA,NA,NA,NA,-0.89,NA,-2,-0.89,NA,NA,NA,NA,NA
1859-04-14 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-14 14:00:00,NA,NA,NA,NA,NA,NA,5.33,-5.33,NA,NA,NA,NA,NA
1859-04-14 15:00:00,NA,NA,1006.1,NA,-5.33,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-14 21:00:00,NA,NA,NA,NA,NA,NA,4.5,5.78,NA,NA,NA,NA,NA
1859-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-04-15 06:00:00,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-15 09:00:00,NA,NA,NA,NA,-0.11,NA,-0.11,1,NA,NA,NA,NA,NA
1859-04-15 12:00:00,NA,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-15 14:00:00,NA,NA,NA,NA,NA,NA,3,3.22,NA,NA,NA,NA,NA
1859-04-15 15:00:00,NA,NA,1000.68,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-15 21:00:00,NA,NA,NA,NA,NA,NA,1.22,1.89,NA,NA,NA,NA,NA
1859-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1859-04-16 06:00:00,NA,NA,999.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-16 09:00:00,NA,NA,NA,NA,1,NA,-0.11,1,NA,NA,NA,NA,NA
1859-04-16 12:00:00,NA,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1859-04-16 14:00:00,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA
1859-04-16 15:00:00,NA,NA,998.98,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
