"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxCH","44.65","-63.6","53","America/Halifax","4","71327","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ta","ta_range","tb","tdb","Tn","Tx","Txs","w","ww"
1854-02-05 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-05 14:00:00,NA,NA,NA,NA,NA,NA,-13.11,-13.11,NA,NA,NA,NA,NA
1854-02-05 15:00:00,NA,NA,1019.3,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-05 21:00:00,NA,NA,NA,NA,NA,NA,-15.44,-14.44,NA,NA,NA,NA,NA
1854-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1854-02-06 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-06 09:00:00,NA,NA,NA,NA,-6.67,NA,-15.56,-15,NA,NA,NA,NA,NA
1854-02-06 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-06 14:00:00,NA,NA,NA,NA,NA,NA,-13.33,-12.67,NA,NA,NA,NA,NA
1854-02-06 15:00:00,NA,NA,1012.53,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-06 21:00:00,NA,NA,NA,NA,NA,NA,-14.44,-14.39,NA,NA,NA,NA,NA
1854-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-07 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-07 09:00:00,NA,NA,NA,NA,-12.22,NA,-16.67,-16.11,NA,NA,NA,NA,NA
1854-02-07 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-07 14:00:00,NA,NA,NA,NA,NA,NA,-16.67,-16.5,NA,NA,NA,NA,NA
1854-02-07 15:00:00,NA,NA,1015.92,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-07 21:00:00,NA,NA,NA,NA,NA,NA,-16.67,-16.67,NA,NA,NA,NA,NA
1854-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-08 06:00:00,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-08 09:00:00,NA,NA,NA,NA,-6.67,NA,-20.11,-21.11,NA,NA,NA,NA,NA
1854-02-08 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-08 14:00:00,NA,NA,NA,NA,NA,NA,-7.78,-7.56,NA,NA,NA,NA,NA
1854-02-08 15:00:00,NA,NA,1023.71,NA,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-08 21:00:00,NA,NA,NA,NA,NA,NA,-9.94,-7.89,NA,NA,NA,NA,NA
1854-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1854-02-09 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-09 09:00:00,NA,NA,NA,NA,-0.56,NA,-2.17,3.39,NA,NA,NA,NA,NA
1854-02-09 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-09 14:00:00,NA,NA,NA,NA,NA,NA,4.44,6.78,NA,NA,NA,NA,NA
1854-02-09 15:00:00,NA,NA,987.13,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-09 21:00:00,NA,NA,NA,NA,NA,NA,2.33,3.56,NA,NA,NA,NA,NA
1854-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1854-02-10 06:00:00,NA,NA,1000.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-10 09:00:00,NA,NA,NA,NA,5.56,NA,-2.11,-1.11,NA,NA,NA,NA,NA
1854-02-10 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-10 14:00:00,NA,NA,NA,NA,NA,NA,1.83,4.44,NA,NA,NA,NA,NA
1854-02-10 15:00:00,NA,NA,1001.36,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-10 21:00:00,NA,NA,NA,NA,NA,NA,2.83,4,NA,NA,NA,NA,NA
1854-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-11 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-11 09:00:00,NA,NA,NA,NA,-1.11,NA,-4.94,-4.17,NA,NA,NA,NA,NA
1854-02-11 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-11 14:00:00,NA,NA,NA,NA,NA,NA,-8.78,-7.67,NA,NA,NA,NA,NA
1854-02-11 15:00:00,NA,NA,1000.68,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-11 21:00:00,NA,NA,NA,NA,NA,NA,-8.89,-8.89,NA,NA,NA,NA,NA
1854-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-12 06:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-12 09:00:00,NA,NA,NA,NA,-11.11,NA,-16.67,-16.44,NA,NA,NA,NA,NA
1854-02-12 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-12 14:00:00,NA,NA,NA,NA,NA,NA,-12.22,-11.56,NA,NA,NA,NA,NA
1854-02-12 15:00:00,NA,NA,1013.88,NA,12.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-12 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,-12,NA,NA,NA,NA,NA
1854-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-13 06:00:00,NA,NA,1022.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-13 09:00:00,NA,NA,NA,NA,-3.89,NA,-12.22,-12.06,NA,NA,NA,NA,NA
1854-02-13 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-13 14:00:00,NA,NA,NA,NA,NA,NA,-3.22,-2.22,NA,NA,NA,NA,NA
1854-02-13 15:00:00,NA,NA,1026.08,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-13 21:00:00,NA,NA,NA,NA,NA,NA,-4.33,-3.89,NA,NA,NA,NA,NA
1854-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-14 06:00:00,NA,NA,1032.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-14 09:00:00,NA,NA,NA,NA,-1.11,NA,-3.89,-3.22,NA,NA,NA,NA,NA
1854-02-14 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-14 14:00:00,NA,NA,NA,NA,NA,NA,-1.11,-0.39,NA,NA,NA,NA,NA
1854-02-14 15:00:00,NA,NA,1015.92,NA,20.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-14 21:00:00,NA,NA,NA,NA,NA,NA,-2.22,-1.56,NA,NA,NA,NA,NA
1854-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-15 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-15 09:00:00,NA,NA,NA,NA,4.44,NA,-2.67,-7.56,NA,NA,NA,NA,NA
1854-02-15 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1854-02-15 14:00:00,NA,NA,NA,NA,NA,NA,-0.33,0.56,NA,NA,NA,NA,NA
1854-02-15 15:00:00,NA,NA,1019.3,NA,12.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-15 21:00:00,NA,NA,NA,NA,NA,NA,-0.44,0,NA,NA,NA,NA,NA
1854-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-16 06:00:00,NA,NA,1032.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-16 09:00:00,NA,NA,NA,NA,1.67,NA,0.11,0.22,NA,NA,NA,NA,NA
1854-02-16 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-16 14:00:00,NA,NA,NA,NA,NA,NA,2.44,3.33,NA,NA,NA,NA,NA
1854-02-16 15:00:00,NA,NA,1004.06,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-16 21:00:00,NA,NA,NA,NA,NA,NA,-2.72,-2.22,NA,NA,NA,NA,NA
1854-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-17 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-17 09:00:00,NA,NA,NA,NA,10,NA,-4.78,-3.83,NA,NA,NA,NA,NA
1854-02-17 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-17 14:00:00,NA,NA,NA,NA,NA,NA,-3.17,-2.78,NA,NA,NA,NA,NA
1854-02-17 15:00:00,NA,NA,1009.14,NA,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-17 21:00:00,NA,NA,NA,NA,NA,NA,-4.89,-4.44,NA,NA,NA,NA,NA
1854-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-18 06:00:00,NA,NA,1014.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-18 09:00:00,NA,NA,NA,NA,0,NA,-8.78,-7.78,NA,NA,NA,NA,NA
1854-02-18 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-18 14:00:00,NA,NA,NA,NA,NA,NA,-0.56,0.06,NA,NA,NA,NA,NA
1854-02-18 15:00:00,NA,NA,1010.84,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-18 21:00:00,NA,NA,NA,NA,NA,NA,-1.11,-0.89,NA,NA,NA,NA,NA
1854-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-19 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-19 09:00:00,NA,NA,NA,NA,2.78,NA,-1.11,-0.5,NA,NA,NA,NA,NA
1854-02-19 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-19 14:00:00,NA,NA,NA,NA,NA,NA,-8.67,-7.78,NA,NA,NA,NA,NA
1854-02-19 15:00:00,NA,NA,1005.76,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-19 21:00:00,NA,NA,NA,NA,NA,NA,-9.89,-8.67,NA,NA,NA,NA,NA
1854-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-20 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-20 09:00:00,NA,NA,NA,NA,-11.11,NA,-18.89,-20,NA,NA,NA,NA,NA
1854-02-20 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-20 14:00:00,NA,NA,NA,NA,NA,NA,-11.61,-11.11,NA,NA,NA,NA,NA
1854-02-20 15:00:00,NA,NA,1022.35,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-20 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,-12.22,NA,NA,NA,NA,NA
1854-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-21 06:00:00,NA,NA,1014.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-21 09:00:00,NA,NA,NA,NA,-9.44,NA,-13.33,-12.78,NA,NA,NA,NA,NA
1854-02-21 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-21 14:00:00,NA,NA,NA,NA,NA,NA,-9.39,-8.89,NA,NA,NA,NA,NA
1854-02-21 15:00:00,NA,NA,1004.06,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-21 21:00:00,NA,NA,NA,NA,NA,NA,-11,-10,NA,NA,NA,NA,NA
1854-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1854-02-22 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-22 09:00:00,NA,NA,NA,NA,-6.67,NA,-12.22,-11.11,NA,NA,NA,NA,NA
1854-02-22 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-22 14:00:00,NA,NA,NA,NA,NA,NA,-4.44,-4.22,NA,NA,NA,NA,NA
1854-02-22 15:00:00,NA,NA,1006.43,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-22 21:00:00,NA,NA,NA,NA,NA,NA,-4.28,-3.33,NA,NA,NA,NA,NA
1854-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-23 06:00:00,NA,NA,1000.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-23 09:00:00,NA,NA,NA,NA,-1.11,NA,0.11,1.17,NA,NA,NA,NA,NA
1854-02-23 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-23 14:00:00,NA,NA,NA,NA,NA,NA,0.11,2.44,NA,NA,NA,NA,NA
1854-02-23 15:00:00,NA,NA,992.21,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-23 21:00:00,NA,NA,NA,NA,NA,NA,3.44,4.78,NA,NA,NA,NA,NA
1854-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-24 06:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-24 09:00:00,NA,NA,NA,NA,-1.11,NA,-12.22,-11,NA,NA,NA,NA,NA
1854-02-24 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-24 14:00:00,NA,NA,NA,NA,NA,NA,-9.44,-9.33,NA,NA,NA,NA,NA
1854-02-24 15:00:00,NA,NA,1005.76,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-24 21:00:00,NA,NA,NA,NA,NA,NA,-11.67,-11.11,NA,NA,NA,NA,NA
1854-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-25 06:00:00,NA,NA,1013.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-25 09:00:00,NA,NA,NA,NA,-6.67,NA,-17.78,-17.78,NA,NA,NA,NA,NA
1854-02-25 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-25 14:00:00,NA,NA,NA,NA,NA,NA,-15.44,-14.44,NA,NA,NA,NA,NA
1854-02-25 15:00:00,NA,NA,1027.77,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-25 21:00:00,NA,NA,NA,NA,NA,NA,-16.44,-15.56,NA,NA,NA,NA,NA
1854-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-26 06:00:00,NA,NA,1033.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-26 09:00:00,NA,NA,NA,NA,-6.67,NA,-18,-18.89,NA,NA,NA,NA,NA
1854-02-26 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-26 14:00:00,NA,NA,NA,NA,NA,NA,-1.5,-0.94,NA,NA,NA,NA,NA
1854-02-26 15:00:00,NA,NA,1029.46,NA,12.22,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-26 21:00:00,NA,NA,NA,NA,NA,NA,-1.61,-1,NA,NA,NA,NA,NA
1854-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-27 06:00:00,NA,NA,989.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-27 09:00:00,NA,NA,NA,NA,10,NA,5.61,6.67,NA,NA,NA,NA,NA
1854-02-27 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-27 14:00:00,NA,NA,NA,NA,NA,NA,-3.33,-2.56,NA,NA,NA,NA,NA
1854-02-27 15:00:00,NA,NA,997.29,NA,12.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-27 21:00:00,NA,NA,NA,NA,NA,NA,-5.56,-4.89,NA,NA,NA,NA,NA
1854-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-28 06:00:00,NA,NA,1019.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-28 09:00:00,NA,NA,NA,NA,-1.11,NA,-13.22,-12.17,NA,NA,NA,NA,NA
1854-02-28 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-28 14:00:00,NA,NA,NA,NA,NA,NA,-3.22,-2.22,NA,NA,NA,NA,NA
1854-02-28 15:00:00,NA,NA,1026.75,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-28 21:00:00,NA,NA,NA,NA,NA,NA,-4.94,-4.22,NA,NA,NA,NA,NA
1854-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-01 06:00:00,NA,NA,1022.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-01 09:00:00,NA,NA,NA,NA,1.67,NA,-3.67,-2.78,NA,NA,NA,NA,NA
1854-03-01 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-01 14:00:00,NA,NA,NA,NA,NA,NA,1.67,2.22,NA,NA,NA,NA,NA
1854-03-01 15:00:00,NA,NA,1012.53,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-01 21:00:00,NA,NA,NA,NA,NA,NA,0.11,1.11,NA,NA,NA,NA,NA
1854-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-02 06:00:00,NA,NA,1014.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-02 09:00:00,NA,NA,NA,NA,10,NA,-3.22,-2.22,NA,NA,NA,NA,NA
1854-03-02 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-02 14:00:00,NA,NA,NA,NA,NA,NA,-1.11,1.22,NA,NA,NA,NA,NA
1854-03-02 15:00:00,NA,NA,1015.92,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-02 21:00:00,NA,NA,NA,NA,NA,NA,-2,-2,NA,NA,NA,NA,NA
1854-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-03 06:00:00,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-03 09:00:00,NA,NA,NA,NA,-1.11,NA,-11.56,-11.11,NA,NA,NA,NA,NA
1854-03-03 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-03 14:00:00,NA,NA,NA,NA,NA,NA,-6,-5,NA,NA,NA,NA,NA
1854-03-03 15:00:00,NA,NA,1021,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-03 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,-6.56,NA,NA,NA,NA,NA
1854-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-04 06:00:00,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-04 09:00:00,NA,NA,NA,NA,1.67,NA,-6.44,-5.56,NA,NA,NA,NA,NA
1854-03-04 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-04 14:00:00,NA,NA,NA,NA,NA,NA,-0.28,0.56,NA,NA,NA,NA,NA
1854-03-04 15:00:00,NA,NA,1010.84,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-04 21:00:00,NA,NA,NA,NA,NA,NA,-3.33,-2.78,NA,NA,NA,NA,NA
1854-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-05 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-05 09:00:00,NA,NA,NA,NA,7.22,NA,-2.11,-1.06,NA,NA,NA,NA,NA
1854-03-05 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-03-05 14:00:00,NA,NA,NA,NA,NA,NA,0.17,1.67,NA,NA,NA,NA,NA
1854-03-05 15:00:00,NA,NA,1002.37,NA,13.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-05 21:00:00,NA,NA,NA,NA,NA,NA,-0.56,-0.5,NA,NA,NA,NA,NA
1854-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-06 06:00:00,NA,NA,1000.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-06 09:00:00,NA,NA,NA,NA,3.33,NA,-3.22,-2.22,NA,NA,NA,NA,NA
1854-03-06 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-06 14:00:00,NA,NA,NA,NA,NA,NA,-1.11,0.56,NA,NA,NA,NA,NA
1854-03-06 15:00:00,NA,NA,1005.76,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-06 21:00:00,NA,NA,NA,NA,NA,NA,-5.56,-5,NA,NA,NA,NA,NA
1854-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-07 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-07 09:00:00,NA,NA,NA,NA,6.67,NA,-9.22,-8.89,NA,NA,NA,NA,NA
1854-03-07 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-03-07 14:00:00,NA,NA,NA,NA,NA,NA,-0.56,0.11,NA,NA,NA,NA,NA
1854-03-07 15:00:00,NA,NA,1014.22,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-07 21:00:00,NA,NA,NA,NA,NA,NA,-2.22,-1.67,NA,NA,NA,NA,NA
1854-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-08 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-08 09:00:00,NA,NA,NA,NA,4.44,NA,-1.06,0.11,NA,NA,NA,NA,NA
1854-03-08 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-08 14:00:00,NA,NA,NA,NA,NA,NA,2.5,3.33,NA,NA,NA,NA,NA
1854-03-08 15:00:00,NA,NA,1004.06,NA,7.22,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-08 21:00:00,NA,NA,NA,NA,NA,NA,2.22,4,NA,NA,NA,NA,NA
1854-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-09 06:00:00,NA,NA,997.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-09 09:00:00,NA,NA,NA,NA,4.44,NA,-2.11,-1.11,NA,NA,NA,NA,NA
1854-03-09 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-09 14:00:00,NA,NA,NA,NA,NA,NA,5.67,7.78,NA,NA,NA,NA,NA
1854-03-09 15:00:00,NA,NA,1009.14,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-09 21:00:00,NA,NA,NA,NA,NA,NA,-0.44,1.33,NA,NA,NA,NA,NA
1854-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-10 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-10 09:00:00,NA,NA,NA,NA,4.44,NA,-2,-1,NA,NA,NA,NA,NA
1854-03-10 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-10 14:00:00,NA,NA,NA,NA,NA,NA,2.28,4.44,NA,NA,NA,NA,NA
1854-03-10 15:00:00,NA,NA,1005.76,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-10 21:00:00,NA,NA,NA,NA,NA,NA,-0.44,0.11,NA,NA,NA,NA,NA
1854-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-11 06:00:00,NA,NA,987.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-11 09:00:00,NA,NA,NA,NA,3.89,NA,-1.06,-1,NA,NA,NA,NA,NA
1854-03-11 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-11 14:00:00,NA,NA,NA,NA,NA,NA,-2.78,-2.22,NA,NA,NA,NA,NA
1854-03-11 15:00:00,NA,NA,997.29,NA,12.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-11 21:00:00,NA,NA,NA,NA,NA,NA,-5.33,-4.44,NA,NA,NA,NA,NA
1854-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-12 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-03-12 09:00:00,NA,NA,NA,NA,-1.11,NA,-8.89,-4.89,NA,NA,NA,NA,NA
1854-03-12 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-03-12 14:00:00,NA,NA,NA,NA,NA,NA,0.22,1.67,NA,NA,NA,NA,NA
