"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Michipocoton","47.8","-85.08","201","America/Thunder_Bay","5","71738","6059D09 "
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cv","dd","hd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1863-02-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-16 21:00:00,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-16 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-16 21:00:00,NA,NA,NA,NA,1003.05,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-17 07:00:00,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 07:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 07:00:00,NA,NA,NA,NA,994.92,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-17 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 14:00:00,NA,NA,NA,NA,994.58,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-17 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 21:00:00,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 21:00:00,NA,NA,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-18 07:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 07:00:00,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 07:00:00,NA,NA,NA,NA,986.46,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-18 14:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 14:00:00,NA,NA,NA,NA,984.42,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-18 21:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 21:00:00,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 21:00:00,NA,NA,NA,NA,985.44,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1863-02-19 07:00:00,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 07:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 07:00:00,NA,NA,NA,NA,984.42,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1863-02-19 14:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 14:00:00,NA,NA,NA,NA,986.46,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-19 21:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 21:00:00,NA,NA,NA,NA,989.84,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-20 07:00:00,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 07:00:00,NA,NA,NA,NA,993.91,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1863-02-20 14:00:00,21.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 14:00:00,NA,NA,NA,NA,1002.71,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-20 21:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 21:00:00,NA,NA,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-21 07:00:00,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 07:00:00,NA,NA,NA,NA,1013.88,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-21 14:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 14:00:00,NA,NA,NA,NA,1013.55,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-21 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 21:00:00,NA,NA,NA,NA,1014.22,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-22 07:00:00,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 07:00:00,NA,NA,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-22 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 14:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 14:00:00,NA,NA,NA,NA,1007.11,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-22 21:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 21:00:00,NA,NA,NA,NA,1004.74,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-23 07:00:00,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 07:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 07:00:00,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-23 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 14:00:00,NA,NA,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-23 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 21:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 21:00:00,NA,NA,NA,NA,996.95,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-24 07:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 07:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 07:00:00,NA,NA,NA,NA,993.23,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1863-02-24 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 14:00:00,NA,NA,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-24 21:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 21:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 21:00:00,NA,NA,NA,NA,996.28,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-25 07:00:00,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 07:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 07:00:00,NA,NA,NA,NA,992.89,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1863-02-25 14:00:00,17.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 14:00:00,NA,NA,NA,NA,994.92,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1863-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1863-02-25 21:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 21:00:00,NA,NA,NA,NA,996.61,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1863-02-26 07:00:00,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 07:00:00,NA,NA,NA,NA,990.18,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1863-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1863-02-26 14:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 14:00:00,NA,NA,NA,NA,983.07,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1863-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1863-02-26 21:00:00,23.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
