"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Quebec","46.81","-71.22","80.8","America/Montreal","5","71714","7016293"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","rr","sd","ta","ta_mean","ta_range","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1868-07-31 15:00:00,19.44,90,NA,1006.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",ra"
1868-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.06,NA,NA,NA,NA,NA,NA,13.33,17.06,NA,NA,",ra"
1868-08-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA
1868-08-01 09:00:00,19.44,90,NA,995.87,44.96,NA,NA,NA,NA,NA,NA,15.11,NA,NA,NA,NA,15.67,NA,NA,NA,3,NA
1868-08-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA
1868-08-01 15:00:00,19.44,90,NA,995.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.11,NA,NA,NA,NA,NA,NA,13.56,21.22,NA,NA,",ra"
1868-08-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.61,NA,NA
1868-08-02 09:00:00,18.89,90,NA,995.94,8.13,NA,NA,NA,NA,NA,NA,15.89,NA,NA,NA,NA,16.67,NA,NA,NA,1,NA
1868-08-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,21.11,NA,NA,NA,NA,NA
1868-08-02 15:00:00,20,90,NA,996.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.56,NA,NA,NA,NA,NA,NA,15,26.22,NA,NA,NA
1868-08-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
1868-08-03 09:00:00,20,315,NA,1000.75,3.05,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,20,NA,NA,NA,1,NA
1868-08-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.67,NA,NA,NA,NA,24.61,NA,NA,NA,NA,NA
1868-08-03 15:00:00,22.22,270,NA,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA,NA,12.67,26.56,NA,NA,NA
1868-08-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,NA,NA
1868-08-04 09:00:00,19.44,315,NA,1012.39,0,NA,NA,NA,NA,NA,NA,16.44,NA,NA,NA,NA,18.89,NA,NA,NA,1,NA
1868-08-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.72,NA,NA,NA,NA,25.61,NA,NA,NA,NA,NA
1868-08-04 15:00:00,22.22,225,NA,1014.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,NA,NA,NA,NA,NA,NA,12.33,28.67,NA,NA,NA
1868-08-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA
1868-08-05 09:00:00,18.89,45,NA,1019.64,0,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,18.33,NA,NA,NA,1,NA
1868-08-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA,NA,28.06,NA,NA,NA,NA,NA
1868-08-05 15:00:00,22.22,90,NA,1019.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,NA,NA,NA,NA,NA,NA,13.06,28.89,NA,NA,NA
1868-08-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.28,NA,NA
1868-08-06 09:00:00,20,135,NA,1020.18,0,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,19.17,NA,NA,NA,1,NA
1868-08-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.11,NA,NA,NA,NA,28.06,NA,NA,NA,NA,NA
1868-08-06 15:00:00,18.89,135,NA,1016.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,12.89,30.83,NA,NA,NA
1868-08-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.72,NA,NA
1868-08-07 09:00:00,18.89,180,NA,1013.55,0,NA,NA,NA,NA,NA,NA,16.83,NA,NA,NA,NA,19.72,NA,NA,NA,1,",skc"
1868-08-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.56,NA,NA,NA,NA,29.89,NA,NA,NA,NA,NA
1868-08-07 15:00:00,22.78,45,NA,1008.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.5,NA,NA,NA,NA,NA,NA,15.83,28.11,NA,NA,",sh"
1868-08-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.78,NA,NA
1868-08-08 09:00:00,21.11,45,NA,1004.06,0,NA,NA,NA,NA,NA,NA,18.44,NA,NA,NA,NA,21.11,NA,NA,NA,1,NA
1868-08-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,28.06,NA,NA,NA,NA,NA
1868-08-08 15:00:00,23.89,45,NA,1001.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.17,NA,NA,NA,NA,NA,NA,16.94,25.56,NA,NA,NA
1868-08-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.44,NA,NA
1868-08-09 09:00:00,22.22,45,NA,1000.75,0.25,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA,NA,22.56,NA,NA,NA,1,NA
1868-08-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
1868-08-09 15:00:00,22.22,135,NA,999.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",ra"
1868-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.44,NA,NA,NA,NA,NA,NA,14.67,22,NA,NA,",sh"
1868-08-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.33,NA,NA
1868-08-10 09:00:00,20,270,NA,1005.83,6.6,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,18.67,NA,NA,NA,3,NA
1868-08-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67,NA,NA,NA,NA,19.78,NA,NA,NA,NA,NA
1868-08-10 15:00:00,21.11,315,NA,1007.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,12.44,20.22,NA,NA,NA
1868-08-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11,NA,NA
1868-08-11 09:00:00,17.22,315,NA,1010.16,0.25,NA,NA,NA,NA,NA,NA,11.67,NA,NA,NA,NA,15.78,NA,NA,NA,1,",bkn"
1868-08-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,19.17,NA,NA,NA,NA,NA
1868-08-11 15:00:00,18.89,225,NA,1008.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",sh"
1868-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA,NA,NA,NA,11.67,20.56,NA,NA,NA
1868-08-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.39,NA,NA
1868-08-12 09:00:00,17.22,0,NA,1006.5,0.76,NA,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,16.89,NA,NA,NA,1,NA
1868-08-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,19.78,NA,NA,NA,NA,NA
1868-08-12 15:00:00,18.89,0,NA,1007.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.22,NA,NA,NA,NA,NA,NA,10.83,22.39,NA,NA,",sh"
1868-08-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.11,NA,NA
1868-08-13 09:00:00,17.22,315,NA,1007.18,0.25,NA,NA,NA,NA,NA,NA,12.56,NA,NA,NA,NA,13.78,NA,NA,NA,3,NA
1868-08-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA
1868-08-13 15:00:00,17.22,225,NA,1005.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,NA,NA,NA,NA,NA,NA,9.56,26.39,NA,NA,NA
1868-08-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.33,NA,NA
1868-08-14 09:00:00,16.67,270,NA,1008.67,1.27,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA,NA,15,NA,NA,NA,1,NA
1868-08-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,26.11,NA,NA,NA,NA,NA
1868-08-14 15:00:00,20,270,NA,1005.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,",skc"
1868-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.89,NA,NA,NA,NA,NA,NA,14.44,19.33,NA,NA,",ra"
1868-08-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.11,NA,NA
1868-08-15 09:00:00,18.33,315,NA,1006.84,0.51,NA,NA,NA,NA,NA,NA,16.39,NA,NA,NA,NA,17.94,NA,NA,NA,1,NA
1868-08-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA
1868-08-15 15:00:00,18.89,135,NA,1003.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA,NA,NA,NA,11.67,21.67,NA,NA,NA
1868-08-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.11,NA,NA
1868-08-16 09:00:00,16.67,315,NA,1008.87,25.91,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA,NA,15.83,NA,NA,NA,3,NA
1868-08-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44,NA,NA,NA,NA,18.89,NA,NA,NA,NA,NA
1868-08-16 15:00:00,18.89,0,NA,1008.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,NA,NA,NA,NA,NA,NA,8.67,21.5,NA,NA,",skc"
1868-08-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.33,NA,NA
1868-08-17 09:00:00,15.56,315,NA,1016.73,0,NA,NA,NA,NA,NA,NA,11.39,NA,NA,NA,NA,14.33,NA,NA,NA,1,NA
1868-08-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72,NA,NA,NA,NA,21.11,NA,NA,NA,NA,NA
1868-08-17 15:00:00,18.89,270,NA,1015.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,NA,9.44,25.72,NA,NA,",ra"
1868-08-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.11,NA,NA
1868-08-18 09:00:00,16.67,225,NA,1017.88,0,NA,NA,NA,NA,NA,NA,13.11,NA,NA,NA,NA,15.28,NA,NA,NA,1,NA
1868-08-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,22.78,NA,NA,NA,NA,NA
1868-08-18 15:00:00,20,45,NA,1014.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.28,NA,NA,NA,NA,NA,NA,17.5,26,NA,NA,",ra"
1868-08-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56,NA,NA
1868-08-19 09:00:00,20,225,NA,1002.37,16.26,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA,NA,22.39,NA,NA,NA,7,NA
1868-08-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,NA,NA,NA,NA,23.56,NA,NA,NA,NA,NA
1868-08-19 15:00:00,21.11,270,NA,1003.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
1868-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.28,NA,NA,NA,NA,NA,NA,16.44,21.94,NA,NA,",bkn"
1868-08-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA
1868-08-20 09:00:00,18.89,90,NA,1007.92,5.84,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,19,NA,NA,NA,1,NA
1868-08-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,20.78,NA,NA,NA,NA,NA
1868-08-20 15:00:00,20,90,NA,1008.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.83,NA,NA,NA,NA,NA,NA,13.89,25.83,NA,NA,",skc"
1868-08-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA
1868-08-21 09:00:00,18.33,45,NA,1014.16,0,NA,NA,NA,NA,NA,NA,14.17,NA,NA,NA,NA,17.67,NA,NA,NA,1,NA
1868-08-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.22,NA,NA,NA,NA,25.39,NA,NA,NA,NA,NA
1868-08-21 15:00:00,21.11,135,NA,1014.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,NA,NA,NA,NA,NA,NA,10.28,24.56,NA,NA,NA
1868-08-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.67,NA,NA
1868-08-22 09:00:00,16.67,270,NA,1017.41,0,NA,NA,NA,NA,NA,NA,13.78,NA,NA,NA,NA,15.56,NA,NA,NA,1,NA
1868-08-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.22,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA
1868-08-22 15:00:00,21.11,270,NA,1014.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA,NA,13.89,28.33,NA,NA,NA
1868-08-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.89,NA,NA
1868-08-23 09:00:00,18.33,270,NA,1011.31,0,NA,NA,NA,NA,NA,NA,16.44,NA,NA,NA,NA,18.5,NA,NA,NA,3,NA
1868-08-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,NA,NA,NA,NA,27.78,NA,NA,NA,NA,NA
1868-08-23 15:00:00,24.44,270,NA,1009.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.33,NA,NA,NA,NA,NA,NA,15.28,28.72,NA,NA,NA
1868-08-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.06,NA,NA
1868-08-24 09:00:00,18.89,270,NA,1008.06,0,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,19.28,NA,NA,NA,3,",skc"
1868-08-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.83,NA,NA,NA,NA,28.44,NA,NA,NA,NA,NA
1868-08-24 15:00:00,25,270,NA,1007.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.22,NA,NA,NA,NA,NA,NA,17.33,29.89,NA,NA,NA
1868-08-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.06,NA,NA
1868-08-25 09:00:00,21.11,135,NA,1012.19,0,NA,NA,NA,NA,NA,NA,18.17,NA,NA,NA,NA,20.83,NA,NA,NA,1,NA
1868-08-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89,NA,NA,NA,NA,29.44,NA,NA,NA,NA,NA
1868-08-25 15:00:00,25,270,NA,1009.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,NA,NA,NA,NA,16.94,23.06,NA,NA,",bkn"
1868-08-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.39,NA,NA
1868-08-26 09:00:00,20.56,270,NA,1011.11,0,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,20.56,NA,NA,NA,3,NA
1868-08-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06,NA,NA,NA,NA,20.17,NA,NA,NA,NA,NA
1868-08-26 15:00:00,21.11,315,NA,1012.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",ra"
1868-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.17,NA,NA,NA,NA,NA,NA,8.5,21.11,NA,NA,NA
1868-08-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.28,NA,NA
1868-08-27 09:00:00,15.56,90,NA,1022.15,2.03,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,13.33,NA,NA,NA,1,NA
1868-08-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67,NA,NA,NA,NA,21.11,NA,NA,NA,NA,NA
1868-08-27 15:00:00,18.89,225,NA,1020.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,NA,NA,NA,NA,NA,NA,8.61,25,NA,NA,NA
1868-08-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.17,NA,NA
1868-08-28 09:00:00,15.56,315,NA,1016.59,0,NA,NA,NA,NA,NA,NA,11.39,NA,NA,NA,NA,13.89,NA,NA,NA,1,NA
1868-08-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,NA,NA,22.94,NA,NA,NA,NA,NA
1868-08-28 15:00:00,20.56,315,NA,1012.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,11.11,22.89,NA,NA,",ra"
1868-08-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA
1868-08-29 09:00:00,20,315,NA,1006.91,0,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,18.89,NA,NA,NA,1,NA
1868-08-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA,NA,22.78,NA,NA,NA,NA,NA
1868-08-29 15:00:00,21.67,315,NA,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA,NA,NA,NA,NA,17.22,23.89,NA,NA,NA
1868-08-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.17,NA,NA
1868-08-30 09:00:00,19.44,270,NA,1004.74,1.27,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,18.89,NA,NA,NA,7,NA
1868-08-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA
1868-08-30 15:00:00,21.67,315,NA,1006.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
1868-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.56,NA,NA,NA,NA,NA,NA,12.22,21.44,NA,NA,",ra"
1868-08-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.67,NA,NA
1868-08-31 09:00:00,16.67,90,NA,1014.77,0,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA,NA,16.44,NA,NA,NA,3,NA
1868-08-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,18.89,NA,NA,NA,NA,NA
1868-08-31 15:00:00,18.89,135,NA,1011.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA,NA,NA,NA,NA,13.33,22.78,NA,NA,",ts"
1868-09-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
1868-09-01 09:00:00,17.78,135,NA,997.29,15.24,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,17.39,NA,NA,NA,3,",sh"
