"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Kingston","44.2","-76.5","85.3","America/Toronto","5","71820","6104185"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","ta_mean","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1857-02-02 07:00:00,NA,NA,NA,NA,NA,77.5,NA,-15,NA,NA,NA,NA,-13.89,NA,NA,NA,NA,NA
1857-02-02 09:00:00,12.78,270,2.34,1007.79,0,NA,NA,NA,NA,NA,NA,-17.5,NA,NA,NA,NA,0,NA
1857-02-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-02 14:00:00,12.5,NA,2.2,1009.48,NA,73,NA,-12.78,NA,NA,NA,NA,-12.22,NA,NA,NA,NA,NA
1857-02-02 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.94,NA,NA,NA,NA,0,NA
1857-02-03,NA,NA,NA,NA,NA,NA,-16.11,NA,NA,-23.89,NA,NA,NA,-23.33,-8.89,NA,NA,"snow"
1857-02-03 07:00:00,NA,NA,NA,NA,NA,55,NA,-18.61,NA,NA,NA,NA,-16.83,NA,NA,NA,NA,NA
1857-02-03 09:00:00,13.89,270,1.66,1019.98,0,NA,NA,NA,NA,NA,NA,-16,NA,NA,NA,NA,0,NA
1857-02-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-03 14:00:00,14.72,NA,2.54,1018.15,NA,72.7,NA,-10.56,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA
1857-02-03 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.72,NA,NA,NA,NA,0,NA
1857-02-04,NA,NA,NA,NA,NA,NA,-3.78,NA,NA,-10.83,NA,NA,NA,-10.83,3.33,NA,NA,"empty"
1857-02-04 07:00:00,NA,NA,NA,NA,NA,88.5,NA,-0.56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1857-02-04 09:00:00,8.61,270,6.06,1000.81,0,NA,NA,NA,NA,NA,NA,-1.72,NA,NA,NA,NA,0,NA
1857-02-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-04 14:00:00,12.5,NA,6.87,1011.65,NA,91.6,NA,1.11,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA
1857-02-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,0,NA
1857-02-05,NA,NA,NA,NA,NA,NA,-1.33,NA,NA,-6.11,NA,NA,NA,-5.83,3.22,NA,NA,"empty"
1857-02-05 07:00:00,NA,NA,NA,NA,NA,87.6,NA,-5,NA,NA,NA,NA,-4.72,NA,NA,NA,NA,NA
1857-02-05 09:00:00,10.56,0,4.23,1012.33,0,NA,NA,NA,NA,NA,NA,-7.06,NA,NA,NA,NA,0,NA
1857-02-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-05 14:00:00,13.61,NA,4.17,1012.67,NA,79.1,NA,-4.44,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1857-02-05 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.44,NA,NA,NA,NA,0,NA
1857-02-06,NA,NA,NA,NA,NA,NA,2.33,NA,NA,-4.44,NA,NA,NA,-4.17,8.89,NA,NA,"rain"
1857-02-06 07:00:00,NA,NA,NA,NA,NA,91.5,NA,1.67,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA
1857-02-06 09:00:00,12.78,180,7.11,1013.34,0,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,0,NA
1857-02-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-06 14:00:00,15,NA,9.24,1012.67,NA,96.4,NA,5.83,NA,NA,NA,NA,6.11,NA,NA,NA,NA,NA
1857-02-06 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,0,NA
1857-02-07,NA,NA,NA,NA,NA,NA,7.06,NA,NA,4.33,NA,NA,NA,5,9.17,NA,NA,"empty"
1857-02-07 07:00:00,NA,NA,NA,NA,NA,88.2,NA,5.56,NA,NA,NA,NA,6.56,NA,NA,NA,NA,NA
1857-02-07 09:00:00,13.61,135,8.8,1008.2,0,NA,NA,NA,NA,NA,NA,4.06,NA,NA,NA,NA,12.5,NA
1857-02-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-07 14:00:00,12.5,NA,9.82,1004.17,NA,88.4,NA,6.94,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA
1857-02-07 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,23.38,NA
1857-02-08,NA,NA,NA,NA,NA,NA,4.44,NA,NA,-1.11,NA,NA,NA,-0.56,9.44,NA,NA,"rain"
1857-02-08 07:00:00,NA,NA,NA,NA,NA,92.9,NA,6.11,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA
1857-02-08 09:00:00,13.89,270,9.55,997.7,0,NA,NA,NA,NA,NA,NA,5.44,NA,NA,NA,NA,0,NA
1857-02-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-08 14:00:00,11.67,NA,6.1,1004.88,NA,93.8,NA,-0.83,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,NA
1857-02-08 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,NA,NA,NA,NA,0,NA
1857-02-09,NA,NA,NA,NA,NA,NA,-5.28,NA,NA,-11.11,NA,NA,NA,-11.11,0.56,NA,NA,"empty"
1857-02-09 07:00:00,NA,NA,NA,NA,NA,87.1,NA,-10.78,NA,NA,NA,NA,-10.56,NA,NA,NA,NA,NA
1857-02-09 09:00:00,14.33,315,2.98,1026.75,0,NA,NA,NA,NA,NA,NA,-12.44,NA,NA,NA,NA,0,NA
1857-02-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-09 14:00:00,16.11,NA,2.57,1026.18,NA,70,NA,-8.33,NA,NA,NA,NA,-7.5,NA,NA,NA,NA,NA
1857-02-09 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.56,NA,NA,NA,NA,0,NA
1857-02-10,NA,NA,NA,NA,NA,NA,-7.28,NA,NA,-14.72,NA,NA,NA,-14.72,0.17,NA,NA,"snow"
1857-02-10 07:00:00,NA,NA,NA,NA,NA,84.9,NA,-6.94,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1857-02-10 09:00:00,11.94,270,3.39,1010.43,0,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,0,NA
1857-02-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-10 14:00:00,11.56,NA,3.79,1022.89,NA,80.8,NA,-3.89,NA,NA,NA,NA,-3.44,NA,NA,NA,NA,NA
1857-02-10 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.17,NA,NA,NA,NA,0,NA
1857-02-11,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,-22.22,NA,NA,NA,-22.22,-11.11,NA,NA,"empty"
1857-02-11 07:00:00,NA,NA,NA,NA,NA,64.1,NA,-15.11,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA
1857-02-11 09:00:00,10,0,2.17,1029.26,0,NA,NA,NA,NA,NA,NA,-15.94,NA,NA,NA,NA,0,NA
1857-02-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-11 14:00:00,12.78,NA,1.9,1030.55,NA,61.1,NA,-15.56,NA,NA,NA,NA,-15.28,NA,NA,NA,NA,NA
1857-02-11 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.61,NA,NA,NA,NA,0,NA
1857-02-12,NA,NA,NA,NA,NA,NA,-12.61,NA,NA,-18.5,NA,NA,NA,-18.5,-6.67,NA,NA,"empty"
1857-02-12 07:00:00,NA,NA,NA,NA,NA,68.1,NA,-14.72,NA,NA,NA,NA,-14.44,NA,NA,NA,NA,NA
1857-02-12 09:00:00,12.67,90,2.24,1032.65,0,NA,NA,NA,NA,NA,NA,-16.78,NA,NA,NA,NA,0,NA
1857-02-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-12 14:00:00,15.56,NA,3.76,1027.77,NA,96,NA,-8.17,NA,NA,NA,NA,-8.06,NA,NA,NA,NA,NA
1857-02-12 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,0,NA
1857-02-13,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,-7.78,NA,NA,NA,-7.22,5,NA,NA,"empty"
1857-02-13 07:00:00,NA,NA,NA,NA,NA,95.1,NA,0.28,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1857-02-13 09:00:00,9.33,180,6.67,1007.86,0,NA,NA,NA,NA,NA,NA,-0.22,NA,NA,NA,NA,10.82,NA
1857-02-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-13 14:00:00,14.44,NA,7.92,1006.06,NA,91.7,NA,3.33,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA
1857-02-13 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,0,NA
1857-02-14,NA,NA,NA,NA,NA,NA,1.39,NA,NA,-5,NA,NA,NA,-5,7.78,NA,NA,"empty"
1857-02-14 07:00:00,NA,NA,NA,NA,NA,94,NA,-2.5,NA,NA,NA,NA,-2.22,NA,NA,NA,NA,NA
1857-02-14 09:00:00,12.78,135,4.61,1019.37,0,NA,NA,NA,NA,NA,NA,-3.78,NA,NA,NA,NA,0,NA
1857-02-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-14 14:00:00,11.11,NA,6.1,1012.67,NA,93.9,NA,-0.83,NA,NA,NA,NA,2.78,NA,NA,NA,NA,NA
1857-02-14 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,NA,NA,NA,NA,0,NA
1857-02-15,NA,NA,NA,NA,NA,NA,3.67,NA,NA,-0.56,NA,NA,NA,-0.56,7.78,NA,NA,"rain"
1857-02-15 07:00:00,NA,NA,NA,NA,NA,96,NA,0,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA
1857-02-15 09:00:00,12.78,225,7.08,1008.26,15.75,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,8.84,NA
1857-02-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-15 14:00:00,11.67,NA,7.79,1007.86,NA,93.4,NA,3.06,NA,NA,NA,NA,3.61,NA,NA,NA,NA,NA
1857-02-15 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,0,NA
1857-02-16,NA,NA,NA,NA,NA,NA,5.11,NA,NA,3.33,NA,NA,NA,3.61,6.67,NA,NA,"rain"
1857-02-16 07:00:00,NA,NA,NA,NA,NA,98.6,NA,1.28,NA,NA,NA,NA,1.56,NA,NA,NA,NA,NA
1857-02-16 09:00:00,13.89,180,8.5,1005.22,12.7,NA,NA,NA,NA,NA,NA,3.67,NA,NA,NA,NA,8.84,NA
1857-02-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-16 14:00:00,16.39,NA,7.96,1005.42,NA,85.9,NA,3.89,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
1857-02-16 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,NA,NA,NA,NA,0,NA
1857-02-17,NA,NA,NA,NA,NA,NA,5.94,NA,NA,1.67,NA,NA,NA,1.94,10,NA,NA,"empty"
1857-02-17 07:00:00,NA,NA,NA,NA,NA,91.7,NA,3.33,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-02-17 09:00:00,16.11,180,7.92,1006.57,0,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,0,NA
1857-02-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-17 14:00:00,13.61,NA,7.35,1002.2,NA,98,NA,8.33,NA,NA,NA,NA,9.17,NA,NA,NA,NA,NA
1857-02-17 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,NA,NA,NA,NA,10.82,NA
1857-02-18,NA,NA,NA,NA,NA,NA,8.61,NA,NA,6.67,NA,NA,NA,6.67,10.56,NA,NA,"empty"
1857-02-18 07:00:00,NA,NA,NA,NA,NA,92.2,NA,1.94,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA
1857-02-18 09:00:00,15.56,0,7.48,1010.5,0,NA,NA,NA,NA,NA,NA,3.17,NA,NA,NA,NA,0,NA
1857-02-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-18 14:00:00,17.22,NA,7.48,1009.21,NA,92.2,NA,1.94,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA
1857-02-18 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,NA,NA,NA,NA,0,NA
1857-02-19,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,-6.67,NA,NA,NA,-6.67,2.22,NA,NA,"empty"
1857-02-19 07:00:00,NA,NA,NA,NA,NA,93.7,NA,-6.78,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1857-02-19 09:00:00,13.33,0,4.1,1005.89,0,NA,NA,NA,NA,NA,NA,3.17,NA,NA,NA,NA,0,NA
1857-02-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-19 14:00:00,17.22,NA,4.67,1012.87,NA,87.2,NA,-4.17,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1857-02-19 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.89,NA,NA,NA,NA,0,NA
1857-02-20,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,-7.78,NA,NA,NA,-7.78,-3.33,NA,NA,"snow"
1857-02-20 07:00:00,NA,NA,NA,NA,NA,93.9,NA,-7.89,NA,NA,NA,NA,-7.78,NA,NA,NA,NA,NA
1857-02-20 09:00:00,16.11,315,3.83,1012.6,0,NA,NA,NA,NA,NA,NA,-8.72,NA,NA,NA,NA,0,NA
1857-02-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-20 14:00:00,15.72,NA,4.81,1009.55,NA,95.1,NA,-4.56,NA,NA,NA,NA,-4.44,NA,NA,NA,NA,NA
1857-02-20 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.28,NA,NA,NA,NA,0,NA
1857-02-21,NA,NA,NA,NA,NA,NA,-1.39,NA,NA,-5.56,NA,NA,NA,-5.56,2.78,NA,NA,"rain | snow"
1857-02-21 07:00:00,NA,NA,NA,NA,NA,95.2,NA,-4,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1857-02-21 09:00:00,10,45,5.01,1002.51,0,NA,NA,NA,NA,NA,NA,-4.61,NA,NA,NA,NA,0,NA
1857-02-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-21 14:00:00,2.78,NA,6.03,1001.15,NA,86.2,NA,-0.11,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA
1857-02-21 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78,NA,NA,NA,NA,0,NA
1857-02-22,NA,NA,NA,NA,NA,NA,-1.39,NA,NA,-2.78,NA,NA,NA,-5.56,2.78,NA,NA,"empty"
1857-02-22 07:00:00,NA,NA,NA,NA,NA,89.6,NA,-0.56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1857-02-22 09:00:00,9.72,270,6.03,1011.18,0,NA,NA,NA,NA,NA,NA,-1.72,NA,NA,NA,NA,0,NA
1857-02-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-22 14:00:00,12.78,NA,6.5,1008.4,NA,96.5,NA,0,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA
1857-02-22 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,23.38,NA
1857-02-23,NA,NA,NA,NA,NA,NA,1.22,NA,NA,-0.83,NA,NA,NA,-0.83,3.33,NA,NA,"empty"
1857-02-23 07:00:00,NA,NA,NA,NA,NA,86.2,NA,0,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1857-02-23 09:00:00,11.67,225,6.33,1001.49,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,8.84,NA
1857-02-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-23 14:00:00,19.44,NA,7.18,1003.93,NA,91.8,NA,1.39,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA
1857-02-23 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,8.84,NA
1857-02-24,NA,NA,NA,NA,NA,NA,3.33,NA,NA,-0.56,NA,NA,NA,-0.56,7.22,NA,NA,"rain"
1857-02-24 07:00:00,NA,NA,NA,NA,NA,80.3,NA,1,NA,NA,NA,NA,2.39,NA,NA,NA,NA,NA
1857-02-24 09:00:00,16.28,180,6.23,1003.59,0,NA,NA,NA,NA,NA,NA,-1.22,NA,NA,NA,NA,6.25,NA
1857-02-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-24 14:00:00,16.28,NA,9.21,993.97,NA,92.7,NA,5.56,NA,NA,NA,NA,6.11,NA,NA,NA,NA,NA
1857-02-24 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,NA,NA,NA,NA,14.25,NA
1857-02-25,NA,NA,NA,NA,NA,NA,5.94,NA,NA,2.5,NA,NA,NA,2.78,9.17,NA,NA,"rain"
1857-02-25 07:00:00,NA,NA,NA,NA,NA,88,NA,3.89,NA,NA,NA,NA,4.17,NA,NA,NA,NA,NA
1857-02-25 09:00:00,18.78,270,7.62,1000,0,NA,NA,NA,NA,NA,NA,1.83,NA,NA,NA,NA,8.84,NA
1857-02-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-25 14:00:00,16.39,NA,6.94,1004.17,NA,95.7,NA,2.5,NA,NA,NA,NA,2.78,NA,NA,NA,NA,NA
1857-02-25 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,10.82,NA
1857-02-26,NA,NA,NA,NA,NA,NA,-1.28,NA,NA,-6.94,NA,NA,NA,-6.94,4.44,NA,NA,"snow"
1857-02-26 07:00:00,NA,NA,NA,NA,NA,93.9,NA,-6.22,NA,NA,NA,NA,-6.11,NA,NA,NA,NA,NA
1857-02-26 09:00:00,13.06,315,4.27,1016.26,0,NA,NA,NA,NA,NA,NA,-7.06,NA,NA,NA,NA,10.82,NA
1857-02-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-26 14:00:00,20.83,NA,4.4,1019.84,NA,88.1,NA,-5,NA,NA,NA,NA,-4.72,NA,NA,NA,NA,NA
1857-02-26 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.78,NA,NA,NA,NA,10.82,NA
1857-02-27,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,-12.33,NA,NA,NA,-12.22,-3.33,NA,NA,"empty"
1857-02-27 07:00:00,NA,NA,NA,NA,NA,95.1,NA,-11.5,NA,NA,NA,NA,-11.39,NA,NA,NA,NA,NA
1857-02-27 09:00:00,16.67,90,3.01,1019.64,0,NA,NA,NA,NA,NA,NA,-12.33,NA,NA,NA,NA,0,NA
1857-02-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-27 14:00:00,17.5,NA,3.66,1012.87,NA,86,NA,-7.5,NA,NA,NA,NA,-7.22,NA,NA,NA,NA,NA
1857-02-27 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.61,NA,NA,NA,NA,0,NA
1857-02-28,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,-9.83,NA,NA,NA,-9.83,-2.33,NA,NA,"snow"
1857-02-28 07:00:00,NA,NA,NA,NA,NA,94.7,NA,-8.89,NA,NA,NA,NA,-8.78,NA,NA,NA,NA,NA
1857-02-28 09:00:00,11.39,225,3.62,997.22,0,NA,NA,NA,NA,NA,NA,-9.72,NA,NA,NA,NA,0,NA
1857-02-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-02-28 14:00:00,12.22,NA,5.01,991.4,NA,95.2,NA,-4,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1857-02-28 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,NA,NA,NA,NA,0,NA
1857-03-01,NA,NA,NA,NA,NA,NA,-5.78,NA,NA,-7.78,NA,NA,NA,-7.67,-3.89,NA,NA,"empty"
1857-03-01 07:00:00,NA,NA,NA,NA,NA,72.8,NA,-7.22,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1857-03-01 09:00:00,13.33,225,3.18,1008.33,0,NA,NA,NA,NA,NA,NA,-11.39,NA,NA,NA,NA,11.52,NA
1857-03-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-01 14:00:00,12.78,NA,3.08,992.82,NA,73,NA,-7.78,NA,NA,NA,NA,-7.22,NA,NA,NA,NA,NA
1857-03-01 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.94,NA,NA,NA,NA,0,NA
1857-03-02,NA,NA,NA,NA,NA,NA,-11.61,NA,NA,-17.17,NA,NA,NA,-17.17,-6,NA,NA,"empty"
1857-03-02 07:00:00,NA,NA,NA,NA,NA,72.5,NA,-16.22,NA,NA,NA,NA,-16.11,NA,NA,NA,NA,NA
1857-03-02 09:00:00,11.39,0,2.17,1000.81,0,NA,NA,NA,NA,NA,NA,-17.06,NA,NA,NA,NA,10.82,NA
1857-03-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-02 14:00:00,8.61,NA,2.37,1010.97,NA,73.1,NA,-11.67,NA,NA,NA,NA,-11.11,NA,NA,NA,NA,NA
1857-03-02 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.83,NA,NA,NA,NA,0,NA
1857-03-03,NA,NA,NA,NA,NA,NA,-14.67,NA,NA,-19.44,NA,NA,NA,-18.89,-10.39,NA,NA,"empty"
1857-03-03 07:00:00,NA,NA,NA,NA,NA,72.7,NA,-14.72,NA,NA,NA,NA,-14.72,NA,NA,NA,NA,NA
1857-03-03 09:00:00,11.67,45,2.54,1010.77,0,NA,NA,NA,NA,NA,NA,-14.72,NA,NA,NA,NA,0,NA
1857-03-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-03 14:00:00,2.78,NA,3.86,1004.13,NA,87.4,NA,-15.22,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1857-03-03 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.56,NA,NA,NA,NA,0,NA
1857-03-04,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,-14,NA,NA,NA,-13.89,-1.67,NA,NA,"snow"
1857-03-04 07:00:00,NA,NA,NA,NA,NA,95.6,NA,-3.33,NA,NA,NA,NA,-3.22,NA,NA,NA,NA,NA
1857-03-04 09:00:00,12.67,225,5.25,1005.35,6.35,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,0,NA
1857-03-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-04 14:00:00,12.78,NA,4.74,1006.57,NA,89.3,NA,-2.22,NA,NA,NA,NA,-1.39,NA,NA,NA,NA,NA
1857-03-04 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.44,NA,NA,NA,NA,0,NA
1857-03-05,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,-7.89,NA,NA,NA,-7.78,-1.11,NA,NA,"snow"
