"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Niagara","43.15","-79.3","82","America/Toronto","5","71171","6136626"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"au","phenomemon","atmospheric material",NA,"text","daily","historical","original_observation","field method","c",NA
"ch","cloud type","atmospheric material",NA,"cloudatlas","sub-daily","historical","original_observation","field method","c",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"e_mean","specific humidity","atmospheric material",NA,"hPa","daily","instrumental","mean","computational method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rh_mean","relative humidity","atmospheric material",NA,"%","daily","instrumental","mean","computational method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","au","ch","dd","e","e_mean","pr","ptb","pte","rh","rh_mean","rr","sd","ta","ta_mean","ta_range","Tn","Tx","w"
1861-03-20,"empty",NA,NA,NA,4.27,0,"empty,empty","empty,empty",NA,90.33,0,0,NA,-3.44,-6.22,-10.61,0.94,NA
1861-03-20 07:00:00,NA,NA,90,3.18,NA,NA,NA,NA,93,NA,NA,NA,-7.17,NA,NA,NA,NA,0
1861-03-20 14:00:00,NA,NA,45,4.3,NA,NA,NA,NA,81,NA,NA,NA,-1.67,NA,NA,NA,NA,1
1861-03-20 21:00:00,NA,"Ch6",90,5.32,NA,NA,NA,NA,97,NA,NA,NA,-1.5,NA,NA,NA,NA,1
1861-03-21,"empty",NA,NA,NA,4.29,1.27,"empty","empty",NA,87.66,0,12.7,NA,-2.58,-12.28,-5.28,0.22,NA
1861-03-21 07:00:00,NA,NA,180,4.03,NA,NA,NA,NA,96,NA,NA,NA,-4.67,NA,NA,NA,NA,1
1861-03-21 14:00:00,NA,NA,292.5,4.67,NA,NA,NA,NA,90,NA,NA,NA,-2,NA,NA,NA,NA,1
1861-03-21 21:00:00,NA,NA,0,4.17,NA,NA,NA,NA,77,NA,NA,NA,-1.06,NA,NA,NA,NA,1
1861-03-22,"empty",NA,NA,NA,4.22,0,"empty","empty",NA,73.66,0,NA,NA,-0.5,-10.44,-2.78,4.56,NA
1861-03-22 07:00:00,NA,NA,270,3.96,NA,NA,NA,NA,72,NA,NA,NA,-1.11,NA,NA,NA,NA,1
1861-03-22 14:00:00,NA,NA,270,4.2,NA,NA,NA,NA,63,NA,NA,NA,1.56,NA,NA,NA,NA,0
1861-03-22 21:00:00,NA,NA,180,4.5,NA,NA,NA,NA,86,NA,NA,NA,-1.94,NA,NA,NA,NA,0
1861-03-23,"empty",NA,NA,NA,5.35,1.82,"8:30 am","empty",NA,65.33,0,0,NA,4.57,-4.78,-2.33,10.67,NA
1861-03-23 07:00:00,NA,"Cm8",180,4.57,NA,NA,NA,NA,61,NA,NA,NA,3.5,NA,NA,NA,NA,0
1861-03-23 14:00:00,NA,"Cm8",135,6.6,NA,NA,NA,NA,68,NA,NA,NA,7.56,NA,NA,NA,NA,0
1861-03-23 21:00:00,NA,"Cm8",NA,4.88,NA,NA,NA,NA,67,NA,NA,NA,2.67,NA,NA,NA,NA,27
1861-03-24,"empty",NA,NA,NA,NA,0,"empty","empty",NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA
1861-03-24 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-24 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-24 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-25,"empty",NA,NA,NA,5.81,0,"empty,empty","empty,empty",NA,74.66,0,0,NA,4.28,-2.33,-3.61,11.83,NA
1861-03-25 07:00:00,NA,NA,180,4.74,NA,NA,NA,NA,77,NA,NA,NA,0.17,NA,NA,NA,NA,0
1861-03-25 14:00:00,NA,NA,180,5.69,NA,NA,NA,NA,47,NA,NA,NA,10.44,NA,NA,NA,NA,0
1861-03-25 21:00:00,NA,NA,180,7.01,NA,NA,NA,NA,100,NA,NA,NA,2.22,NA,NA,NA,NA,0
1861-03-26,"empty",NA,NA,NA,9.67,17.82,"6:15 pm","empty",NA,94.33,0,0,NA,7.85,-6,1.94,13.72,NA
1861-03-26 07:00:00,NA,"Cm8",180,9.72,NA,NA,NA,NA,99,NA,NA,NA,7.67,NA,NA,NA,NA,1
1861-03-26 14:00:00,NA,NA,180,11.65,NA,NA,NA,NA,84,NA,NA,NA,12.67,NA,NA,NA,NA,1
1861-03-26 21:00:00,NA,NA,90,7.65,NA,NA,NA,NA,100,NA,NA,NA,3.22,NA,NA,NA,NA,1
1861-03-27,"empty",NA,NA,NA,6.78,7.59,"5 pm","empty",NA,75.33,17.82,0,NA,5.59,-7.39,-0.28,10.11,NA
1861-03-27 07:00:00,NA,"Ch6",180,9.31,NA,NA,NA,NA,92,NA,NA,NA,8,NA,NA,NA,NA,2
1861-03-27 14:00:00,NA,"Ch6",NA,6.37,NA,NA,NA,NA,68,NA,NA,NA,6.67,NA,NA,NA,NA,5
1861-03-27 21:00:00,NA,NA,225,4.67,NA,NA,NA,NA,66,NA,NA,NA,2.11,NA,NA,NA,NA,16
1861-03-28,"empty",NA,NA,NA,5.22,0,"empty","empty",NA,78.33,7.59,NA,NA,1.74,-11.56,-2.22,4,NA
1861-03-28 07:00:00,NA,"Ch6",225,4.91,NA,NA,NA,NA,76,NA,NA,NA,1.56,NA,NA,NA,NA,11
1861-03-28 14:00:00,NA,"Ch6",270,5.42,NA,NA,NA,NA,83,NA,NA,NA,1.11,NA,NA,NA,NA,5
1861-03-28 21:00:00,NA,NA,90,5.32,NA,NA,NA,NA,76,NA,NA,NA,2.56,NA,NA,NA,NA,0
1861-03-29,"empty",NA,NA,NA,8.01,0,"11 am","empty",NA,71.5,0,0,NA,8.64,-6.28,0.56,12.06,NA
1861-03-29 07:00:00,NA,"Ch6",90,5.76,NA,NA,NA,NA,66,NA,NA,NA,5.17,NA,NA,NA,NA,1
1861-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-29 21:00:00,NA,NA,135,10.26,NA,NA,NA,NA,77,NA,NA,NA,12.11,NA,NA,NA,NA,2
1861-03-30,"empty",NA,NA,NA,5.45,12.37,"1 pm","empty",NA,83.5,0,0,NA,1.47,-1,-1.94,14.83,NA
1861-03-30 07:00:00,NA,NA,292.5,5.62,NA,NA,NA,NA,87,NA,NA,NA,1.28,NA,NA,NA,NA,5
1861-03-30 14:00:00,NA,NA,315,5.28,NA,NA,NA,NA,80,NA,NA,NA,1.67,NA,NA,NA,NA,5
1861-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-03-31,"empty",NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,12.37,0,NA,NA,NA,NA,NA,NA
1861-03-31 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-31 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-31 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-01,"empty",NA,NA,NA,5.77,7.62,"empty","empty",NA,89.6,0,76.2,NA,1.02,-14.06,-1.94,1.78,NA
1861-04-01 07:00:00,NA,NA,90,4.74,NA,NA,NA,NA,69,NA,NA,NA,1.78,NA,NA,NA,NA,1
1861-04-01 14:00:00,NA,NA,90,6.13,NA,NA,NA,NA,100,NA,NA,NA,0.17,NA,NA,NA,NA,1
1861-04-01 21:00:00,NA,NA,180,6.43,NA,NA,NA,NA,100,NA,NA,NA,1.11,NA,NA,NA,NA,1
1861-04-02,"empty",NA,NA,NA,6.05,5.08,"empty","empty",NA,88.33,0,50.8,NA,1.92,-15.39,0.22,2.61,NA
1861-04-02 07:00:00,NA,NA,180,5.76,NA,NA,NA,NA,91,NA,NA,NA,0.89,NA,NA,NA,NA,1
1861-04-02 14:00:00,NA,"Cm8",NA,5.93,NA,NA,NA,NA,84,NA,NA,NA,2.11,NA,NA,NA,NA,0
1861-04-02 21:00:00,NA,NA,180,6.47,NA,NA,NA,NA,90,NA,NA,NA,2.78,NA,NA,NA,NA,0
1861-04-03,"empty",NA,NA,NA,5.73,0,"empty,empty","empty,empty",NA,83,0,0,NA,1.81,-11.39,-2.5,3.89,NA
1861-04-03 07:00:00,NA,NA,180,6.03,NA,NA,NA,NA,76,NA,NA,NA,3.78,NA,NA,NA,NA,0
1861-04-03 14:00:00,NA,NA,270,5.66,NA,NA,NA,NA,83,NA,NA,NA,1.56,NA,NA,NA,NA,0
1861-04-03 21:00:00,NA,NA,90,5.52,NA,NA,NA,NA,90,NA,NA,NA,0.11,NA,NA,NA,NA,0
1861-04-04,"empty",NA,NA,NA,5.7,0,"empty,empty","empty,empty",NA,86,0,0,NA,1.78,-12.39,-1.39,4,NA
1861-04-04 07:00:00,NA,NA,90,5.49,NA,NA,NA,NA,74,NA,NA,NA,3.22,NA,NA,NA,NA,0
1861-04-04 14:00:00,NA,"Cm8",0,6.2,NA,NA,NA,NA,90,NA,NA,NA,2.11,NA,NA,NA,NA,1
1861-04-04 21:00:00,NA,NA,90,5.42,NA,NA,NA,NA,94,NA,NA,NA,0,NA,NA,NA,NA,0
1861-04-05,"empty",NA,NA,NA,6.39,0,"empty,empty","empty,empty",NA,90,0,0,NA,2.76,-8.44,-2.5,6.83,NA
1861-04-05 07:00:00,NA,NA,90,6.6,NA,NA,NA,NA,93,NA,NA,NA,2.83,NA,NA,NA,NA,0
1861-04-05 14:00:00,NA,NA,45,6.16,NA,NA,NA,NA,83,NA,NA,NA,3.39,NA,NA,NA,NA,0
1861-04-05 21:00:00,NA,NA,90,6.4,NA,NA,NA,NA,94,NA,NA,NA,2.06,NA,NA,NA,NA,1
1861-04-06,"empty",NA,NA,NA,6.16,0,"empty,empty","empty,empty",NA,73.33,0,0,NA,5.07,-8.67,-0.78,8.33,NA
1861-04-06 07:00:00,NA,NA,45,6.67,NA,NA,NA,NA,83,NA,NA,NA,4.44,NA,NA,NA,NA,1
1861-04-06 14:00:00,NA,"Ch6",45,6.06,NA,NA,NA,NA,71,NA,NA,NA,5,NA,NA,NA,NA,2
1861-04-06 21:00:00,NA,NA,90,5.76,NA,NA,NA,NA,66,NA,NA,NA,5.78,NA,NA,NA,NA,1
1861-04-07,"empty",NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-04-07 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-07 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-07 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-08,"empty",NA,NA,NA,7.54,0,"empty,empty","empty,empty",NA,71,0,0,NA,8.48,-5.89,1.67,13.56,NA
1861-04-08 07:00:00,NA,NA,90,6.84,NA,NA,NA,NA,71,NA,NA,NA,7.11,NA,NA,NA,NA,0
1861-04-08 14:00:00,NA,"Cm8",112.5,8.4,NA,NA,NA,NA,61,NA,NA,NA,11.94,NA,NA,NA,NA,1
1861-04-08 21:00:00,NA,NA,90,7.38,NA,NA,NA,NA,81,NA,NA,NA,6.39,NA,NA,NA,NA,0
1861-04-09,"empty",NA,NA,NA,7.86,4.46,"am","am",NA,90.33,0,0,NA,5.37,-12.22,2.78,8.33,NA
1861-04-09 07:00:00,NA,NA,90,7.21,NA,NA,NA,NA,94,NA,NA,NA,3.78,NA,NA,NA,NA,1
1861-04-09 14:00:00,NA,"Ch6",45,7.15,NA,NA,NA,NA,87,NA,NA,NA,4.78,NA,NA,NA,NA,5
1861-04-09 21:00:00,NA,NA,90,9.21,NA,NA,NA,NA,90,NA,NA,NA,7.56,NA,NA,NA,NA,1
1861-04-10,"empty",NA,NA,NA,6.99,0,"empty,empty","empty,empty",NA,91.66,4.46,0,NA,3.81,-9.06,-0.56,8.17,NA
1861-04-10 07:00:00,NA,NA,90,7.31,NA,NA,NA,NA,85,NA,NA,NA,5.56,NA,NA,NA,NA,0
1861-04-10 14:00:00,NA,NA,45,7.28,NA,NA,NA,NA,90,NA,NA,NA,4.5,NA,NA,NA,NA,0
1861-04-10 21:00:00,NA,NA,90,6.37,NA,NA,NA,NA,100,NA,NA,NA,12.5,NA,NA,NA,NA,0
1861-04-11,"empty",NA,NA,NA,9.59,0,"empty,empty","empty,empty",NA,95.33,0,0,NA,7.33,-5.06,-0.94,11.78,NA
1861-04-11 07:00:00,NA,NA,67.5,8.57,NA,NA,NA,NA,91,NA,NA,NA,6.56,NA,NA,NA,NA,0
1861-04-11 14:00:00,NA,NA,67.5,8.6,NA,NA,NA,NA,98,NA,NA,NA,5.56,NA,NA,NA,NA,1
1861-04-11 21:00:00,NA,NA,112.5,11.62,NA,NA,NA,NA,97,NA,NA,NA,9.89,NA,NA,NA,NA,1
1861-04-12,"empty",NA,NA,NA,11.05,0.99,"not known","6 am",NA,81.66,0,NA,NA,12.63,-4.89,5.28,18.17,NA
1861-04-12 07:00:00,NA,"Cm8",180,9.38,NA,NA,NA,NA,80,NA,NA,NA,10.11,NA,NA,NA,NA,1
1861-04-12 14:00:00,NA,"Cm8",180,12.43,NA,NA,NA,NA,65,NA,NA,NA,17.89,NA,NA,NA,NA,1
1861-04-12 21:00:00,NA,NA,180,11.34,NA,NA,NA,NA,100,NA,NA,NA,9.89,NA,NA,NA,NA,1
1861-04-13,"empty",NA,NA,NA,11.2,5.12,"6:45 pm","empty",NA,92.66,0.99,0,NA,-6.52,-7.11,5.83,16.5,NA
1861-04-13 07:00:00,NA,"Cm8",180,11.99,NA,NA,NA,NA,96,NA,NA,NA,10.72,NA,NA,NA,NA,0
1861-04-13 14:00:00,NA,"Ch6",90,11.38,NA,NA,NA,NA,94,NA,NA,NA,9.94,NA,NA,NA,NA,0
1861-04-13 21:00:00,NA,NA,180,10.23,NA,NA,NA,NA,88,NA,NA,NA,9.78,NA,NA,NA,NA,1
1861-04-14,"empty",NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,5.12,0,NA,NA,NA,NA,NA,NA
1861-04-14 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-14 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-14 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-15,"empty",NA,NA,NA,5.96,0,"empty,empty","empty,empty",NA,84.33,0,0,NA,2.5,-9.06,0.83,9.56,NA
1861-04-15 07:00:00,NA,NA,270,5.89,NA,NA,NA,NA,83,NA,NA,NA,2.61,NA,NA,NA,NA,0
1861-04-15 14:00:00,NA,"Cm8",45,6.23,NA,NA,NA,NA,85,NA,NA,NA,3.33,NA,NA,NA,NA,0
1861-04-15 21:00:00,NA,NA,180,5.76,NA,NA,NA,NA,85,NA,NA,NA,1.56,NA,NA,NA,NA,0
1861-04-16,"empty",NA,NA,NA,6.33,0,"empty,empty","empty,empty",NA,87,0,0,NA,2.67,-12.39,-0.56,4.83,NA
1861-04-16 07:00:00,NA,"Cm8",90,6.03,NA,NA,NA,NA,86,NA,NA,NA,2.11,NA,NA,NA,NA,2
1861-04-16 14:00:00,NA,NA,0,6.64,NA,NA,NA,NA,88,NA,NA,NA,3.22,NA,NA,NA,NA,1
1861-04-16 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1861-04-17,"empty",NA,NA,NA,6.15,2.54,"empty","empty",NA,85,0,25.4,NA,2.67,-10.78,-0.89,6.11,NA
1861-04-17 07:00:00,NA,NA,NA,5.42,NA,NA,NA,NA,83,NA,NA,NA,1,NA,NA,NA,NA,1
1861-04-17 14:00:00,NA,"Ch6",292.5,7.96,NA,NA,NA,NA,97,NA,NA,NA,4.89,NA,NA,NA,NA,1
1861-04-17 21:00:00,NA,NA,270,5.08,NA,NA,NA,NA,75,NA,NA,NA,2.11,NA,NA,NA,NA,2
1861-04-18,"empty",NA,NA,NA,5.82,2.64,"empty","empty",NA,93,0,25.4,NA,0.78,-12.83,-2.06,2.89,NA
1861-04-18 07:00:00,NA,NA,180,5.05,NA,NA,NA,NA,79,NA,NA,NA,1.28,NA,NA,NA,NA,0
1861-04-18 14:00:00,NA,NA,135,6.16,NA,NA,NA,NA,100,NA,NA,NA,0.72,NA,NA,NA,NA,0
1861-04-18 21:00:00,NA,NA,90,6.26,NA,NA,NA,NA,100,NA,NA,NA,0.33,NA,NA,NA,NA,1
1861-04-19,"empty",NA,NA,NA,5.33,4.12,"empty","empty",NA,74,0,40.64,NA,2.68,-10.22,-0.67,6.89,NA
1861-04-19 07:00:00,NA,NA,0,4.5,NA,NA,NA,NA,66,NA,NA,NA,1.67,NA,NA,NA,NA,1
1861-04-19 14:00:00,NA,NA,315,5.38,NA,NA,NA,NA,69,NA,NA,NA,3.78,NA,NA,NA,NA,1
1861-04-19 21:00:00,NA,"Cm8",270,6.1,NA,NA,NA,NA,87,NA,NA,NA,2.61,NA,NA,NA,NA,1
1861-04-20,"empty",NA,NA,NA,6.56,0,"empty,empty","empty,empty",NA,71,0,0,NA,6.57,-7.61,-0.22,9.94,NA
1861-04-20 07:00:00,NA,NA,270,6.03,NA,NA,NA,NA,71,NA,NA,NA,5.06,NA,NA,NA,NA,0
1861-04-20 14:00:00,NA,"Cm8",180,6.2,NA,NA,NA,NA,54,NA,NA,NA,9.33,NA,NA,NA,NA,5
1861-04-20 21:00:00,NA,NA,225,7.45,NA,NA,NA,NA,88,NA,NA,NA,5.33,NA,NA,NA,NA,0
1861-04-21,"empty",NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-04-21 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-21 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-21 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-22,"empty",NA,NA,NA,13.23,0,"empty,empty","empty,empty",NA,79.33,0,0,NA,15.28,5,2.5,25.28,NA
1861-04-22 07:00:00,NA,NA,270,8.77,NA,NA,NA,NA,92,NA,NA,NA,6.39,NA,NA,NA,NA,0
1861-04-22 14:00:00,NA,NA,180,14.9,NA,NA,NA,NA,58,NA,NA,NA,22.44,NA,NA,NA,NA,27
1861-04-22 21:00:00,NA,NA,270,16.02,NA,NA,NA,NA,88,NA,NA,NA,17,NA,NA,NA,NA,1
1861-04-23,"empty",NA,NA,NA,10.3,0,"empty,empty","empty,empty",NA,99,0,0,NA,8.17,-1.17,5.22,18.5,NA
1861-04-23 07:00:00,NA,"Cm8",270,11.41,NA,NA,NA,NA,100,NA,NA,NA,9.56,NA,NA,NA,NA,0
1861-04-23 14:00:00,NA,"Cm8",67.5,10.84,NA,NA,NA,NA,98,NA,NA,NA,9.61,NA,NA,NA,NA,0
1861-04-23 21:00:00,NA,"Cm8",45,8.67,NA,NA,NA,NA,99,NA,NA,NA,5.33,NA,NA,NA,NA,0
1861-04-24,"empty",NA,NA,NA,11.16,4.95,"2:30 pm","empty",NA,85,0,0,NA,11.61,-5.61,4.61,16.78,NA
1861-04-24 07:00:00,NA,"Cm8",180,13.11,NA,NA,NA,NA,99,NA,NA,NA,11.39,NA,NA,NA,NA,1
1861-04-24 14:00:00,NA,"Cm8",NA,11.34,NA,NA,NA,NA,69,NA,NA,NA,15.33,NA,NA,NA,NA,11
1861-04-24 21:00:00,NA,"Ch6",NA,9.04,NA,NA,NA,NA,87,NA,NA,NA,8.11,NA,NA,NA,NA,1
1861-04-25,"empty",NA,NA,NA,9.43,0,"empty,empty","empty,empty",NA,94.33,4.95,0,NA,7.64,-11.56,5.39,11.61,NA
1861-04-25 07:00:00,NA,"Cm8",247.5,9.08,NA,NA,NA,NA,94,NA,NA,NA,6.94,NA,NA,NA,NA,1
1861-04-25 14:00:00,NA,"Ch6",270,9.89,NA,NA,NA,NA,90,NA,NA,NA,8.89,NA,NA,NA,NA,1
1861-04-25 21:00:00,NA,NA,180,9.35,NA,NA,NA,NA,99,NA,NA,NA,7.11,NA,NA,NA,NA,0
1861-04-26,"empty",NA,NA,NA,8.28,0,"empty,empty","empty,empty",NA,89.66,0,0,NA,6.26,-9.67,1.39,9.5,NA
1861-04-26 07:00:00,NA,NA,270,8.3,NA,NA,NA,NA,86,NA,NA,NA,6.89,NA,NA,NA,NA,0
1861-04-26 14:00:00,NA,"Cm8",45,7.82,NA,NA,NA,NA,83,NA,NA,NA,6.22,NA,NA,NA,NA,2
1861-04-26 21:00:00,NA,NA,90,8.74,NA,NA,NA,NA,100,NA,NA,NA,5.67,NA,NA,NA,NA,1
1861-04-27,"empty",NA,NA,NA,12.19,0,"10:15 am","empty",NA,99.33,0,0,NA,10.46,4.06,2.22,24.06,NA
1861-04-27 07:00:00,NA,NA,180,8.97,NA,NA,NA,NA,98,NA,NA,NA,6.56,NA,NA,NA,NA,0
1861-04-27 14:00:00,NA,NA,45,14.19,NA,NA,NA,NA,100,NA,NA,NA,13,NA,NA,NA,NA,0
1861-04-27 21:00:00,NA,NA,90,13.41,NA,NA,NA,NA,100,NA,NA,NA,11.83,NA,NA,NA,NA,0
1861-04-28,"empty",NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-04-28 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-28 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-28 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-04-29,"empty",NA,NA,NA,12.14,0,"empty,empty","empty,empty",NA,75,0,0,NA,14.87,-1.67,4.11,20.22,NA
1861-04-29 07:00:00,NA,NA,180,10.43,NA,NA,NA,NA,74,NA,NA,NA,12.44,NA,NA,NA,NA,0
1861-04-29 14:00:00,NA,NA,225,13.44,NA,NA,NA,NA,60,NA,NA,NA,19.78,NA,NA,NA,NA,34
1861-04-29 21:00:00,NA,"Cm2",180,12.56,NA,NA,NA,NA,91,NA,NA,NA,12.39,NA,NA,NA,NA,1
1861-04-30,"empty",NA,NA,NA,10.35,0,"empty,empty","empty,empty",NA,83,0,0,NA,10.68,-6.56,5.11,16.33,NA
1861-04-30 07:00:00,NA,NA,180,10.67,NA,NA,NA,NA,89,NA,NA,NA,9.72,NA,NA,NA,NA,1
1861-04-30 14:00:00,NA,"Cl9",225,10.36,NA,NA,NA,NA,62,NA,NA,NA,14.67,NA,NA,NA,NA,1
1861-04-30 21:00:00,NA,NA,90,10.02,NA,NA,NA,NA,98,NA,NA,NA,7.67,NA,NA,NA,NA,0
1861-05-01,NA,NA,NA,NA,5.37,21.78,"during night.","6 am",NA,78.66,0,0,NA,2.42,-8.72,0,9.06,NA
1861-05-01 07:00:00,NA,"Ch0",0,6.3,NA,NA,NA,NA,100,NA,NA,NA,0.44,NA,NA,NA,NA,16
1861-05-01 14:00:00,NA,"Ch6",315,5.38,NA,NA,NA,NA,72,NA,NA,NA,3.06,NA,NA,NA,NA,16
1861-05-01 21:00:00,NA,"Ch0",315,4.44,NA,NA,NA,NA,64,NA,NA,NA,2.11,NA,NA,NA,NA,34
1861-05-02,NA,NA,NA,NA,4.95,0,"empty,empty","empty,empty",NA,71.33,0,0,NA,2.39,-8.5,-0.22,9.06,NA
1861-05-02 07:00:00,NA,"Ch0",0,4.27,NA,NA,NA,NA,65,NA,NA,NA,1.11,NA,NA,NA,NA,1
1861-05-02 14:00:00,NA,"Ch0",292.5,4.23,NA,NA,NA,NA,55,NA,NA,NA,3.89,NA,NA,NA,NA,1
1861-05-02 21:00:00,NA,"Ch0",180,6.37,NA,NA,NA,NA,94,NA,NA,NA,2.17,NA,NA,NA,NA,0
1861-05-03,NA,NA,NA,NA,6.64,0,"empty,empty","empty,empty",NA,80.66,0,0,NA,4.64,-12.39,1.22,6.61,NA
1861-05-03 07:00:00,NA,"Ch0",180,7.18,NA,NA,NA,NA,88,NA,NA,NA,4.72,NA,NA,NA,NA,0
1861-05-03 14:00:00,NA,"Cm8",67.5,6.6,NA,NA,NA,NA,77,NA,NA,NA,5.44,NA,NA,NA,NA,2
1861-05-03 21:00:00,NA,"Ch0",90,6.13,NA,NA,NA,NA,77,NA,NA,NA,3.78,NA,NA,NA,NA,0
1861-05-04,NA,NA,NA,NA,7.54,0,"empty,empty","empty,empty",NA,82,0,0,NA,6.44,-6.06,0.33,12.06,NA
1861-05-04 07:00:00,NA,"Ch0",90,7.11,NA,NA,NA,NA,76,NA,NA,NA,6.56,NA,NA,NA,NA,0
1861-05-04 14:00:00,NA,"Ch0",67.5,8.03,NA,NA,NA,NA,82,NA,NA,NA,7.5,NA,NA,NA,NA,0
1861-05-04 21:00:00,NA,"Ch0",90,7.48,NA,NA,NA,NA,88,NA,NA,NA,5.28,NA,NA,NA,NA,0
1861-05-05,NA,NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-05-05 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-05-05 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-05-05 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-05-06,NA,NA,NA,NA,10.95,4.29,"12 am","empty",NA,91.66,0,0,NA,9.83,-0.44,0,17.33,NA
