"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"StJohnsNFLDDel","45.57","-52.61","44.2","America/St_Johns","3.5","71250","8403669"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cd","cv","dd","hd","p","pr","ptb","pte","sd","ta","ta_mean","tb","tdb","w","ww"
1857-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 07:00:00,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 07:00:00,NA,NA,NA,NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 07:00:00,NA,NA,NA,NA,NA,1008.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 14:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 14:00:00,NA,NA,NA,315,"315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 14:00:00,NA,NA,NA,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA
1857-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 21:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 21:00:00,NA,NA,NA,NA,"315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 21:00:00,NA,NA,NA,NA,NA,998.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1857-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1857-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA
1857-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRSN NA"
1857-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKC NA"
1857-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 07:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 07:00:00,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 07:00:00,NA,NA,NA,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1857-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 14:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 14:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 14:00:00,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 14:00:00,NA,NA,NA,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 21:00:00,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 21:00:00,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 21:00:00,NA,NA,NA,NA,NA,1004.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA
1857-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-19,NA,NA,NA,NA,NA,NA,NA,"5 pm",NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19,NA,NA,NA,NA,NA,NA,NA,NA,"9 pm",NA,NA,NA,NA,NA,NA,NA
1857-03-19,NA,NA,NA,NA,NA,NA,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1857-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA
1857-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKC NA"
1857-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKC NA"
1857-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 07:00:00,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 07:00:00,NA,NA,NA,NA,"315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 07:00:00,NA,NA,NA,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1857-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 14:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 14:00:00,NA,NA,NA,315,"315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 14:00:00,NA,NA,NA,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1857-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 21:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 21:00:00,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 21:00:00,NA,NA,NA,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1857-03-20,NA,NA,NA,NA,NA,NA,NA,"8 am",NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20,NA,NA,NA,NA,NA,NA,NA,NA,"9 pm",NA,NA,NA,NA,NA,NA,NA
1857-03-20,NA,NA,NA,NA,NA,NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain & snow"
1857-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA
1857-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SN NA"
1857-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 07:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 07:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 07:00:00,NA,NA,NA,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1857-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 14:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 14:00:00,NA,NA,NA,45,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 14:00:00,NA,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1857-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1857-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 21:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 21:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 21:00:00,NA,NA,NA,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1857-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA,NA
1857-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SN NA"
1857-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 07:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 07:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 07:00:00,NA,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1857-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1857-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 14:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 14:00:00,NA,NA,NA,45,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 14:00:00,NA,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1857-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 21:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 21:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 21:00:00,NA,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA
1857-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-22,NA,NA,NA,NA,NA,NA,NA,"11 am",NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22,NA,NA,NA,NA,NA,NA,NA,NA,"10 pm",NA,NA,NA,NA,NA,NA,NA
1857-03-22,NA,NA,NA,NA,NA,NA,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1857-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA
1857-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKC NA"
1857-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 07:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 07:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 07:00:00,NA,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA
1857-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1857-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 14:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 14:00:00,NA,NA,NA,45,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 14:00:00,NA,NA,NA,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1857-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 21:00:00,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 21:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 21:00:00,NA,NA,NA,NA,NA,1004.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA
1857-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1857-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA,NA,NA
1857-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SN NA"
1857-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 07:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 07:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 07:00:00,NA,NA,NA,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1857-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 14:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 14:00:00,NA,NA,NA,45,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 14:00:00,NA,NA,NA,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1857-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 21:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 21:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 21:00:00,NA,NA,NA,NA,NA,1004.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,NA,NA
1857-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKC NA"
1857-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 07:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 07:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 07:00:00,NA,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA,NA,NA
1857-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1857-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 14:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 14:00:00,NA,NA,NA,45,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 14:00:00,NA,NA,NA,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,NA
1857-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1857-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 21:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 21:00:00,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
