Observation date,barometer_observed_height_7am,barometer_observed_height_2pm,barometer_observed_height_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_height_reduced_to_freezing_7am,barometer_height_reduced_to_freezing_2pm,barometer_height_reduced_to_freezing_9pm,barometer_reduced_to_freezing_mean,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,transcriber_comments,daily_weather_remarks,remarks_7am,remarks_2pm,remarks_9pm,cloud_amount_7am,course_higher_clouds_7am,cloud_velocity_7am,kind_of_cloud_7am,cloud_amount_2pm,course_higher_clouds_2pm,cloud_velocity_2pm,kind_of_cloud_2pm,cloud_amount_9pm,course_higher_clouds_9pm,cloud_velocity_9pm,kind_cloud_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,transcriber_comments,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,transcriber_comments,
1857-03-11,"29.30","29.60","29.45","NA","NA","NA","NA","NA","NA","NA","23","25","22","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","drifting blowing hard","4","North-West","5","Nimbus","3","North-West","3","Cumulus","3","North-West","3","Cumulus","North-West","5","North-West","4","North-West","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","morning misty [illegible] blowing hard dull","None","None","None","None",
1857-03-12,"29.85","29.45","29.65","NA","NA","NA","NA","NA","NA","NA","10","15","14","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine","3","North-West","3","Cumulus","4","North-West","3","Cumulus","3","North-West","2","Cumulus","North-West","4","North-West","4","North-West","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, night fine, light wind","None","None","None","None",
1857-03-13,"29.55","29.63","29.59","NA","NA","NA","NA","NA","NA","NA","14","18","16","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine [illegible]","3","North-West","3","Cumulus","4","North-West","3","Cumulus","3","North-West","3","Cumulus","North-West","4","North-West","4","North-West","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day","None","None","None","None",
1857-03-14,"29.70","29.45","29.57","NA","NA","NA","NA","NA","NA","NA","35","38","36","36","NA","NA","NA","NA","NA","NA","snow","4 am","5 am","0.200","None","NA","NA","NA","NA","fine [illegible] wind","4","North-West","4","Nimbus","2","North-West","2","Nimbus","2","North-West","1","Cumulus","North-West","3","North-West","3","North-West","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine dull blowing night fine little snow hard frost","None","None","None","None",
1857-03-15,"29.45","29.40","29.42","NA","NA","NA","NA","NA","NA","NA","25","28","24","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine cold","3","West","3","Cumulus","2","North-West","5","Cumulus","1","North-West","6","Cumulus","North-West","4","North-West","4","North-West","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine morning soft day freezing hard little snow + blowing","blew a gale at night hard frost starlight","None","None","None",
1857-03-16,"29.70","29.80","29.75","NA","NA","NA","NA","NA","NA","NA","10","30","26","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine","3","North-West","5","Cumulus","2","North-West","3","Cumulus","2","North-West","3","Cumulus","North-West","5","North-West","4","West","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine morning blowing hard day blowing hard fine + clear  very little snow on ground","almost bare  northern lights at night dark + cloudy below","","","",
1857-03-17,"29.77","29.20","29.48","NA","NA","NA","NA","NA","NA","NA","30","35","33","32","NA","NA","NA","NA","NA","NA","snow","4 pm","10 pm","0.480","None","NA","NA","NA","NA","fine evening rain","8","West","5","Cumulus","2","North-West","3","Cumulus","2","North-West","3","Stratus","North-West","3","North-West","3","North-West","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine very dull evening snow misty rain and snow silver straw","no star visible","None","None","None",
1857-03-18,"29.50","29.85","29.67","NA","NA","NA","NA","NA","NA","NA","20","30","26","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine morning drift","5","North","3","Cumulus","4","North","3","Stratus","3","North","4","Stratus","North-East","3","North-East","3","North-East","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day morning drfting","night fine light wind","None","None","None",
1857-03-19,"30.00","29.75","29.85","NA","NA","NA","NA","NA","NA","NA","30","33","30","31","NA","NA","NA","NA","NA","NA","snow","5 pm","9 pm","0.450","None","NA","NA","NA","NA","fine evening [illegible]","6","North-West","4","Stratus","4","North-West","2","Cumulus","4","North","2","Stratus","North-East","2","North-West","3","North-West","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day evening morning","night fine","None","None","None",
1857-03-20,"29.75","29.70","29.72","NA","NA","NA","NA","NA","NA","NA","30","33","30","31","NA","NA","NA","NA","NA","NA","rain & snow","8 am","9 pm","0.300","None","NA","NA","NA","NA","rain + snow","3","North-East","2","Cumulo-stratus","1","North-East","1","Cumulo-stratus","2","North-East","3","Cumulus","North-East","4","North-East","4","North-East","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rain and snow all day","None","None","None","None",
1857-03-21,"29.70","29.70","29.70","NA","NA","NA","NA","NA","NA","NA","25","30","26","27","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine evening drift","4","North-East","3","Cumulo-stratus","2","North-East","3","Cumulus","3","North-East","1","Cumulus","North-East","4","North-East","4","North-East","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day evening drifting and snowing a little","None","None","None","None",
1857-03-22,"29.70","29.65","29.67","NA","NA","NA","NA","NA","NA","NA","23","30","26","26","NA","NA","NA","NA","NA","NA","snow","11 am","10 pm","0.320","None","NA","NA","NA","NA","drifting snow","4","North-East","3","Cumulus","3","North-East","3","Cumulus","4","North-East","4","Stratus","North-East","5","North-East","5","North-East","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine freezing hard","None","None","None","None",
1857-03-23,"29.60","29.75","29.67","NA","NA","NA","NA","NA","NA","NA","25","32","30","29","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","North-East","2","Cumulus","2","North-East","2","Cumulus","3","North-East","1","Cumulo-stratus","North-East","3","North-East","3","North-East","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine very wet under foot with soft snow","None","None","None","None",
1857-03-24,"29.70","29.30","29.50","NA","NA","NA","NA","NA","NA","NA","24","30","30","28","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine freezing","4","North-East","1","Cumulus","2","North-East","2","Cumulus","5","North-East","2","Cumulo-stratus","North-East","4","North-East","3","North-East","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day freezing a little","None","None","None","None",
1857-03-25,"29.20","29.10","29.15","NA","NA","NA","NA","NA","NA","NA","30","37","35","34","NA","NA","NA","NA","NA","NA","light rain","all day","all day","0.330","None","NA","NA","NA","NA","rain all day","4","North-West","1","Cumulo-stratus","5","North-West","1","Cumulus","5","North-West","1","Cumulus","North-West","3","North-West","3","North-West","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rain during day","None","None","None","None",
1857-03-26,"29.15","29.10","29.12","NA","NA","NA","NA","NA","NA","NA","30","38","36","31","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine snow [illegible]","6","North-West","2","Stratus","2","North-West","1","Cumulo-stratus","6","North-West","2","Cumulus","North-West","3","North-West","2","North-West","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine nearly all day a little snow during day","None","None","None","None",
1857-03-27,"29.10","29.51","29.30","NA","NA","NA","NA","NA","NA","NA","32","40","36","36","NA","NA","NA","NA","NA","NA","showers","day","day","0.010","None","NA","NA","NA","NA","fine snow fog","7","North-West","2","Cumulo-stratus","6","West","1","Cumulus","6","South","3","Stratus","West","4","South","4","South","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine shower of snow during day fog night fine wet under foot","night N light","None","None","None",
1857-03-28,"29.10","29.15","29.22","NA","NA","NA","NA","NA","NA","NA","35","40","37","37","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine shower snow","6","North-West","3","Cumulo-stratus","5","North-West","2","Cumulus","6","North-West","3","Stratus","North-West","3","North-West","3","North-West","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine shower of snow during day","None","None","None","None",
1857-03-29,"29.30","29.30","29.30","NA","NA","NA","NA","NA","NA","NA","34","40","35","36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day","5","North","2","Stratus","3","North-West","3","Stratus","5","North-West","2","Cumulus","North","2","North-West","2","North-West","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day thawing wet under foot ground very soft, a very little snow on ground now","None","None","None","None",
1857-03-30,"29.30","29.30","29.30","NA","NA","NA","NA","NA","NA","NA","25","35","30","30","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine soft","8","North","1","Stratus","8","North","1","Stratus","8","North-East","1","Stratus","North","2","North","2","North","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine very dull and cloudy, light wind, evening blew a little, few star visible","None","None","None","None",
1857-03-31,"29.45","29.50","29.47","NA","NA","NA","NA","NA","NA","NA","30","35","33","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine soft dull","8","North","1","Stratus","8","North","1","Stratus","7","North-West","1","Stratus","North","1","North","2","North","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine very dull and cloudy, light wind, evening fine","None","None","None","None",
1857-04-01,"29.55","29.55","29.55","NA","NA","NA","NA","NA","NA","NA","25","35","33","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North","","North","","North","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, soft","","","","",
1857-04-02,"29.60","29.41","29.50","NA","NA","NA","NA","NA","NA","NA","26","35","32","None","NA","NA","NA","NA","NA","NA","None","None","None","0.500","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","South","None","South","None","South","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, evening drifting, night rain & sleet blew hard","None","None","None","None",
1857-04-03,"29.40","29.50","29.45","NA","NA","NA","NA","NA","NA","NA","25","35","30","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine night bright and clear","None","None","None","None",
1857-04-04,"30.00","30.10","30.08","NA","NA","NA","NA","NA","NA","NA","30","37","37","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, calm, night fine, ring round the moon","None","None","None","None",
1857-04-05,"30.00","30.00","30.00","NA","NA","NA","NA","NA","NA","NA","30","40","38","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, soft, light wind (wet under foot)","","","","",
1857-04-06,"30.15","30.10","30.05","NA","NA","NA","NA","NA","NA","NA","24","36","30","30.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, light wind","None","None","None","None",
1857-04-07,"30.15","30.10","30.05","NA","NA","NA","NA","NA","NA","NA","30","38","35","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, warm, calm","None","None","None","None",
1857-04-08,"30.10","30.08","30.09","NA","NA","NA","NA","NA","NA","NA","30","45","42","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","South-West","None","South-West","None","South","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, sultry, night bright","None","None","None","None",
1857-04-09,"30.10","30.10","30.10","NA","NA","NA","NA","NA","NA","NA","50","60","58","56.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, sultry, night fine, little frost","None","None","None","None",
1857-04-10,"30.00","29.90","30.00","NA","NA","NA","NA","NA","NA","NA","41","50","44","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","South-West","None","South-West","Empty","South","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, fog all day, light wind, night fog","None","None","None","None",
1857-04-11,"29.90","29.80","30.10","NA","NA","NA","NA","NA","NA","NA","40","43","46","None","NA","NA","NA","NA","NA","NA","None","None","None","0.100","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, fog, little rain, hazy","None","None","None","None",
1857-04-12,"29.70","29.65","29.68","NA","NA","NA","NA","NA","NA","NA","45","59","50","None","NA","NA","NA","NA","NA","NA","None","None","None","0.050","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-East","None","North-East","None","North-East","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine but foggy, hazy","None","None","None","None",
1857-04-13,"29.72","29.75","29.70","NA","NA","NA","NA","NA","NA","NA","50","58","54","None","NA","NA","NA","NA","NA","NA","None","None","None","1.080","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-East","None","North-East","None","North-East","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, hazy, rain","None","None","None","None",
1857-04-14,"29.80","29.80","29.80","NA","NA","NA","NA","NA","NA","NA","36","45","43","None","NA","NA","NA","NA","NA","NA","None","None","None","0.500","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-East","None","North-East","None","North-East","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fog all day, hazy, rain","None","None","None","None",
1857-04-15,"29.80","29.85","29.85","NA","NA","NA","NA","NA","NA","NA","40","48","44","None","NA","NA","NA","NA","NA","NA","None","None","None","0.040","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-East","None","North-East","None","North-East","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fog all day, little wind","None","None","None","None",
1857-04-16,"29.70","29.70","29.70","NA","NA","NA","NA","NA","NA","NA","40","50","46","None","NA","NA","NA","NA","NA","NA","None","None","None","0.060","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-East","None","North-East","None","North-East","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","morning fog, evening, clear, fine, night little frost","None","None","None","None",
1857-04-17,"29.80","29.80","29.80","NA","NA","NA","NA","NA","NA","NA","35","40","38","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","South","None","South","None","South","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fog, all day and rain, little wind","None","None","None","None",
1857-04-18,"29.80","29.80","29.80","NA","NA","NA","NA","NA","NA","NA","36","45","40","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine, cold, clear, fresh breeze","None","None","None","None",
1857-04-19,"29.70","29.70","29.70","NA","NA","NA","NA","NA","NA","NA","25","36","30","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, blowing very hard","None","None","None","None",
1857-04-20,"29.70","29.70","29.70","NA","NA","NA","NA","NA","NA","NA","30","38","34","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North","None","North","None","North","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, little snow","None","None","None","None",
1857-04-21,"29.70","29.70","29.64","NA","NA","NA","NA","NA","NA","NA","35","36","30","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, blowing hard","None","None","None","None",
1857-04-22,"29.30","29.30","29.30","NA","NA","NA","NA","NA","NA","NA","40","48","46","None","NA","NA","NA","NA","NA","NA","None","None","None","0.550","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-East","None","North-East","None","North-East","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","foggy, all day, fine","None","None","None","None",
1857-04-23,"29.40","29.40","29.40","NA","NA","NA","NA","NA","NA","NA","30","40","36","None","NA","NA","NA","NA","NA","NA","None","None","None","0.200","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","North-West","None","North-West","None","North-West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, blowing very hard","None","None","None","None",
1857-04-24,"29.30","29.30","29.30","NA","NA","NA","NA","NA","NA","NA","40","48","43","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","West","None","West","None","West","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, blowing very hard","None","None","None","None",
1857-04-25,"29.30","29.30","29.30","NA","NA","NA","NA","NA","NA","NA","40","48","46","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","West","","West","","West","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fine all day, very warm blowing hard","None","None","None","None",
